feature_304,feature_138,feature_833,feature_231,feature_693,feature_160,feature_409,feature_31,feature_420,feature_256,feature_5,feature_812,feature_863,feature_927,feature_2,feature_803,feature_12,feature_758,feature_145,feature_381,feature_898,feature_125,feature_233,feature_18,feature_97,feature_924,class
-2.7982309,-3.9034636,-1.9942292,-0.28720173,2.7512908,-2.7597775,-3.2334402,-4.3764849,2.9500637,-2.2102551,-1.8507756,6.1574383,0.6821627,-4.1219449,0.1578249,-1.9244895,-2.9678822,-0.63798541,-1.6676823,-1.5828972,-0.44862041,-1.5976406,0.27906296,0.35631543,-0.4426899,-1.1404225,FML
-2.8046677,-3.99951,-1.7314403,-0.54176509,2.937758,-2.5646999,-3.6066554,-4.2188935,2.9716766,-2.0718329,-1.271322,5.8178773,0.65725416,-3.9518471,0.32141086,-1.8369906,-2.9126029,-0.58364755,-2.2823319,-1.5253537,-0.24445932,-1.2077836,-0.052062567,0.42971325,-0.69834298,-1.1950543,FML
-2.9200671,-3.8431852,-1.8360901,-0.14103931,2.824141,-2.3504014,-3.2970622,-3.9476819,2.6729107,-2.2253008,-1.6904509,5.7016654,0.49516338,-3.7096825,0.11193985,-2.0186706,-2.743156,-0.44085619,-2.0290139,-1.6227081,-0.41532454,-1.2612866,-0.11818077,0.28004593,-0.67749649,-1.0538751,FML
-2.2258375,-3.9051986,-2.1961234,-1.0649251,3.735805,-2.3971393,-3.7487459,-4.1051164,2.8842978,-2.142796,-1.8219194,6.5149989,0.46323839,-3.6222212,0.27896035,-2.0157313,-3.1629651,-1.1071299,-2.414664,-1.1078269,-0.35206103,-0.80625099,-0.48487633,0.16276681,-0.87529057,-1.3334146,GOOD
-2.1343789,-4.1334486,-1.9566177,-0.36754361,3.3804688,-2.9918981,-3.8168108,-4.2569671,3.0233269,-2.3349676,-2.4288602,7.3925166,0.88944405,-3.8668861,0.20385741,-1.7655042,-3.1801171,-0.83341175,-2.0598049,-0.99459094,-0.237763,-1.4582586,0.15712507,-0.049841076,-0.95085567,-1.220534,GOOD
-2.0282097,-3.5908465,-1.9213164,-1.0552955,2.7622988,-2.3157539,-3.8465099,-3.9786747,2.6638556,-1.8923306,-2.2622509,5.9779782,0.48169628,-3.4432757,0.27576077,-1.993885,-3.0121572,-1.1025208,-2.2487555,-1.0493977,-0.80523002,-0.65430647,-0.15415072,0.29013884,-0.87440479,-0.85425127,GOOD
-1.8997489,-4.0962009,-2.1930246,-0.67532378,3.3182433,-2.708189,-3.8553474,-4.0676112,2.7332706,-2.1126983,-3.0018682,7.2841487,0.41450393,-3.8031065,0.12173922,-1.9317443,-2.9723437,-1.0208578,-2.0822184,-1.0007002,-0.41978592,-1.6236029,0.011882804,0.063899606,-0.93728936,-1.10116,GOOD
-2.078856,-4.1638985,-1.9805406,-0.17858268,3.127712,-2.6836343,-3.7252681,-4.1929994,3.1128967,-2.0454919,-2.926326,7.3515472,0.45514753,-4.0338893,0.10323536,-1.7938701,-3.0016513,-0.58127332,-2.075808,-0.91938442,-0.45524752,-1.6622409,0.19862236,-0.031167522,-0.75032508,-1.2086519,GOOD
-2.1843691,-4.2781854,-1.9751521,-0.41178784,3.5934765,-2.6287775,-3.6758025,-4.2066197,3.2096207,-1.9449291,-2.9008548,6.9333558,0.30149814,-3.8395715,0.43865448,-2.0106926,-3.0095868,-0.99991149,-2.1518726,-1.2048733,-0.37496987,-1.206767,-0.013837766,0.18942297,-0.97479695,-0.92824256,GOOD
-2.0198321,-4.0865417,-1.6615665,-0.16332258,3.214462,-2.6269104,-3.7277949,-4.1712065,3.201153,-2.0641308,-2.8732131,7.442522,0.75730509,-4.0370693,0.1819088,-1.6773221,-3.0404696,-0.74825686,-2.1128464,-1.0280778,-0.61368352,-1.5971065,0.12321424,-0.13529184,-0.91730756,-1.2529517,GOOD
-2.2774973,-4.0750403,-1.8857023,-0.41790566,3.3952444,-2.981683,-3.7652304,-4.3743958,3.0558279,-2.0754652,-2.3222747,7.5619612,0.71232653,-4.0121608,0.36002427,-1.7575715,-3.2978506,-0.76448923,-2.1022232,-0.94190675,-0.37837064,-1.1896226,0.010973986,-0.33277261,-0.87836963,-1.1924585,GOOD
-1.846132,-4.0001798,-1.9784567,0.044977777,2.9214969,-2.7055297,-3.5130093,-3.9436784,2.9220173,-2.0740833,-3.3899875,7.1366253,0.62823606,-4.0433812,0.25207406,-1.794387,-2.7190773,-0.83744711,-1.4491516,-0.91990209,-0.85564828,-1.7140615,0.36150828,0.1302001,-0.76473725,-0.98370296,GOOD
-2.3274782,-4.2935686,-1.977502,-1.1069843,3.465683,-2.4109514,-3.6992409,-4.4042063,2.9103472,-2.067358,-2.1777606,6.4005876,0.45896164,-3.9747458,0.32572627,-1.8344753,-3.3141592,-1.0770864,-2.3772414,-1.2302976,-0.4062781,-1.0821673,-0.3874315,-0.011854947,-0.93995112,-1.1666371,GOOD
-2.1056192,-3.9534123,-1.9355881,-0.19692406,3.1954126,-2.6098306,-3.822859,-4.1524463,2.895647,-1.9957345,-2.8753104,6.8180304,0.42072129,-3.8057539,0.29923245,-1.9078008,-3.0004261,-0.65603018,-1.9314148,-1.0889995,-0.67295206,-1.0989536,0.027326133,0.007582605,-0.96537745,-0.94711119,GOOD
-2.1082995,-4.1907053,-2.0671544,-0.61526167,2.9738944,-2.4444692,-3.7282856,-4.2334709,2.9468591,-2.0199146,-2.716965,7.3411164,0.53341651,-3.8779955,0.093818314,-2.0639534,-3.0634713,-0.84926957,-2.2373979,-0.95575458,-0.17171089,-1.6966001,0.13923067,0.078149676,-0.95720583,-1.393756,GOOD
-1.9925102,-4.0575781,-2.0085223,-0.60759366,3.2618215,-2.4555166,-3.7871702,-4.1874003,2.8642411,-2.0215485,-2.6337721,6.3126688,0.56101626,-4.0065384,0.22331369,-1.9604658,-3.0768502,-0.89909053,-1.9607966,-1.2193856,-0.8917594,-1.2528902,-0.041535389,0.39845487,-1.0147004,-1.2187881,GOOD
-1.9577808,-3.8791554,-1.898754,-0.76850003,3.0126238,-2.4627275,-3.6708462,-4.0618825,2.4500957,-1.9597802,-2.5800557,6.8013577,0.44891834,-3.6172385,0.25874615,-1.7833551,-2.9182134,-0.89817929,-1.9822187,-1.0390726,-0.46490577,-1.2707208,0.001246151,-0.049927764,-0.85044837,-1.2127091,GOOD
-2.2648017,-4.1015625,-1.7346047,-0.9838739,3.527318,-2.6774611,-3.7688465,-4.3209667,2.9747994,-1.9589112,-1.8466796,6.5858221,0.49698639,-3.8787785,0.2028591,-1.8779308,-3.2525108,-0.84020227,-2.2732077,-1.0589657,-0.41206551,-1.107574,-0.16890037,-0.29292926,-0.82285249,-1.1975853,GOOD
-2.1901729,-3.7795486,-1.9528162,-1.5771437,4.4087305,-2.1688728,-3.6972425,-4.003334,3.3343897,-2.1167297,-1.0041125,6.0717187,0.58537179,-3.6815782,0.003028169,-2.1826034,-3.0723901,-1.4627299,-3.0013745,-1.2492545,-0.17973576,-1.0016403,-0.79260719,-0.36222506,-0.86930579,-1.2399551,GOOD
-2.4744816,-4.0568643,-2.1971421,-0.9308095,3.5954256,-2.7608078,-3.9528909,-4.5850592,3.0873299,-2.2030416,-1.7506144,7.4216852,0.79330564,-4.0219722,-0.023966014,-1.9637508,-3.5294371,-0.86888218,-2.7950754,-1.0244555,-0.25923446,-1.1658736,-0.21392384,-0.35092816,-0.92693591,-1.1854521,GOOD
-2.0368304,-3.9455342,-2.2779534,-0.36380526,3.7030606,-2.9265659,-3.3434913,-4.2862797,3.3493073,-2.0643432,-2.5709217,7.0205631,0.56150931,-3.7874544,-0.085245162,-1.7117367,-3.2676077,-0.74358815,-2.1091268,-1.1470482,-0.53758621,-1.2768687,0.10643324,0.02827993,-0.83355075,-1.0962538,GOOD
-2.261873,-3.9461842,-1.9956379,-0.87904543,4.3549237,-2.5485895,-3.5495517,-4.1109114,3.5700929,-2.0878615,-1.6595346,7.0688205,0.66761756,-3.957056,0.075603887,-2.0409687,-3.3340385,-0.98616809,-2.7794623,-1.0969753,-0.33207235,-1.1577057,-0.41152254,-0.31749338,-1.0395805,-1.1800089,GOOD
-2.0644033,-4.222281,-1.9280174,-1.0165682,3.172837,-2.5928166,-4.0828023,-4.3359032,2.5272305,-2.1674888,-2.0361705,6.7419271,0.66901267,-3.7416937,0.21656154,-1.8827163,-3.2374825,-0.89208984,-2.3272634,-1.0603714,-0.38424063,-1.2116966,-0.2154642,0.075816944,-1.1363993,-1.1790777,GOOD
-2.2645745,-3.7641571,-2.106317,-0.93162322,3.4920974,-2.4760354,-3.5859196,-4.1333928,3.1088231,-2.0369027,-1.8283681,7.0974126,0.47220939,-3.7936547,-0.15014224,-1.8880442,-3.2037878,-0.71838796,-2.4739463,-0.95763266,-0.27615216,-1.3971701,-0.19774678,-0.035054363,-0.93739253,-1.1850768,GOOD
-2.1687176,-3.7407544,-2.0694885,-1.0685265,3.5616326,-2.353287,-3.888726,-4.0511446,2.9133699,-1.9876871,-2.1089036,7.2968421,0.56873697,-3.7013822,0.04381761,-1.9018885,-3.168159,-0.97436827,-2.5016468,-1.0121441,-0.29863116,-1.324298,-0.10974155,-0.31408322,-0.93462026,-1.2029048,GOOD
-2.1685684,-3.9587183,-2.1592922,-1.3485256,3.7323287,-2.3301187,-3.9329073,-4.1734791,3.0445306,-1.9357628,-1.5402329,7.2299881,0.52930886,-3.6442311,0.30252618,-1.9821072,-3.2336946,-0.97234148,-2.7449367,-0.96415943,-0.33300707,-1.1419693,-0.37542769,-0.38536897,-1.018117,-1.0327597,GOOD
-2.0415225,-3.6279736,-1.7283469,0.074821338,2.4114377,-2.0295916,-3.8140187,-3.6416202,2.5971532,-1.8460287,-2.9234049,6.3490119,0.38013938,-3.3639431,0.3382104,-1.746695,-2.7984648,-0.73556751,-1.4909908,-0.99044788,-1.1005669,-1.3641187,0.30598304,0.11066628,-0.75338936,-0.87137359,GOOD
-2.2917137,-4.0441194,-2.0220149,-0.90871447,3.6539199,-2.5162356,-3.7445335,-4.333087,2.9442961,-2.1445208,-2.2050717,6.4678488,0.54995918,-3.9130721,0.20640147,-1.892055,-3.2885873,-0.79556817,-2.4532549,-1.0572017,-0.50714189,-0.96630937,-0.18208842,0.049891204,-0.9242987,-1.2956392,GOOD
-2.1387713,-3.9824317,-2.075875,-1.0364761,3.3918004,-2.5145884,-3.8153446,-4.2742682,2.8166883,-2.194699,-2.2170177,6.7476583,0.56303924,-3.5356803,0.12445785,-1.9058712,-3.1227741,-1.0233655,-2.2587292,-1.0522757,-0.34813404,-1.1223583,-0.23583382,0.026821434,-0.93968177,-0.8578217,GOOD
-2.1498046,-4.0316019,-1.835077,-0.83479297,3.958956,-2.5316219,-3.639199,-4.1787839,3.3947847,-2.2496612,-2.09079,7.1849265,0.59576589,-3.7241921,0.17825976,-2.02671,-3.2615583,-1.0381801,-2.6188383,-1.1609688,-0.27496454,-1.2291752,-0.30223241,-0.28321791,-0.97634566,-1.1570705,GOOD
-2.151664,-4.0775213,-1.9225481,-0.66410667,3.3988776,-2.5473919,-3.9056058,-4.3872557,2.7362523,-2.0083992,-1.6187078,7.005311,0.66249478,-3.6357837,0.1057597,-1.8551755,-3.4034464,-0.6287654,-2.3680451,-1.0169327,-0.29511061,-0.99116045,-0.15069771,-0.25116062,-1.0198669,-0.99397039,GOOD
-2.2699187,-4.0946469,-1.922003,-0.48788038,3.3081689,-2.6448114,-3.7107627,-4.3216105,2.9381645,-2.0186741,-2.0960875,7.3774052,0.82766628,-3.7945647,0.25788239,-1.790826,-3.4914243,-0.7158407,-2.4094424,-0.93469733,-0.29936767,-1.1156636,-0.094766453,-0.26783568,-1.0478404,-1.4507725,GOOD
-2.0208945,-4.1560354,-1.8739251,0.15070315,3.2819266,-2.9887781,-3.6427119,-4.1390853,2.9452283,-2.039,-3.1595919,7.3302436,0.76654261,-3.8423011,0.43487328,-2.0516391,-2.8887346,-0.85325652,-1.7273185,-0.97440541,-0.45536804,-1.6305279,0.27493823,0.10292277,-0.91621041,-1.1732489,GOOD
-2.5850372,-3.9027886,-2.1000483,-1.0042489,4.6964498,-2.7471058,-3.8901513,-4.0222096,3.8790259,-2.2506638,-1.1573788,7.4185939,0.92623121,-4.0213203,0.39716893,-2.0241294,-3.4508839,-1.0422126,-2.8614666,-1.328615,0.07875555,-0.8368212,-0.40548408,-0.32233396,-1.0154048,-1.1325127,GOOD
-1.9573221,-3.7624562,-2.0250044,-0.79171473,3.6734712,-2.7882683,-3.7189536,-4.0784316,2.5552058,-2.0016246,-2.3254888,6.6279631,0.66671932,-3.5494416,0.16179121,-1.7020898,-3.0113928,-1.0250523,-2.1763637,-1.0182228,-0.30914468,-0.97682029,-0.035992045,0.003390133,-1.1709728,-1.1895353,GOOD
-2.0661783,-3.8440986,-2.1457472,-0.78463423,3.4414856,-2.6576324,-3.9330976,-4.0666614,2.8721738,-2.1112132,-2.5601747,6.9381084,0.59173411,-3.9099622,0.26599535,-2.1521132,-3.0841687,-0.82745373,-2.2540679,-0.99466956,-0.53788072,-1.163637,-0.038638201,0.18513948,-1.1096187,-1.2502859,GOOD
-2.0675166,-4.099,-2.2997918,-0.46491465,3.547965,-2.8943112,-3.8245456,-4.3002114,3.4289205,-2.0855098,-2.6437898,7.8802929,0.72902238,-3.9620113,0.14931881,-2.0272899,-3.02951,-0.99616593,-2.1886017,-0.988074,-0.17952783,-1.7592214,0.26060617,0.002884015,-0.80120748,-1.3690639,GOOD
-2.1553669,-4.0618372,-2.1969662,-1.3958582,3.8228855,-2.5291357,-3.7831943,-4.3496857,2.8088593,-2.1237555,-2.1701975,6.8547435,0.68910438,-3.4807358,0.18783364,-2.1644309,-3.0394483,-1.1667154,-2.367836,-1.1919103,-0.46209109,-0.95640534,-0.27977303,-0.014567584,-1.1374583,-0.94681251,GOOD
-2.2635396,-4.1570024,-2.0131412,-0.57018346,3.2771513,-2.5818994,-3.6792512,-4.2281523,3.2999279,-1.9604039,-2.6284029,7.0461931,0.62324953,-3.9300375,0.19893011,-1.8763515,-3.0678155,-1.1090732,-2.1612494,-1.0863793,-0.28972635,-1.4895025,-0.00018099,-0.11108164,-1.0283941,-1.356776,GOOD
-1.894824,-4.1871557,-2.0259113,-0.83668864,3.0899098,-2.4714463,-3.8133581,-4.2211227,2.8177831,-1.9386973,-3.0810127,7.0053005,0.51585108,-3.95434,0.09983521,-1.8507046,-3.0033865,-0.92703944,-2.0452228,-1.0435677,-0.61286086,-1.476822,-0.067329571,-0.051181313,-0.97197497,-1.1417603,GOOD
-2.1334913,-4.1389232,-2.0012355,-0.86169648,3.4641981,-2.604286,-3.5246005,-4.2638893,2.8213909,-2.2063472,-2.3411036,6.6617594,0.63966942,-3.81233,0.047204778,-1.9062572,-3.138063,-0.68491822,-2.366576,-1.3183248,-0.55455238,-1.0971155,-0.25749463,0.042224541,-0.98100853,-1.1218964,GOOD
-2.1282711,-3.3369892,-1.6920252,-0.059031043,2.5506287,-2.2083747,-3.6501312,-3.7302542,2.7516634,-2.0107422,-1.9039158,6.7194242,0.32011908,-3.2827711,-0.078921437,-1.6571766,-3.1022027,-0.61168092,-2.1290393,-0.64580441,-0.41536051,-1.0477107,0.15132549,-0.13777536,-0.73100191,-0.9300186,GOOD
-2.0494528,-3.9849238,-2.0333719,-0.06310147,2.8696511,-2.6550756,-3.418004,-4.2987885,3.0128958,-1.8739096,-3.223556,7.3403964,0.45450205,-4.1258564,0.1192565,-1.9520434,-3.0479469,-0.39377549,-1.6109817,-0.94476336,-0.89550805,-1.796391,0.32444167,-0.09242475,-0.94213909,-0.99434304,GOOD
-1.969326,-4.0989175,-2.0575211,0.074880198,2.8716903,-2.8746963,-3.3933127,-4.2684941,3.0641212,-2.1045663,-3.245811,7.3161612,0.61034542,-4.0581326,0.018069722,-1.6554847,-3.1414616,-0.39639273,-1.6843691,-0.90274858,-0.65096307,-1.8182831,0.48741516,0.06558378,-0.78311604,-0.9463048,GOOD
-2.3478601,-4.1684499,-2.0547373,-0.13790575,3.5963805,-2.7419255,-3.6053793,-4.2333126,3.3268936,-2.1100729,-2.8999701,6.9589868,0.43725586,-3.858942,0.41615045,-2.0620677,-3.1979415,-0.8144151,-1.9579986,-1.0798583,-0.53561819,-1.2815189,0.044646662,0.039434642,-0.80258209,-1.0391384,GOOD
-2.1095388,-3.9471414,-1.9614344,-0.33235595,3.2211261,-2.4331565,-3.7504532,-3.8155529,3.007971,-1.9460813,-2.8715258,6.6832881,0.34412512,-3.6315727,0.16736063,-1.9008125,-3.0214822,-0.61560875,-1.8804485,-0.89288008,-0.52448696,-1.062391,-0.20244768,0.046406507,-1.3105252,-0.84024799,GOOD
-1.9890268,-4.2872634,-1.7407798,-0.69876409,3.1694112,-2.5389216,-4.0764632,-4.1187668,2.4516261,-2.0138085,-2.4920044,6.9281144,0.8461557,-3.9114966,0.24386713,-1.803389,-3.1016881,-0.79912215,-2.1480803,-0.90433794,-0.56852353,-1.3744062,-0.09153226,-0.038018126,-1.1670121,-1.255994,GOOD
-2.1666865,-4.0096231,-2.2200089,-0.25243729,3.3956406,-2.8497548,-3.8402085,-4.2713389,3.0090666,-2.2868838,-2.722235,7.1689363,0.78432,-3.5841129,0.052370958,-2.0468075,-3.1575336,-0.71035403,-2.1353288,-1.1226165,-0.52026111,-1.2642514,0.10021453,0.10600069,-1.1222693,-1.1211247,GOOD
-2.0902665,-3.8989182,-2.004221,-1.0196245,3.3622441,-2.463119,-3.6532512,-4.129385,2.5912545,-2.1169634,-2.9976182,6.4851742,0.4443723,-3.5709157,0.13302436,-2.0490558,-2.7158496,-1.0234855,-1.9276149,-1.3591938,-0.47930062,-1.2598618,-0.19151583,0.46166283,-1.0077161,-0.91052336,GOOD
-2.3314812,-3.9855647,-2.0873435,-0.28681546,3.2213447,-2.6227243,-3.7488537,-4.0911484,3.1070604,-1.8201677,-2.4739466,7.5911717,0.60175443,-3.7196329,0.30032811,-1.7531015,-3.045099,-0.714818,-2.2901304,-1.0231686,-0.25903761,-1.4947733,0.33896032,-0.04281082,-0.82284778,-1.2251416,GOOD
-2.0553954,-4.1687369,-1.9298726,-0.70582443,3.4999924,-2.7527092,-3.8793325,-4.0875974,2.4261928,-2.0702398,-2.6215787,6.8291702,0.66018611,-3.4499147,0.12590246,-1.7724594,-3.0665972,-0.91993606,-2.0544024,-1.2315543,-0.24520536,-1.1738847,-0.017020527,0.19649595,-1.2109332,-1.1322659,GOOD
-2.2771103,-4.1637254,-2.0609701,-1.0387886,4.315762,-2.6524615,-3.8053138,-4.0950155,3.1657488,-1.9750092,-1.5379971,7.0406852,0.60684824,-3.5935752,0.22588,-1.7175136,-3.3378739,-1.0178568,-2.5325642,-1.1097517,0.016429471,-0.78648037,-0.51130474,-0.21733029,-1.0678831,-1.2194555,GOOD
-2.1923175,-4.2183576,-1.7881278,-0.22767274,3.4570704,-2.7408648,-3.9242694,-4.1140928,2.9504349,-2.0957079,-2.3196466,7.0187044,0.78334248,-3.7967558,0.24342248,-1.8361703,-3.3823249,-0.75423896,-2.0771148,-0.86830884,-0.43362233,-1.0380211,-0.1050306,-0.12463268,-1.2992635,-1.0924382,GOOD
-2.1997337,-4.0817719,-2.0364716,-0.83756769,3.3666391,-2.425338,-3.4905503,-4.4352612,3.4357178,-2.143579,-2.4079623,6.7502022,0.67641121,-3.9634299,0.16487503,-2.1607933,-3.2464838,-0.82701951,-2.7298377,-1.0932722,-0.54125953,-1.1201701,-0.23033249,-0.28437519,-0.88320112,-1.2056454,GOOD
-1.9607002,-4.2213435,-1.8040786,-0.21395542,2.9296293,-2.5245941,-3.6954355,-4.1337743,3.1452069,-2.0279851,-3.2171946,7.1451087,0.50552726,-4.0224338,0.43305618,-1.8425158,-2.9260831,-0.61252213,-1.8563538,-1.0955024,-0.75732285,-1.4991622,0.06364996,-0.015160918,-0.77518529,-1.1329639,GOOD
-1.9478648,-3.7756386,-2.2893243,-0.93812871,3.9882722,-2.6628728,-3.4756207,-4.1467977,2.7990255,-1.9638312,-1.5258508,6.5905395,0.76303601,-3.5787635,-0.2223673,-1.6651862,-3.2676444,-0.76397479,-2.5178869,-0.90151876,-0.27678305,-0.98934239,-0.32299024,-0.16756834,-1.0155931,-1.1866413,GOOD
-1.8206444,-3.4903123,-1.7959876,0.013052264,2.0664697,-2.284642,-3.7074881,-3.6785264,2.2986848,-1.8051485,-2.9642301,6.5958486,0.28406718,-3.4133394,0.19410317,-1.8647655,-2.7201359,-0.49696311,-1.5129805,-0.79902762,-0.86388797,-1.4824737,0.42421663,0.22312781,-0.67795813,-0.91061461,GOOD
-1.9210095,-4.1805973,-1.8486944,-1.1421565,3.4677913,-2.4174843,-3.8850033,-4.0707097,2.3365941,-1.9918647,-2.0403781,6.0947604,0.63209671,-3.3673742,0.66968548,-1.982483,-2.8959055,-1.4926627,-2.3491659,-1.1858222,-0.25567272,-1.0051326,-0.29495236,0.318703,-0.74985659,-1.2685401,GOOD
-2.2525694,-3.8229032,-1.9511307,-0.65408802,4.1515832,-2.5406921,-3.5051074,-3.9480975,3.1753044,-1.9575686,-1.702518,6.9894867,0.66796958,-3.4818101,0.30004686,-1.8748194,-2.9594216,-1.0220491,-2.4916053,-1.1078169,0.1170357,-1.0023973,-0.24439266,-0.12368502,-0.93759173,-1.265492,GOOD
-2.0600257,-3.9467134,-2.1291044,-0.69634932,3.4919164,-2.7371438,-3.6743655,-4.1796036,2.7882814,-2.0415137,-2.9478233,6.7453341,0.67436838,-3.6712177,0.19643864,-2.0976603,-3.1626301,-0.91215044,-1.9743435,-1.1334918,-0.32471538,-1.1286486,-0.065947056,0.30917165,-1.3090426,-1.1127589,GOOD
-2.1430779,-3.2089224,-1.5853184,-0.79648888,3.6565354,-2.0765984,-3.6781077,-3.2314188,2.4194047,-1.6206074,-0.98266125,5.6697073,0.32303178,-2.8019147,0.29983544,-1.801258,-2.397615,-0.97359747,-2.5562713,-1.0268173,-0.16188574,-0.64703232,-0.38739571,0.003141291,-0.69632226,-0.89109898,GOOD
-1.8877331,-3.374629,-1.7620374,-0.52732664,2.5241616,-2.0602746,-3.6268511,-3.7862816,2.5343227,-1.7702899,-2.3233337,6.3845496,0.341961,-3.2581391,-0.076719642,-1.5985142,-2.9604094,-0.74403888,-2.21631,-0.73009056,-0.96438777,-0.92836159,0.085859053,-0.098425388,-0.78708369,-1.0736141,GOOD
-2.0859482,-3.2769091,-1.8041112,-0.12092121,2.5252581,-2.3468244,-3.5701668,-3.7160356,2.7351665,-2.0338926,-2.3820815,6.6451974,0.4587757,-3.5154326,-0.13328375,-1.5289575,-2.9198587,-0.60721976,-1.6097933,-0.88962919,-0.88900286,-1.3936564,0.24239624,-0.071759142,-0.75120902,-0.98212659,GOOD
-2.0994747,-3.1182172,-1.8830285,-0.074097693,2.9109759,-2.5346324,-3.6582272,-3.6638854,2.471061,-1.8896904,-1.7055947,6.9453673,0.54874033,-3.3150485,-0.24753492,-1.5087547,-2.9454095,-0.61180723,-2.1689439,-0.65108651,-0.50522983,-1.1330562,0.20326535,0.038132548,-0.92317885,-1.0688459,GOOD
-1.9889055,-3.5035188,-1.7845278,0.16463314,2.408525,-2.5042644,-3.6274884,-3.7802298,2.5835392,-1.9070908,-2.6296885,6.38276,0.43791643,-3.5124385,-0.1532193,-1.5580058,-2.9605546,-0.62402523,-1.6447136,-0.82565546,-1.1763484,-1.4410704,0.46108088,0.17538387,-0.82245803,-1.0376655,GOOD
-1.7921557,-3.280863,-1.7660017,-0.10160057,2.152102,-2.465394,-3.5790839,-3.6189201,2.0215192,-1.9562393,-2.9145823,6.4938173,0.65704322,-3.3440621,-0.013634063,-1.6542221,-2.7973177,-0.53021967,-1.5072343,-0.58719552,-1.1883959,-1.4389745,0.45396382,0.21923476,-0.65782601,-1.0399945,GOOD
-1.8289418,-3.5223894,-1.9109522,0.03091841,2.1956966,-2.2812262,-3.5785186,-3.5477257,2.5405612,-1.7661244,-2.9295156,6.3021407,0.21290886,-3.4446197,0.27466053,-1.8704662,-2.6587229,-0.74385011,-1.5742767,-0.83294702,-0.89482629,-1.439612,0.39606073,0.22765511,-0.67248893,-0.95588803,GOOD
-1.8774215,-3.5371144,-1.6479902,-0.52200061,2.6024201,-2.3076303,-3.9305995,-3.73616,2.4887571,-1.8184284,-2.6309981,6.7913451,0.37973109,-3.2403734,0.0916605,-1.7092487,-2.8450618,-0.89351487,-1.8506119,-0.80338347,-1.0436502,-1.2392238,0.17704932,0.18666136,-0.80848444,-0.94568336,GOOD
-2.1201162,-3.4217803,-1.6664634,-0.53978777,2.5093944,-2.2197652,-3.6722233,-3.6146061,2.6921043,-1.8314252,-2.1572335,6.3292956,0.33027533,-3.2607467,0.028240047,-1.8985071,-2.6729238,-0.74260277,-2.0205142,-1.0343504,-0.56615418,-1.1848621,0.019675013,0.049175858,-0.94961005,-0.90919179,GOOD
-1.7889317,-3.6149561,-1.5347501,-0.50338602,2.2555583,-2.2562516,-3.7449794,-3.6131291,1.9916357,-1.8788195,-2.5374897,5.7560101,0.73967528,-3.252804,0.067987069,-1.541373,-2.807452,-0.79773676,-1.7047234,-0.96283942,-1.0102055,-1.1290603,0.12009642,0.23702347,-1.0505326,-0.99867988,GOOD
-2.0302608,-3.9200044,-1.997219,-0.47212049,3.2574804,-2.6790547,-3.7760739,-3.9721072,2.781575,-2.2258034,-3.0649629,6.644568,0.55188781,-3.695785,0.32535738,-2.0929983,-2.8985989,-0.91482031,-1.7614907,-1.1075194,-0.63605887,-1.244548,-0.004867505,0.38717365,-1.0001562,-0.9326365,GOOD
-1.7774535,-3.4669344,-1.7388922,-0.14381967,2.9311512,-2.7076707,-3.7251253,-3.8189752,2.6030231,-1.6905572,-2.696743,6.1353893,0.42572513,-3.3017805,0.29697943,-1.7164668,-2.8403268,-0.91392696,-2.2601876,-0.66921896,-1.1772128,-0.99258202,0.37736449,0.23931548,-0.77390009,-0.97553343,GOOD
-1.8564793,-3.4447792,-1.6731755,-0.14896962,2.3552599,-2.2865171,-3.7470772,-3.8352718,2.1313069,-1.7425847,-2.4730642,6.1773295,0.53502232,-3.308624,0.14151092,-1.3803092,-2.9447386,-0.79880112,-1.961666,-0.85060316,-1.0917374,-0.98355007,0.42464259,0.13014399,-0.78084344,-1.1492554,GOOD
-1.859143,-3.2267272,-1.9259913,-0.85133153,2.4414527,-2.3855679,-3.9310522,-3.5886748,2.1729901,-1.6576487,-2.560755,5.9756231,0.41931966,-2.9373405,0.028868817,-1.7195125,-2.6721911,-1.0923327,-2.1272907,-0.79491478,-0.9931103,-0.82891053,0.031460494,0.35369942,-0.90234363,-0.71131396,GOOD
-1.9535968,-3.4583728,-1.6351037,-0.45187551,2.2984869,-2.4502017,-3.8771369,-3.7635012,1.9395251,-1.8122315,-2.1017542,5.9750981,0.52534884,-3.0880308,0.009161793,-1.2916183,-2.7942767,-0.80795068,-2.0665283,-1.0221443,-0.75729334,-1.0156637,0.21533297,0.44372922,-0.83948487,-1.0892404,GOOD
-2.4119563,-3.169147,-1.5880772,-0.9511506,3.3237123,-1.9566648,-3.9251802,-3.5716031,2.6508405,-1.8331776,-0.90516126,5.9331112,0.58703023,-3.1248829,0.37335998,-1.6245017,-2.9088516,-0.85538262,-2.4332585,-0.99759328,-0.74390268,-0.63603061,-0.43327338,-0.08943294,-0.83967131,-0.92262542,GOOD
-2.258508,-3.85534,-1.784212,-0.45032158,2.52951,-2.3706002,-3.9281802,-3.8788977,2.6020732,-1.8942428,-2.3983958,6.9423294,0.62577647,-3.0687082,0.068092018,-1.6573578,-2.9620414,-0.94850081,-2.1828301,-0.93982095,-0.39389539,-1.1527028,-0.008161742,-0.028849781,-1.1094238,-0.96858829,GOOD
