feature_304,feature_138,feature_833,feature_231,feature_693,feature_160,feature_409,feature_31,feature_420,feature_256,feature_5,feature_812,feature_863,feature_927,feature_2,feature_803,feature_12,feature_758,feature_145,feature_381,feature_898,feature_125,feature_233,feature_18,feature_97,feature_924,class
-2.1757684,-3.1858563,-1.7431479,-0.5601269,3.9931827,-2.0888522,-3.6436753,-3.698386,3.0761204,-1.5257292,-0.51533794,5.6752973,0.4628301,-3.1659641,0.29373401,-1.5266734,-3.0524604,-0.92146611,-2.4981565,-0.83128363,-0.66559058,-0.41164199,-0.32178953,0.041898012,-0.79886001,-0.98194867,GOOD
-2.2681403,-2.9965365,-1.6066433,-1.0350312,3.6865268,-2.0317872,-3.5421445,-3.3047895,2.4527965,-1.5580251,-0.63362968,5.44943,0.45035022,-3.0109227,0.28829744,-1.5545969,-2.8039942,-0.90912235,-2.3651874,-0.88214445,-0.47088453,-0.41519991,-0.40125507,0.051450253,-0.87675267,-0.89306784,GOOD
-2.1356189,-3.6840773,-1.6771045,-0.80952221,2.5531087,-2.0292125,-3.7507877,-3.7426281,2.4504905,-1.821844,-2.3351648,5.8119521,0.28544414,-3.2971787,0.28248075,-1.7655057,-2.8546059,-0.98512906,-2.048377,-0.98499906,-0.91536129,-0.82180279,-0.036310706,0.26038525,-0.73370862,-0.98206496,GOOD
-2.1222544,-4.1480165,-2.3566988,-0.61134058,3.5757973,-2.7782528,-3.5342078,-4.0552135,2.9839818,-2.2632327,-3.0173993,6.9357195,0.47473374,-3.5431049,0.52420127,-2.3401814,-2.9744022,-1.2181635,-1.8121116,-1.2967687,-0.26932189,-1.2279047,-0.24719062,0.32088953,-1.1912102,-0.97771013,GOOD
-2.1302464,-4.0517001,-2.0473654,-0.43159333,3.4638298,-2.6110497,-3.5752966,-4.2065015,2.751436,-2.0910215,-2.3094532,6.5053596,0.59906542,-3.8187418,0.26681551,-1.7746708,-3.121011,-0.70598519,-1.9907439,-1.0752249,-0.51628917,-1.175941,0.018513482,0.18385443,-0.86191297,-1.1653744,GOOD
-2.212697,-3.1901286,-1.8250474,-0.79848373,3.3164132,-2.306469,-3.8472204,-3.6595669,2.8103569,-1.6172,-1.4841008,6.3037019,0.39781451,-3.0136731,-0.008305334,-1.7297677,-3.0194616,-0.76912075,-2.4821019,-0.72905499,-0.71156877,-0.5958578,-0.086122543,-0.1588584,-0.95785844,-0.79520237,GOOD
-2.1227181,-2.8310347,-1.9698706,-0.87102407,3.3786805,-2.4527731,-3.4058092,-3.9264939,3.1831377,-1.42147,-1.1341382,6.1220903,0.7449429,-3.005908,0.30018747,-1.8674914,-3.1611972,-0.67908335,-2.7065136,-1.1359251,-1.0819495,-0.078728624,0.16505168,-0.23204927,-1.1957668,-0.66720754,PPB
-2.1537542,-3.068615,-2.0569363,-1.2738842,2.9449022,-2.2732046,-3.5542867,-3.9445744,2.7370689,-1.5854836,-1.457046,6.0753107,0.5532617,-3.0546589,0.43794614,-2.2961133,-2.8575034,-1.0689175,-2.2144926,-1.0843483,-1.0049211,-0.17434381,0.12348534,0.19682086,-1.0532511,-0.79351807,PPB
-2.1327114,-3.1122477,-1.8755049,-0.97512263,2.8550951,-2.5514574,-3.5762911,-4.0715156,3.0412588,-1.7273597,-2.1581852,6.1471882,0.56761807,-3.1577628,0.099266864,-2.0716457,-2.843055,-0.77610695,-2.0179935,-1.1868312,-0.81295782,-0.31942829,0.18999884,0.3089712,-1.0234607,-0.46241945,PPB
-2.1255891,-3.1248558,-2.4864833,-1.5877472,3.1542556,-2.133146,-3.8064847,-4.1490741,3.2915659,-1.7519307,-1.2317901,6.8888302,0.6859858,-3.1943469,0.07745713,-2.1362257,-3.2059116,-1.1169182,-2.5394943,-0.92484814,-1.0075246,-0.34526667,-0.29225272,-0.19997023,-1.3419995,-0.40119582,PPB
-1.939873,-3.1820376,-2.8058271,-1.2765595,2.9313412,-2.9552412,-3.4332361,-4.3819427,2.7663543,-1.7983843,-1.8297452,6.1410289,0.55926359,-3.6367919,0.28054893,-2.1203358,-3.0385776,-1.001893,-2.3796601,-1.1617999,-0.73319775,-0.48756519,0.44501674,0.50847083,-0.70977467,-0.70112324,PPB
-1.7506369,-3.240478,-1.9623679,-0.26606086,2.8542125,-2.947675,-3.5177326,-4.2148547,2.3647718,-1.5728166,-2.751951,6.1991854,0.79702914,-3.3482263,0.42134172,-1.7831595,-2.9643099,-0.73764473,-1.7898827,-0.91714811,-1.1857069,-0.40576887,0.70977968,0.40601647,-0.98324782,-0.79527432,PPB
-2.0883276,-3.4300852,-2.1827848,-1.0815895,3.1937616,-2.4552133,-3.5241499,-4.2452502,3.0934017,-1.3487289,-1.1679295,5.816185,0.56310868,-3.484328,0.81305158,-2.1747305,-3.2610426,-1.1354541,-2.5728924,-0.795075,-1.1694798,0.034936596,-0.088036403,0.10729103,-0.82665104,-0.82258111,PPB
-2.2000964,-3.4540832,-2.2612889,-1.1758842,2.9266226,-2.4434364,-3.8197567,-4.2099924,2.6864536,-1.5953053,-1.4460789,6.3159552,0.63954288,-3.1219018,0.5253585,-1.8866267,-3.0533698,-1.0844884,-2.6354089,-1.0215359,-1.0482414,-0.30079693,-0.046657655,0.1869134,-0.75424665,-0.90541822,PPB
-2.0172951,-2.956588,-2.0208123,-0.8095082,3.1343722,-2.3804464,-3.6454382,-3.7797899,2.7581775,-1.6415615,-1.0950786,6.1908655,0.44387031,-2.9246972,0.074136615,-1.6558402,-3.024297,-0.75083965,-2.6278822,-1.1332419,-0.87995976,-0.33167875,-0.065522879,0.035778612,-1.0144261,-0.8007217,PPB
-1.9873952,-3.1350935,-1.8798237,-0.72796649,2.982852,-2.3678687,-3.4740295,-4.1078773,3.3155916,-1.4908779,-1.4690747,6.2235498,0.70878512,-3.034265,0.34894556,-1.781765,-3.1227224,-0.92162263,-2.4887779,-0.90751666,-1.2283072,-0.31585974,0.017162886,-0.32312232,-0.98650324,-0.7066623,PPB
-2.058562,-3.0939777,-1.8630314,-0.77808642,3.2926509,-2.4746833,-3.458904,-4.0101156,3.1812932,-1.5482488,-1.6159897,5.959024,0.80194145,-3.068882,0.24987563,-1.8325535,-2.9918377,-0.97756523,-2.6734054,-0.98354107,-1.2632192,-0.22824594,0.086786278,-0.091070831,-0.91903299,-0.76812887,PPB
-1.917886,-2.8077037,-1.9833289,-0.89763343,2.826153,-2.4761591,-3.1830471,-3.9697716,3.1817677,-1.3158729,-1.4447587,5.9118848,0.67395085,-3.1611614,0.11351875,-1.6846462,-2.8793552,-0.7063868,-2.4070268,-1.1124102,-1.1989529,-0.34836826,0.26383522,-0.10643134,-0.98519278,-0.83926195,PPB
-1.9631411,-3.1876588,-2.1972113,-1.1813216,2.7156839,-2.3400977,-3.7057593,-3.9367151,2.7919586,-1.4443787,-1.8711866,5.8137474,0.19440809,-3.2577064,0.15849558,-2.04199,-2.8833332,-1.0480255,-2.5871165,-0.93461335,-0.77971441,-0.26176351,-0.021921854,0.36149973,-0.9289493,-0.72484827,PPB
-2.1930506,-3.0879517,-1.8771017,-0.98824531,3.0191262,-2.3952787,-3.56022,-4.0962882,3.1883764,-1.4558711,-1.4839071,6.2025638,0.62309587,-3.2102797,0.21289346,-1.9104825,-3.1285896,-1.0417126,-2.5283656,-1.011591,-1.0349929,-0.2934539,0.11771123,-0.19672231,-1.0100414,-0.70476031,PPB
-2.092401,-2.9737029,-2.0428913,-0.65890998,3.4069219,-2.4815996,-3.5458522,-3.9727943,3.6505089,-1.5752764,-1.1799306,6.0232658,0.83310914,-3.3266337,0.25669301,-1.7874969,-3.2847204,-0.87019885,-2.9455707,-1.048353,-1.1665124,-0.32665244,0.045395769,-0.088478394,-0.94480711,-0.682033,PPB
-1.8840466,-2.8210642,-2.0715265,-1.0078425,2.9279835,-2.6120622,-3.3759716,-3.8772318,3.1143024,-1.2622362,-1.8772295,5.8392739,0.72115511,-3.1368711,0.30174267,-1.8188787,-2.9811842,-1.0158063,-2.3637338,-0.90295398,-1.022242,-0.19650935,0.3218928,0.11402917,-1.1265402,-0.50963509,PPB
-2.0142922,-3.2294228,-2.0903168,-0.91462106,2.94438,-2.7118356,-3.4185956,-4.0722475,2.7573268,-1.3710647,-1.9497598,5.7288775,0.78129351,-3.1617427,0.53645813,-1.7995874,-2.9635546,-0.89159584,-2.2107,-0.97848719,-1.1873306,-0.1504703,0.17545721,0.31964016,-0.84842211,-0.90832931,PPB
-2.1118348,-3.0710688,-1.8187132,-0.59173536,2.8411176,-2.361973,-3.6957657,-3.8762646,2.7257805,-1.72214,-1.7523011,5.7948532,0.53377384,-3.3008289,0.091130204,-1.6443642,-3.0571363,-0.60550183,-2.3155937,-0.93734258,-1.0505501,-0.3322899,0.19867697,0.2284964,-0.75020134,-0.95254755,PPB
-2.2067547,-3.0698996,-2.1552656,-1.3828858,3.0240772,-2.365761,-3.5116222,-3.8577442,2.7374387,-1.5481961,-1.3112694,6.2109833,0.70824695,-3.0510952,0.52631068,-2.0026815,-3.0116341,-0.94794351,-2.6889746,-1.1733258,-0.85807729,-0.25343397,-0.12652788,-0.072971106,-1.200771,-0.73069549,PPB
-2.0599127,-3.2263274,-1.985927,-0.94389081,3.4005702,-2.4998465,-3.4291158,-3.9519181,3.2565157,-1.6928988,-1.7923241,5.9882116,0.69509953,-2.9637017,0.26940194,-1.9986162,-3.0142305,-0.93353277,-2.4601903,-1.0747845,-0.94163972,-0.26563302,0.074144721,0.017754838,-1.1428355,-0.68762726,PPB
-1.8406951,-3.1214535,-1.9878929,-1.0091132,2.6252115,-2.491863,-3.5130165,-3.8885612,2.56394,-1.3396395,-2.1491265,5.9714684,0.49091989,-3.0920658,0.43846691,-2.1764512,-2.9176888,-0.62741911,-2.2373521,-0.8941769,-1.1009754,-0.1957822,0.1164465,0.23112756,-1.2212226,-0.73689312,PPB
-1.9350196,-3.2287366,-1.7677935,-0.78137541,2.9869163,-2.5366995,-3.3971405,-4.0046058,2.3650181,-1.1963449,-2.0661051,5.6841464,0.85585189,-3.0502384,0.57885826,-1.8924121,-2.7789819,-1.3416946,-2.2668684,-1.0228603,-1.090668,-0.036596414,0.37402648,0.60659707,-0.93877143,-1.0504017,PPB
-2.0556307,-3.1240108,-2.0346053,-1.1680601,3.280046,-2.3704271,-3.5287015,-4.0787067,3.134583,-1.2968616,-1.47053,5.8845429,0.73586398,-3.1241915,0.05581684,-1.7866719,-3.2114167,-1.0274518,-2.845624,-1.0322061,-1.2547109,0.025858287,0.003907967,-0.031989753,-1.2011105,-0.75467306,PPB
-1.9152011,-3.1694348,-1.8325628,-1.0573822,3.4991086,-2.2508974,-3.6059854,-3.6463263,3.0891013,-1.7659206,-1.2202901,5.7027469,0.63699371,-2.9250641,0.30957323,-1.8679321,-2.6992352,-0.62404269,-2.7898676,-1.2361956,-0.78459179,-0.15799128,-0.22252652,0.038868934,-1.0286117,-0.65536016,PPB
-2.1148756,-3.3439038,-2.0030439,-0.61238396,3.4103971,-2.4475894,-3.4643943,-4.113708,3.4462841,-1.3211519,-1.0761704,5.9587741,0.71179813,-3.124886,0.19104818,-1.6737716,-3.2894452,-0.8043853,-3.1039269,-0.91158932,-1.3401229,-0.33075061,0.14396937,-0.17786521,-1.2037158,-0.87153906,PPB
-2.1139245,-3.2411742,-2.0720668,-0.83515197,3.3353391,-2.5633545,-3.4303169,-4.1474242,3.5046711,-1.3661062,-1.7565696,6.4723144,1.0562674,-3.2051253,0.64492756,-2.0872214,-3.0795562,-1.2587734,-2.3202004,-1.0727882,-1.1878815,-0.15215151,0.38279188,-0.093623936,-1.2303205,-0.63792151,PPB
-2.0738206,-2.7701705,-2.0808582,-0.81710464,3.572022,-2.3148472,-3.6112497,-3.8744965,3.6983275,-1.4906486,-1.2407199,6.0764866,0.59750271,-3.1913571,0.19656782,-1.9989338,-3.208966,-0.65690118,-2.876003,-0.78518057,-1.3381516,-0.23670629,0.065348484,-0.10645001,-1.0593086,-0.41668952,PPB
-2.1097052,-2.9418781,-2.1150107,-0.51906472,3.2726164,-2.615042,-3.4511786,-3.9691074,3.0651186,-1.3706859,-1.2841816,6.2717729,0.63744187,-3.144326,0.10913,-1.5854189,-3.3035328,-0.82474601,-2.7481375,-0.75401247,-1.0394194,-0.30715549,0.33933863,-0.050728034,-0.88376504,-0.80615699,PPB
-2.0737734,-2.4985676,-1.7339009,-0.83281577,3.6536705,-2.0217104,-3.5108368,-2.9615197,2.5239487,-1.4956455,-0.090403914,5.0139599,0.70373958,-3.0062351,0.7829091,-1.5476539,-2.6768975,-0.63749117,-2.2700248,-1.2118211,-1.0240742,-0.15893435,-0.52398193,0.30909914,-0.81480163,-0.9990412,PPB
-2.1649165,-3.0112579,-1.9396572,-0.89730811,3.4600766,-2.3223257,-3.4628022,-4.0424666,3.1043956,-1.7099444,-0.75676262,5.9160404,0.78992134,-3.24262,0.375934,-1.9032917,-3.1631348,-0.58842647,-2.7002931,-0.9994604,-1.3534045,-0.16244358,-0.12603728,0.11454733,-0.94840616,-0.95802486,PPB
-2.1049387,-3.2443948,-1.8478163,-0.62628531,3.4679043,-2.5566933,-3.2218161,-3.969723,3.3522413,-1.121356,-1.3703871,5.7589183,0.77346635,-3.1151297,0.9084537,-1.9118316,-3.2464094,-0.92576087,-2.9356861,-1.0374446,-1.0623116,0.15028715,0.1806909,-0.12476644,-1.2497687,-0.78969568,PPB
-1.9884803,-2.5781198,-1.5801814,-0.64779323,3.8503697,-1.9013823,-3.4883506,-3.56373,3.5462334,-1.3464941,-0.60153866,5.6558437,0.45766661,-3.5150852,0.32839715,-1.7944906,-3.2103829,-0.63311946,-2.592314,-0.99594915,-1.4595685,-0.19896704,-0.19540301,-0.15885781,-1.0059932,-0.85549802,PPB
-2.1047361,-3.1003678,-1.6711015,-0.87343556,3.5631416,-2.4537048,-3.3059843,-3.9472768,3.2588573,-1.4671943,-1.181325,5.8307018,0.51292104,-3.0292091,0.55253488,-1.810406,-3.2036424,-0.88330323,-2.9841447,-0.80000067,-1.1556474,-0.099442236,-0.08103466,-0.11949562,-0.93988538,-0.7586534,PPB
-2.148056,-2.9802058,-1.5967168,-0.79962808,3.6848516,-2.3027885,-3.4430542,-3.8758986,3.497951,-1.4140012,-0.68718898,5.5681605,0.82352161,-3.096005,0.47155046,-1.8076037,-3.1200471,-0.92147642,-2.8876004,-0.98132753,-1.3604178,0.001064946,-0.010323744,-0.16976887,-1.1758106,-0.96969861,PPB
-1.9646724,-3.0385449,-2.0905764,-0.91107309,2.8039849,-2.4029567,-3.7554288,-4.0492539,3.0641122,-1.5255193,-2.0195642,6.1145124,0.79145515,-3.2900679,0.13568129,-2.1983051,-2.9972901,-0.9660055,-2.3158374,-1.0219535,-1.3047365,-0.20146894,0.074301042,0.11743559,-1.0230452,-0.60745043,PPB
-2.0424979,-3.0697892,-2.1448047,-1.0253299,3.4538369,-2.6598349,-3.4951291,-4.1825805,3.1461046,-1.2115687,-1.7057592,5.9501982,0.92892027,-3.1302326,0.2898224,-1.9157722,-3.0891738,-1.075551,-2.6253207,-0.8934471,-1.1302854,0.08817102,0.2621972,0.078521416,-1.2611387,-0.72836584,PPB
-2.1729877,-2.8019755,-1.9654,-1.1048326,3.6715133,-2.0524724,-3.6011772,-3.7738156,3.1993084,-1.5002521,-0.19497937,5.3242912,0.62268662,-3.2331114,0.22232999,-1.9361969,-3.2045147,-0.86608559,-3.0622797,-0.98798352,-1.1534692,-0.089413412,-0.2578851,-0.14508578,-1.127744,-1.0045447,PPB
-2.0417662,-2.8681586,-1.7629194,-0.52119529,3.115037,-2.6064217,-3.4013815,-3.8762619,2.827198,-1.3966103,-1.1225545,5.5730309,0.71282321,-3.0983782,0.40591866,-1.7534459,-3.0674012,-0.56675899,-2.5166008,-0.94921571,-1.4337752,0.19232336,0.17957492,0.097185761,-0.96518052,-0.89762348,PPB
-2.2319186,-3.3962879,-1.9928925,-0.89282137,3.3780563,-2.6387675,-3.6802242,-4.137403,3.4469926,-1.5459033,-1.6109729,6.0771194,0.70290846,-3.3128538,0.60591412,-2.0628071,-3.1417639,-1.0982971,-2.40874,-1.0025141,-1.1225176,-0.10176436,0.038653307,0.1340097,-0.98642141,-0.80608869,PPB
-1.9662802,-3.3335106,-1.6425105,-0.78026652,2.8563416,-2.4725792,-3.4534938,-3.9801219,2.6659412,-1.3569933,-1.6843565,5.6314292,0.60485357,-2.9637794,0.42125225,-1.7370749,-2.9550965,-0.83709866,-2.3266861,-0.82824206,-1.0150857,-0.089238279,0.1258131,-0.003938779,-1.0227937,-0.84045273,PPB
-2.1709785,-2.7438838,-1.741539,-0.70558447,3.3710272,-2.1517527,-3.6318958,-3.6429253,2.9638548,-1.5929061,-0.094837099,5.3494906,0.55356705,-2.9983175,0.50064045,-1.7884322,-2.9237199,-0.72585046,-2.6046317,-1.1042435,-1.2534662,-0.19233085,-0.27832794,0.049671054,-0.85122043,-0.82090443,PPB
-2.1533194,-3.3523405,-1.7226361,-0.50806051,2.791502,-2.6045976,-3.486758,-4.0658622,2.5872924,-1.3227088,-1.6310179,6.1120033,0.67404479,-3.0201681,0.47875649,-1.760476,-3.0409026,-0.57618773,-2.2865,-0.98769891,-1.1227624,-0.16496667,0.22698383,-0.019308843,-1.0776464,-0.80098569,PPB
-2.0884392,-2.7268801,-1.6557562,-0.7009868,3.821872,-1.9156513,-3.556164,-3.5276561,3.3114791,-1.3363312,-0.30871946,5.2388272,0.47006229,-2.99773,0.49573028,-1.9784286,-2.884989,-0.79451185,-2.7955022,-1.1093013,-1.1613718,-0.12845981,-0.072558939,-0.093578845,-0.9271009,-0.79856908,PPB
-2.2696829,-2.9575348,-1.7815984,-0.68125993,3.2237833,-2.4710124,-3.5047371,-3.7895947,3.3512604,-1.697479,-1.3472236,6.2002435,0.5731011,-3.162626,0.35204893,-1.8279613,-2.9826343,-0.80320126,-2.682337,-1.1983609,-1.0676293,-0.43843719,0.12646288,-0.16351864,-0.94671863,-0.77862692,PPB
-2.1993613,-3.3673699,-1.9446627,-1.2390727,3.0868666,-2.3925936,-3.5408061,-4.04772,2.9270079,-1.6620097,-1.9276177,6.1827598,0.47421572,-3.0714493,0.066792689,-1.8268026,-3.1034732,-1.2300847,-2.5622427,-1.097661,-0.81022018,-0.2515963,-0.064538121,0.036105931,-1.0637037,-0.71856517,PPB
-1.9125469,-3.4122393,-2.1287608,-1.0587786,2.6192238,-2.4092665,-3.7818558,-4.2413917,2.8453965,-1.3686328,-1.8340453,6.3030353,0.60239697,-3.2588484,0.48467058,-1.9795179,-3.0936766,-1.0262895,-2.4501019,-1.0803642,-1.0542572,-0.32943025,0.11373217,0.006878942,-1.0872335,-0.75798941,PPB
-2.1888437,-2.9354944,-1.7930989,-0.82526159,3.8503597,-2.379688,-3.3645272,-3.7849078,3.6491327,-1.4916639,-0.3171095,5.2038198,0.81389052,-3.1111348,0.74386895,-1.8286433,-3.145503,-0.90774298,-2.8969994,-1.1679974,-1.1381942,0.10431201,-0.22836941,-0.053101838,-1.0657209,-0.91953421,PPB
-2.2183208,-3.1359179,-2.1802919,-0.89300847,3.2513499,-2.5838268,-3.5949793,-4.2468758,3.4605358,-1.5006548,-1.5478542,6.5096188,0.77767217,-3.1115587,0.2806212,-1.6947275,-3.2937336,-1.1503918,-2.692008,-1.1050093,-1.0970865,-0.27990013,0.16315918,-0.3122201,-0.8915413,-0.76983684,PPB
-2.0219774,-3.2750676,-2.006608,-0.9665311,3.4045272,-2.5567029,-3.4546685,-4.1803436,3.8122528,-1.4895576,-0.80713189,6.5221519,0.68242109,-3.1275389,0.41379666,-2.2066083,-3.3135629,-1.0108316,-3.0661001,-0.82589406,-1.1382802,-0.38877085,-0.005121481,-0.63207293,-1.2935561,-0.47504091,PPB
-2.1909854,-3.0740776,-1.8461186,-1.0146571,3.6300182,-2.0302823,-3.7450507,-3.9552639,3.4144797,-1.5327183,-0.66191137,5.8912086,0.6030193,-3.0690167,0.24094798,-1.7646751,-3.2225282,-0.91193074,-2.9694207,-1.2549715,-1.2542757,-0.27926785,-0.35117739,-0.15504324,-1.1268784,-0.82002693,PPB
-2.0826349,-3.1732547,-1.8855506,-0.41336021,2.8183327,-2.8432288,-3.209733,-3.9367197,2.514951,-1.5582871,-2.2392442,5.599124,0.79357165,-3.0566616,0.29050159,-1.8304445,-2.7951713,-0.74427533,-2.0481651,-1.1022429,-0.9990499,-0.34698442,0.4378109,0.37191516,-0.889525,-1.0621821,PPB
-2.1242366,-3.0910711,-1.773752,-0.49073377,3.5691285,-2.556762,-3.253655,-4.1005721,3.3158891,-1.1982629,-0.70126963,5.509604,1.0349308,-3.1770072,0.45747513,-1.5857004,-3.321727,-0.752783,-2.7514119,-1.0128863,-1.5586778,-0.078115664,0.21239904,0.03590402,-1.0409309,-1.1346782,PPB
-2.1457856,-3.2287157,-1.8765956,-1.0244364,3.2096517,-2.4624178,-3.4543073,-3.9431028,2.8874998,-1.5483803,-1.0162829,5.5043011,0.69438928,-3.0034359,0.50956881,-1.9593438,-2.9934134,-0.78244376,-2.5419307,-1.1889732,-0.93366617,0.13687931,-0.045249876,0.30958992,-1.1093378,-0.82106161,PPB
-1.9105166,-3.0283771,-1.8283859,-0.79288208,2.7638311,-2.4604044,-3.5024676,-3.8778632,2.1235478,-1.5999893,-2.5855379,5.848773,0.41586247,-3.0099368,0.20255047,-1.9631349,-2.834703,-0.78226483,-2.1001549,-0.84318227,-1.111735,-0.3008655,0.20098272,0.44024467,-0.91441679,-0.70568979,PPB
-2.1300063,-2.8408349,-1.8230023,-0.82079399,3.6522887,-2.0093095,-3.4806581,-4.0356331,3.5264595,-1.3452817,-0.57849741,5.5212898,0.80937934,-3.3653748,0.31814742,-1.7519563,-3.3925807,-0.6792711,-2.9469786,-1.0415678,-1.6923484,0.055894051,-0.1123457,-0.019947939,-1.098271,-0.98927784,PPB
-1.8077089,-2.7416835,-1.7625719,-0.54138196,4.3265915,-2.1034937,-3.079227,-3.9880059,4.4070702,-1.1963029,-0.57509196,5.6014829,0.78684723,-3.5636961,0.38095331,-1.6522799,-3.7676835,-0.76333541,-2.9833453,-0.75261235,-1.6924807,-0.20769635,0.05273832,-0.58025444,-1.253474,-0.66343212,PPB
-1.9137676,-2.6971054,-1.8856281,-0.63344586,3.1787026,-2.6207068,-3.3644502,-3.6477613,2.9166868,-1.5550172,-1.476524,5.8051205,0.74643153,-3.0244927,0.28951627,-1.8038036,-2.9181294,-0.78409064,-2.4765034,-0.93491852,-1.0962017,-0.10794664,0.25716934,0.040199488,-1.0851787,-0.70366603,PPB
-2.0210435,-2.7275991,-1.7564337,-0.5142768,4.447783,-2.3713846,-3.1959534,-3.9178936,4.130084,-1.1406425,-0.64532995,5.5376964,0.64134806,-3.472692,0.48031622,-2.0189471,-3.5705943,-1.0874438,-3.2158556,-0.85465974,-1.5072358,-0.15558973,-0.062877834,-0.14573957,-1.301603,-0.81237054,PPB
-1.9819583,-2.8230302,-2.0071921,-1.1997383,3.5730124,-2.3035824,-3.4746416,-3.9261029,3.3443327,-1.3339038,-0.50507188,5.1709399,0.69276458,-3.3455801,0.10030875,-1.7248518,-3.316637,-0.79548138,-2.9973083,-0.87815011,-1.1591836,0.061555643,-0.20474923,0.069552496,-0.93350524,-0.95672619,PPB
-1.8026086,-2.7703137,-2.2230668,-0.69278175,3.9842303,-2.2949755,-3.5845404,-3.9883082,4.1500645,-1.0498942,-0.60453999,5.8681083,0.92579776,-3.3126097,0.50868928,-1.8670801,-3.8351989,-0.86319643,-3.3338506,-0.51940167,-1.5169038,0.12702106,0.12280226,-0.67137378,-1.2586157,-0.5200507,PPB
-1.8364066,-2.7019558,-1.8048546,-0.64797455,4.5111346,-2.1721923,-3.3237271,-3.9310672,4.4021416,-1.293893,-0.45762411,5.5505824,0.92643207,-3.65064,0.55335438,-1.8862765,-3.736093,-0.86159658,-3.1729078,-0.92193335,-1.392815,0.091317587,0.004198108,-0.40906414,-1.5447581,-0.78108788,PPB
-2.0423038,-2.9429049,-1.7585104,-0.7008943,3.886441,-2.1153877,-3.1803174,-3.6643579,3.6173921,-1.2793273,-0.66570258,5.5809088,0.65819359,-3.1847699,0.71924406,-1.8342681,-3.2153785,-0.78220624,-2.6988983,-0.82374066,-1.4277054,-0.18580548,-0.15264523,-0.28753775,-1.0837816,-0.70514053,PPB
-2.0409863,-3.0880575,-1.9162201,-0.85744965,3.487232,-2.2419565,-3.4786632,-4.0352736,3.1612051,-1.2212179,-1.5339581,5.7911329,0.80604482,-3.2281802,0.40056181,-1.8526202,-3.2712924,-0.79143751,-2.9108901,-0.78709859,-1.6271889,0.050364081,0.070327386,-0.048861049,-1.0242054,-0.89424711,PPB
-2.0330644,-3.0394332,-1.7741245,-0.641491,2.9492199,-2.6413784,-3.2975414,-4.0253782,2.5200605,-1.2307911,-1.7258896,5.765234,0.78236324,-2.8975637,0.22596827,-1.6829441,-2.8092866,-0.71851718,-2.3373835,-1.0192553,-0.89883071,0.070792422,0.47290051,0.2066448,-0.9989444,-0.85726148,PPB
-1.9357545,-2.5710318,-1.8140091,-0.80405891,4.1615891,-1.9609227,-3.4319348,-3.9735587,4.3338351,-0.7772522,-0.39300373,5.0288582,0.70432639,-3.7004151,0.28672028,-1.8602726,-3.7997758,-0.76368111,-3.2260478,-0.61028057,-1.7464454,0.36501971,0.18077137,-0.24334596,-1.4198401,-0.57886237,PPB
-2.1943214,-3.2210572,-1.845337,-0.57330877,3.1926682,-2.5947545,-3.5118372,-4.0890765,3.1123435,-1.4986179,-2.1325319,6.4374523,0.70249474,-3.2563107,0.51584953,-1.8768069,-2.8429978,-0.83834642,-2.3322699,-0.91710907,-1.160066,-0.21123992,0.36025298,0.28011623,-0.72509253,-0.59553432,PPB
-1.9360994,-2.9640613,-1.8458465,-0.77986139,3.1862521,-2.4271977,-3.1693406,-3.8932688,3.4848449,-1.1461592,-1.474735,5.8780603,0.57899028,-3.1045554,0.14712773,-1.7455065,-3.1952026,-0.90096951,-2.8168225,-0.8153314,-1.1358513,-0.30112231,0.2629528,-0.16338077,-1.1678785,-0.73320782,PPB
-1.8530263,-3.3079286,-1.994671,-0.86905092,2.9284298,-2.5279403,-3.6777692,-4.0176659,2.6340172,-1.790705,-2.4734564,6.2022333,0.7837283,-3.2360377,0.36733568,-2.0464656,-2.8284655,-0.60689485,-1.5266286,-0.95726395,-1.1351157,-0.30803129,0.094652608,0.33332032,-1.1495304,-0.34772435,PPB
-2.1806076,-2.9396143,-2.0253906,-0.98067743,3.7124074,-2.3141873,-3.3011346,-3.7822924,3.6984382,-1.1432211,-0.40706119,5.477138,0.79557467,-3.2141211,0.49944764,-1.8372065,-3.3049128,-0.7577554,-3.2375925,-0.96919841,-1.2669867,0.016335476,0.10910998,-0.1557568,-1.4095626,-0.71454144,PPB
-2.2207026,-3.1664453,-2.0191884,-1.0879308,2.9732916,-2.6909785,-3.4234173,-4.1790438,3.1306713,-1.3498546,-1.3667604,5.7265768,0.94234318,-3.4107215,0.5689494,-1.8645401,-2.9959779,-0.74621654,-2.5077381,-1.0966107,-1.259102,0.052089315,0.15481861,0.34139332,-1.0306557,-0.86199272,PPB
-1.9611204,-3.1294656,-2.0137553,-0.7118926,3.3516099,-2.6923442,-3.3592377,-4.0358033,3.2919557,-1.2980597,-2.2480664,5.9865689,0.43709385,-3.3155999,0.25167513,-1.7506359,-3.1856203,-0.81817901,-2.5203717,-0.99208313,-1.2109662,-0.20715477,0.22834164,0.31850898,-0.88947058,-0.80919015,PPB
