feature_430,feature_355,feature_467,feature_933,feature_283,feature_531,feature_592,feature_85,feature_624,feature_868,feature_24,feature_607,feature_399,feature_826,feature_1,feature_858,feature_2,feature_158,feature_415,class
1.9874622,-1.6466113,-0.72103572,-0.55770016,0.46818787,5.828824,2.2676508,-0.34279802,2.1595557,-0.59147799,-1.5763392,4.4873419,2.9193087,-1.1534203,-2.7791052,1.4328955,1.6063615,0.9527095,-2.1058121,PPB
2.0936759,-1.7734982,-0.3734155,-0.57024783,0.51295626,5.9585338,1.9303501,-0.40657872,2.1042941,-0.54834884,-1.4545448,4.3883028,3.1924741,-0.92437649,-2.8350933,1.8985556,1.3555098,0.80048645,-2.1178935,PPB
2.1588066,-1.6227154,-0.41709432,-0.69413751,0.68499434,5.8928375,2.3169417,-0.47521433,2.3308682,-0.35833403,-1.9337986,4.2933149,2.6175005,-1.3193444,-2.6058795,1.63261,1.4732779,1.1403539,-1.9299906,PPB
2.090482,-1.5366658,-0.86719674,-0.73022705,0.54432797,5.3774047,1.848026,0.030923676,1.4688873,-0.72340018,-1.5684847,4.3760333,2.4179068,-1.274004,-2.5677154,1.067534,1.6575738,1.1209201,-2.0727088,PPB
2.4537392,-1.9307606,-0.67896158,-0.76368123,0.58003443,5.484519,2.301893,-0.17008968,1.9825535,-0.58903259,-2.0323768,4.6154447,2.5468297,-1.3462988,-2.5393248,1.0718286,1.7374537,1.2231596,-1.733391,PPB
2.0901771,-1.8482071,-0.81841153,-0.7510612,0.5744735,5.975987,2.1326737,-0.36518678,2.1888144,-0.74055117,-1.7004225,4.5836825,3.2183199,-1.1519681,-2.836724,1.6061289,1.7175325,1.0037252,-2.3051271,PPB
2.162312,-1.6647441,-0.63807076,-0.70881236,0.64461696,5.5153666,2.4180846,-0.02957331,1.4755851,-0.96137863,-1.8599294,4.844101,2.8439341,-1.2791055,-3.1113367,1.0066603,1.764987,1.2093012,-1.9531338,PPB
2.4578385,-1.9490159,-0.64633399,-0.45880511,0.76121175,5.6019402,3.1510921,-0.084053852,1.6136171,-0.76402378,-2.1114542,5.1646075,2.9161198,-1.5290886,-2.7995422,1.0035213,1.7382077,1.2820174,-1.8160442,PPB
1.9293746,-1.6217003,-0.47273913,-0.51267898,0.77520931,5.6745739,2.53862,0.25047755,1.5869118,-0.76568747,-1.639833,5.164268,2.7897363,-1.0707461,-3.0101404,0.39388287,1.5471292,0.5909279,-1.8493049,PPB
2.2625575,-1.8240075,-0.69594997,-0.69236779,0.63445991,5.867209,2.676971,-0.25344241,1.9442264,-0.65872276,-2.1479871,4.8295245,3.0355663,-1.1850259,-2.8329146,1.5643288,1.8023888,1.2249465,-2.1863024,PPB
2.6730673,-1.661172,-0.56555659,-0.61719424,0.50288206,5.6765227,3.0648706,0.064187743,1.5949038,-0.96404165,-1.9644985,4.8480058,2.9843831,-1.3749385,-2.9689162,0.75903326,1.6550616,1.2884072,-1.5314176,PPB
2.4347358,-1.5899779,-0.77443081,-0.72456771,0.53178585,5.5024614,2.2605503,0.47613528,1.5407281,-0.56808984,-2.0005693,4.8556123,2.6228127,-1.3743353,-2.7917736,0.77317792,1.5766236,1.1966358,-1.7342503,PPB
2.5561216,-1.6439486,-0.40140635,-0.39275452,0.54603946,5.5629902,3.0016661,0.15930143,1.5295973,-0.52556586,-2.1629851,4.9210401,3.1952643,-1.335413,-2.921406,0.65592378,1.5217773,1.2966863,-1.390269,PPB
2.5598972,-1.6820451,-0.69460773,-0.62850732,0.55078548,5.6917467,2.5010338,0.29158503,1.5625548,-0.68745714,-1.6919069,4.9687028,2.9714942,-1.3642626,-2.8452141,0.60176027,1.7133589,1.0837185,-1.9147326,PPB
2.3655918,-1.344879,-0.62457186,-0.53530997,0.41610929,5.9317989,2.1092744,-0.054107059,1.6867572,-0.67800289,-1.8219117,4.7604647,2.7744172,-1.4637789,-2.8521657,0.89646906,1.4762326,1.2276983,-1.8121839,PPB
2.1724377,-1.5370356,-0.75441998,-0.72609204,0.5907793,5.4638915,1.9593837,0.28734818,1.5571337,-0.74156117,-1.900429,4.7687378,2.5093908,-1.392628,-2.742188,0.75659937,1.7389817,1.292434,-1.7467079,PPB
2.5978768,-1.7405235,-0.56521314,-0.58852959,0.5082804,5.883534,2.6009409,0.45068616,1.7390112,-0.69172633,-2.1033068,4.9048562,2.9550295,-1.3989584,-3.0223165,0.87869233,1.5027404,1.2092903,-1.5288829,PPB
2.1174009,-1.7320458,-0.6600315,-0.75370467,0.49677888,5.7884555,2.7064025,-0.17398804,2.0591474,-0.75710332,-2.027245,4.4659948,3.0467448,-1.2396283,-2.7665389,1.4472493,1.6557641,1.2373621,-1.7810951,PPB
2.2610438,-1.5746309,-0.36724725,-0.46162874,0.77414554,5.5198722,2.3577588,0.13753611,1.9330249,-0.95138973,-2.2247076,4.7621231,2.7607555,-1.5888125,-2.9205427,0.8130216,1.5806967,1.2718257,-1.7492207,PPB
2.3342195,-1.7015153,-0.37435019,-0.65160704,0.73412585,5.4344444,3.2566366,-0.26856846,1.5790833,-0.93023831,-1.8333622,4.9742785,2.7228055,-1.1545703,-2.7676601,0.77031606,1.6003881,0.92463171,-1.7428908,PPB
2.3758199,-1.4520843,-0.72470099,-0.45550668,0.36881822,5.5848699,2.5586381,0.48662183,1.7397734,-0.67416656,-1.8251641,4.6025639,2.7123153,-1.3663796,-2.9455075,0.79374236,1.4244179,0.92854369,-1.4697943,PPB
2.5458419,-1.2268451,-0.80748111,-0.78672242,-0.025723252,6.3115149,2.3721673,0.59762692,1.8244356,-0.19572568,-1.6956023,4.6933289,2.7883813,-1.1886712,-2.9173901,1.0010613,1.1223662,0.95686364,-1.325828,PPW
2.1542311,-1.0457355,-0.45872,-0.80146819,-0.068135485,6.5054092,2.0628793,0.39103386,2.3019824,0.016435131,-1.5303644,4.2638211,2.7356846,-1.1897094,-2.8099363,0.95846921,1.0519376,1.0079815,-1.5107533,PPW
2.2842057,-1.084319,-0.6512416,-0.75778556,0.030254949,6.5299945,1.5993788,0.51324677,1.930467,-0.55781978,-1.4741173,4.6477137,2.9078774,-1.4414454,-2.9668469,0.94051069,1.2375039,0.76279247,-1.7731723,PPW
2.2271934,-0.83116972,-0.73924291,-0.76886666,-0.18808204,6.4944267,1.8814957,0.14013648,2.1584277,-0.59065521,-1.2617663,4.4877596,2.4582675,-1.2959728,-2.9120479,1.3316382,1.1277143,0.8866396,-1.5654697,PPW
2.1147895,-0.77082902,-0.47720933,-0.4270111,-0.13700609,6.4909601,2.2865105,-0.18080117,2.1958182,-0.59312141,-1.3217788,3.9067898,2.2105663,-0.95127815,-3.0172005,1.031162,0.84380311,0.64765471,-1.49102,PPW
2.5810375,-1.2025472,-0.41549125,-0.8438943,-0.08406464,6.9868116,2.3441684,0.19572073,2.4364421,0.034335174,-1.8092641,4.4629931,2.8089938,-1.1781483,-2.9272346,0.88823581,1.0909544,0.96052563,-1.3237957,PPW
2.2038791,-0.90932888,-0.14447512,-0.59574723,-0.18638508,6.7578697,2.3099017,-0.3109636,2.3768575,-0.47739035,-1.3364425,4.0227656,2.4420254,-0.94655651,-3.0929213,1.2210364,0.99751574,0.67991841,-1.5405818,PPW
2.4136009,-0.98744446,-0.73596042,-0.69061023,-0.001832935,6.6092858,1.7627077,0.41023552,2.3338416,-0.45184058,-1.4827803,4.393559,3.0489583,-1.3742971,-2.7628932,1.0296793,1.3163581,1.0478477,-1.5589261,PPW
2.6664281,-1.2266403,-0.47339728,-0.89417881,-0.00843655,6.5243883,2.2944999,0.10584455,2.2503598,-0.33931312,-1.7725644,4.4909172,2.6636362,-1.3375385,-2.9145081,0.91784996,1.213292,0.80838555,-1.1514542,PPW
2.1684694,-0.69894129,-0.47167382,-0.78299099,-0.045948446,6.7638917,1.5738522,0.10743528,2.4909811,-0.58873719,-1.3995054,4.157393,2.7161927,-1.2644014,-2.8196235,0.71733576,1.1325916,0.88253796,-1.5375466,PPW
2.3473365,-1.1287481,-0.70843673,-0.73757637,0.079307713,6.7629247,1.8790421,-0.24172418,2.4996181,-0.55396765,-1.5085412,4.2545099,2.9589868,-1.3209738,-2.4690456,0.98130763,1.6074015,0.995435,-1.4997023,PPW
1.9542381,-0.67142552,-0.4633283,-0.52501059,0.020672642,6.445159,0.93789679,-0.042735491,2.3961346,-0.74694192,-1.2780391,3.8240097,2.2656302,-1.2833014,-2.8660905,0.78089756,1.002843,0.85439384,-1.5450968,PPW
2.2438147,-1.7248487,-0.74886984,-0.80859923,0.41159916,6.3842168,2.4300427,-0.5269165,2.3596547,-0.3668375,-1.6411207,4.4056463,3.0726218,-1.2048999,-2.4949713,1.4669123,1.7283672,0.81922388,-1.9255401,PPW
2.4102159,-1.103126,-0.91829985,-0.95748502,0.048555933,6.4565454,1.6939952,0.50484335,2.1055288,-0.24596438,-1.4713006,4.4171495,2.5702703,-1.3997204,-2.9686143,1.1433587,0.97794449,0.99141252,-1.439824,PPW
1.9820348,-0.88510519,-0.69859153,-0.57366937,-0.13898051,6.7547631,1.3260906,0.46523282,2.3828323,-0.87882292,-1.2432085,4.0818539,2.9049683,-1.2841808,-2.7823164,0.72203022,1.2263356,0.74764687,-1.5403572,PPW
2.0519538,-1.0913439,-0.76563793,-0.55022848,0.005187045,6.6152978,1.976879,0.073108487,2.2617769,-0.40088597,-1.3992784,4.4067121,2.90468,-1.2543004,-2.891181,0.91408008,1.47729,1.1031836,-1.7258576,PPW
2.5349979,-1.4618266,-0.47626665,-0.73164654,0.29988086,6.3870311,2.4216111,-0.097362421,2.3935146,-0.6282841,-1.9523429,4.3156762,2.9405324,-1.2315352,-2.6814735,1.6024092,1.3413458,1.2690942,-1.450533,PPW
2.0353284,-1.1363056,-0.66125154,-0.65888482,0.29191771,6.1818476,2.0814347,0.31070635,2.1772673,-0.90616828,-1.6148745,4.724472,2.8831651,-1.3591453,-2.8271148,0.96031147,1.4323592,1.1485863,-1.6925862,PPW
1.9866072,-1.1741222,-0.56713545,-0.63390607,0.062569574,6.4110799,2.1737041,0.096774153,2.2819576,-0.40791008,-1.3204644,4.212316,2.9163351,-1.1261142,-2.6764071,1.2412763,1.3313318,0.94612741,-1.8713869,PPW
2.0369146,-1.1164923,-0.63481623,-0.65258753,0.26196924,6.4215689,2.5133152,0.28175899,1.930264,-0.475079,-1.8344855,4.9579587,2.9107401,-1.3184388,-3.0170877,0.9198007,1.2879791,1.082072,-1.9116324,PPW
2.4472787,-1.3658252,-0.59056854,-0.7786991,0.14698228,6.2565989,2.0023797,0.82241017,2.1484327,-0.34089637,-1.7493652,4.4931788,2.9439511,-1.2873584,-2.8619945,0.93333197,1.2640593,1.0389977,-1.5819197,PPW
2.0427101,-1.028206,-0.43138051,-0.50554806,-0.006396144,6.7591619,1.7175761,8.07E-05,2.161104,-0.72394794,-1.421926,4.2866864,2.8887281,-1.2670329,-2.9795907,1.0976911,1.3361251,0.85514367,-1.7924498,PPW
2.0526998,-1.0678117,-0.75042057,-0.68950212,0.12847492,6.6930232,2.0142016,0.27613282,2.2892559,-0.70479685,-1.4913478,4.4315586,3.1420281,-1.2702146,-2.7813356,0.51787573,1.4248656,0.94695091,-1.5245633,PPW
2.765358,-1.3880751,-0.87529629,-0.84358078,0.21887805,6.0214214,2.1816034,0.32973212,1.9208266,-0.74781168,-1.7893209,4.5851765,2.9323807,-1.3040011,-2.6295481,1.4176408,1.5530014,1.2066848,-1.9064592,PPW
2.2564075,-1.0335026,-0.89373565,-0.80245143,0.098206192,6.5665989,2.2919493,-0.2003203,2.3767505,-0.54863936,-1.7654316,4.2204742,2.8591957,-1.2029254,-2.7436597,1.5810288,1.2445821,1.2560476,-1.5266682,PPW
2.1699023,-0.9904443,-0.38953647,-0.84447223,-0.16556051,6.5945878,2.0950665,0.52178335,2.0487669,-0.11217482,-1.4716033,4.4310117,2.6093287,-1.1652796,-3.0915174,0.87030149,1.0210695,0.68126225,-1.5552894,PPW
2.387008,-1.2931606,-0.45332697,-0.80202657,0.14960705,6.302938,2.0462017,0.20611688,2.1459763,-0.52656114,-1.6553245,4.7320452,3.0123134,-1.1923898,-2.9191654,0.72346717,1.4715303,0.99439335,-1.4231323,PPW
2.172559,-1.006557,-0.66108686,-0.53844351,0.21258038,6.5589681,1.6711831,-0.043214399,2.2463384,-0.72102666,-1.5259891,4.1538625,2.7775242,-1.390803,-2.6509469,1.2126157,1.3733431,1.011953,-1.7167571,PPW
1.8997651,-0.9791308,-0.70557672,-0.64977783,0.2414874,6.5284433,1.6350971,-0.24093038,2.4576454,-0.73568302,-1.5346385,4.1416311,2.7682211,-1.419193,-2.6264188,1.0957533,1.4492993,1.0460942,-1.7286679,PPW
2.2074535,-1.0156996,-0.22001132,-0.75797379,0.013615563,6.5777469,2.0909152,0.15909699,2.4995806,-0.42156166,-1.6163448,4.1641641,2.5096519,-1.1065004,-3.1549163,1.055426,0.92649239,0.74545985,-1.3797634,PPW
2.2827518,-1.0069617,-0.64033979,-0.74746275,-0.12105973,6.7038951,1.9839176,0.63483202,2.1857052,-0.15610018,-1.4908729,4.4316888,2.7184014,-1.1683004,-3.1677873,0.81970495,1.0161785,0.4797627,-1.3988897,PPW
2.1554146,-1.1520007,-0.55573726,-0.67511225,-0.048325349,6.3385029,1.8577107,0.7244063,2.0516448,-0.3979255,-1.4708529,4.5275798,2.6486385,-1.1807719,-3.0989404,0.60675734,1.0855769,0.58362824,-1.5277995,PPW
2.3444147,-1.2086171,-0.51895624,-0.81120741,0.015683517,6.4626179,1.7240944,0.20666489,2.0939274,-0.25635517,-1.4758161,4.6191192,3.0120621,-1.4011184,-2.8817213,0.62933499,1.2560831,0.86355764,-1.6920124,PPW
1.889444,-1.1278424,-0.5485937,-0.57105607,0.10559218,6.5140295,1.8197057,0.38731483,2.1863873,-0.84675914,-1.320317,4.2014108,2.898159,-1.0930744,-3.083719,0.88277501,1.2963845,0.78625697,-1.7618161,PPW
1.945918,-1.3850379,-0.53481346,-0.74486047,0.33685812,6.6368265,2.2396522,-0.32307649,2.162981,-0.520145,-1.4998597,4.2273779,3.2883067,-1.1463985,-2.5650208,0.93944949,1.798166,1.1031816,-1.8316898,PPW
2.0243015,-0.90657365,-0.5777939,-0.65104502,0.24021678,6.4378681,1.8660334,-0.203765,2.3510673,-0.52974629,-1.5462811,4.2329521,2.5663793,-0.97203827,-2.6054089,1.2537912,1.3158103,1.0425639,-1.6454209,PPW
2.1477129,-1.2453033,-0.62479526,-0.71768093,0.5454936,6.6378617,1.7732725,-0.32537577,2.6773088,-0.75400472,-1.6765562,4.3127761,2.8599393,-1.4254205,-2.508862,0.90850753,1.7151414,1.2105775,-2.0348427,PPW
2.0973847,-0.93810064,-0.6860829,-0.84009188,-0.004989767,6.6687684,2.1302462,0.30406806,1.9164412,-0.4631032,-1.410458,4.691072,2.861448,-1.1536571,-2.8456564,1.0524088,1.3540764,0.93155217,-1.779431,PPW
2.1279078,-1.3523936,-0.43826434,-0.57082105,0.59840453,6.243228,2.0117798,0.1275112,2.4621892,-0.7821694,-1.8402486,4.6885686,2.8372073,-1.4165844,-2.8252528,1.0260162,1.3207082,0.99332732,-1.4795681,PPW
2.2247174,-1.1604546,-0.73562902,-0.69886184,0.27136362,6.5041099,2.3726432,-0.047075991,2.3628592,-0.64184248,-1.8567643,4.4228349,2.9505386,-1.1878524,-2.8088853,1.2789766,1.3116192,1.2411078,-1.6774527,PPW
2.1806815,-1.1250873,-0.63819951,-0.64705223,0.17866902,6.2758164,2.0250893,0.28153116,2.3260262,-0.72840399,-1.6525739,4.3965306,2.5790761,-1.3171195,-2.967963,1.2516545,1.124712,1.0220685,-1.5326774,PPW
2.1350486,-1.1343865,-0.37611011,-0.57664293,0.02777265,6.6306977,2.2485943,0.24225584,2.1671903,-0.72301507,-1.5342326,4.4122782,3.0035214,-1.1166263,-3.2295947,1.1233178,1.2984169,0.9164682,-1.6859493,PPW
2.3204494,-1.310415,-0.6762616,-0.72892267,0.29858583,6.1477795,2.4321036,0.25692675,2.0220563,-0.7084803,-1.5572956,4.8456259,2.8615422,-1.3069999,-2.9489598,1.0122288,1.4193751,0.95597422,-1.6706774,PPW
2.0237429,-0.91998905,-0.62653941,-0.68049258,-0.19042107,6.3323641,1.8620127,0.365558,2.0910244,-0.36053988,-1.3628023,4.370183,2.4859254,-1.2294004,-3.2214634,1.111056,1.0985266,0.89372754,-1.9760536,PPW
2.190639,-1.1298407,-0.63166803,-0.70828336,0.14698458,6.3278241,2.0597537,0.11554565,2.2184203,-0.6231485,-1.5819432,4.5015531,2.7305815,-1.2745764,-2.6610818,1.0218854,1.3057196,0.98935115,-1.623719,PPW
2.3487148,-1.4579363,-0.64992362,-0.75035679,0.23575011,6.489706,2.5161943,-0.15589873,2.3594015,-0.33870286,-1.7385149,4.4572678,3.1552763,-1.1695275,-2.5621548,1.3570626,1.5180289,1.2562428,-1.71515,PPW
2.3145683,-1.3538151,-0.79234511,-0.82919562,0.39591321,6.4134364,2.1551914,0.09166842,2.3707733,-0.65244079,-1.9699748,4.6192684,3.0056639,-1.3071929,-2.8321407,1.2889172,1.5872345,1.3069406,-1.7867725,PPW
2.0157387,-1.2509844,-0.39335695,-0.43572778,-0.1026805,6.5759902,2.2002382,0.17880407,1.9555544,-0.61939198,-1.3786441,4.4406223,2.9131894,-1.0793408,-3.252897,1.3269321,1.1737831,0.70842654,-1.8029547,PPW
2.1858673,-1.2421063,-0.90323418,-0.58123261,0.16534859,6.3082676,2.4052553,0.6781956,2.0739143,-0.63252592,-1.7439151,4.7211409,2.5986943,-1.3630648,-3.1742003,1.4235615,1.2935073,0.84147477,-1.7460557,PPW
2.5098567,-1.2419769,-0.72792423,-0.61834902,-0.00440905,6.6216197,2.8817327,0.017986592,2.0805898,-0.61711216,-1.8235698,4.4232082,2.4728887,-1.2255356,-2.9320035,1.3117031,1.1563655,0.95478612,-1.4752233,PPW
2.0034003,-1.239269,-0.62250382,-0.63232774,0.39861259,6.3699551,1.7051375,-0.19506261,2.3977883,-0.31838751,-1.46694,4.247849,2.9100063,-1.3429818,-2.4079411,1.2399809,1.5225022,1.1069978,-1.9106576,PPW
1.9282712,-1.0227319,-0.91227728,-0.58432961,0.037422892,6.3228102,2.1696806,0.14566857,2.0254779,-0.55182886,-1.5526862,4.1779704,2.7388649,-1.0681844,-2.8604977,1.1661967,1.2327749,0.7930665,-1.9909433,PPW
2.0960565,-1.4567666,-0.7454403,-0.58992559,0.28793442,6.0975175,2.311491,0.36027741,2.0213251,-0.52105755,-1.452413,4.6801696,2.7882097,-1.2238302,-2.8979959,0.97227579,1.5514646,0.94989347,-1.87278,PPW
1.8286555,-0.8283807,-0.19550419,-0.46103665,0.62810117,6.3646517,1.0111456,-0.64491469,2.3306961,-0.71044087,-1.6185312,3.9560218,2.4814174,-1.3588505,-2.7041373,0.74224979,1.0934231,0.87432939,-1.8129565,PPW
1.8115121,-1.1312892,-0.90711492,-0.50864786,0.24903385,6.4118915,1.966975,-0.046480242,2.1007316,-0.58872056,-1.4981282,4.2330256,2.8206804,-1.0858564,-2.8750138,1.3814285,1.2578894,0.90837938,-1.7590014,PPW
1.9929267,-0.93959332,-0.57470644,-0.60752237,-0.007458361,6.3915286,1.8140509,0.44969118,2.0593872,-0.45018378,-1.1913857,4.0989771,2.4471509,-1.110903,-2.9145355,0.89296204,1.0761383,0.71717602,-1.8524646,PPW
2.3249199,-1.0495634,-0.56082839,-0.87573618,-0.1946495,6.7588911,2.1026304,-0.01532558,2.530597,0.13967875,-1.5754676,4.3461294,2.722615,-1.0445837,-2.7684021,1.1974598,1.0197102,0.92852765,-1.5375144,PPW
1.7919245,-1.1224213,-0.8033036,-0.7085821,0.058003709,6.286252,1.6675998,0.50182223,2.1702178,-0.52085716,-1.4262128,4.3736343,2.7057648,-1.1849366,-2.870502,1.3104891,1.4144738,0.97776353,-2.0243874,PPW
2.0734391,-1.221902,-0.67278868,-0.41852888,-0.1428519,6.5553045,2.8236527,0.38491711,1.9862536,-0.33454502,-1.2836645,4.4886231,2.6982458,-0.96282089,-3.1760914,1.3223042,1.012446,0.61116749,-1.8669747,PPW
1.9880855,-1.1132561,-0.75563967,-0.638237,-0.10635497,6.5383534,2.5920095,-0.16010192,1.9949297,-0.43795595,-1.4490449,4.3284702,2.9057024,-1.0186286,-2.9810815,1.442036,1.065816,0.91978407,-1.8372543,PPW
2.5188074,-1.1901189,-0.6958679,-0.51195747,0.13538568,6.3609729,2.2999892,0.10568657,1.8250965,-0.65136278,-1.6974728,4.7019553,2.9242251,-1.2807543,-3.1008041,1.2341141,1.0675925,1.0244135,-1.747803,PPW
2.1828139,-1.3889928,-0.72255033,-0.52974594,0.18817066,6.2061954,2.7097864,0.023387279,2.2435815,-0.54210186,-1.8085357,4.6151977,2.778291,-1.1963941,-3.0673134,1.5129119,1.2695595,0.93593889,-1.5860201,PPW
1.7729673,-1.0636035,-0.65848261,-0.63695061,0.38725898,6.6054673,1.5602776,-0.62463897,2.5757308,-0.6921581,-1.5894269,3.8287055,2.335464,-1.3847238,-2.5925002,0.98606223,1.5010976,1.0666188,-1.7388548,PPW
2.1659839,-1.3972071,-0.94126821,-0.69626021,0.49460605,6.305625,2.4926383,-0.4871355,2.3781085,-0.36240113,-1.9922862,4.1077719,2.6276042,-1.1319818,-2.2583714,1.5265753,1.6092412,1.2291734,-1.9060144,PPW
1.8016721,-1.1834433,-1.0020176,-0.59844792,0.46849081,5.8569212,1.8754196,0.21487686,2.1345224,-0.79780108,-1.7824317,4.2957397,2.6419358,-1.3532685,-2.731034,1.4422165,1.364882,1.0331798,-1.9087387,PPW
1.7273971,-0.80368537,-0.48104993,-0.65944099,0.44379285,6.4941978,1.3790722,-0.51265407,2.647881,-0.59969819,-1.7294996,3.8674638,2.4668915,-1.2892585,-2.4385471,0.89779431,1.3129357,1.0562717,-1.6698347,PPW
2.2814126,-1.3602552,-0.62423527,-0.46286634,0.16556007,6.2579122,2.2660761,0.3480508,1.709151,-0.51545274,-1.489802,4.8394327,2.9915085,-1.2202318,-2.9002397,0.92042685,1.4708402,0.81806195,-1.785985,PPW
2.110184,-0.93014705,-0.54826194,-0.8324821,-0.28623453,6.5355887,2.2051172,0.42056173,2.2647693,-0.12291306,-1.4283843,4.1704268,2.6795893,-1.2251135,-2.785305,1.1402341,0.91764289,0.86888772,-1.518198,PPW
2.2495124,-1.4708251,-0.70506638,-0.81739479,0.32428825,6.3880348,2.0767765,-0.21973033,1.9962503,-0.67736244,-1.8868484,4.6026297,2.9733953,-1.2819333,-2.9790556,1.7883638,1.5306181,1.2013674,-2.0232055,PPW
1.9063617,-1.2102239,-0.77985424,-0.54762799,0.27727535,6.4441066,2.1224642,0.034559842,2.5099814,-0.4272882,-1.552533,4.3865933,2.7652435,-1.3625517,-2.6911054,1.0709518,1.5010601,1.0760738,-1.8035232,PPW
2.2084596,-1.7505958,-0.90802658,-0.54147702,0.25400504,6.3077621,2.2598882,-0.10850243,2.0502312,-0.48782027,-1.6798862,4.6370978,2.8117626,-1.3392563,-3.0367198,1.5089837,1.630483,0.9963721,-2.105149,PPW
2.3420522,-1.4720218,-0.62757236,-0.63830495,-0.016097028,6.6364059,2.2444892,0.034924116,2.0822556,-0.72677135,-1.51178,4.4100485,2.9578633,-1.1982193,-2.9795582,1.3782321,1.3558373,0.83909839,-1.7591331,PPW
2.2277441,-1.1018413,-0.57992333,-0.61009681,0.16112372,6.3119497,2.179812,0.45375365,1.9689182,-0.52677673,-1.854342,4.9307961,2.7564521,-1.4190512,-2.8907712,1.0245277,1.3867719,1.2166882,-1.5997313,PPW
1.9667046,-0.98276311,-0.40679541,-0.56363523,0.19492544,6.4069114,1.5102512,-0.16690125,2.2967772,-0.6038453,-1.5473353,4.1476393,2.7242966,-1.2451972,-2.697819,1.0682775,1.1789681,1.0575817,-1.6324844,PPW
2.0773928,-1.0761116,-0.48739168,-0.74848944,0.21744885,6.4828362,2.1580596,0.090107851,2.3336048,-0.42777699,-1.5936074,4.7850451,2.8960261,-1.340731,-2.8317957,0.80305845,1.2932248,1.0927587,-1.5115532,PPW
2.2448673,-1.1064498,-0.1741541,-0.60807592,-0.11628161,6.2798719,2.0989172,0.39354637,2.2070994,-0.25946769,-1.4028552,4.6776767,2.5685852,-1.3610712,-3.0406046,0.83414441,1.0992843,0.72642463,-1.3960091,PPW
2.039845,-1.1686743,-0.52850419,-0.70100415,0.25746733,6.3834538,2.2604201,0.19868071,2.2894983,-0.33030722,-1.7827456,4.5935693,2.9533217,-1.4167662,-2.7491498,0.77835643,1.4655163,1.1332189,-1.6368865,PPW
2.065671,-0.91869068,-0.49338314,-0.85025281,-0.008036748,6.6281376,1.4986799,0.24442828,2.34812,-0.3509331,-1.4738545,4.4303422,2.6288631,-1.3313361,-2.8419347,0.98207015,1.2553923,1.0433421,-1.4226912,PPW
2.3286355,-1.2926146,-0.437444,-0.69252449,0.45093149,6.7294631,2.2196903,-0.35033932,2.4735246,-0.54795074,-2.0329809,4.3859329,3.3431644,-1.2531072,-2.6972535,0.81788301,1.6178709,1.0624639,-1.3580804,PPW
1.932133,-0.84693396,-0.67267787,-0.74823517,-0.005275195,6.4803133,1.7160921,0.20662013,2.2471967,-0.62088412,-1.5240422,4.336823,2.6244729,-1.1313698,-3.1166685,1.0558914,1.0887964,1.0859752,-1.6177696,PPW
1.9925705,-1.0874804,-0.81116122,-0.49114266,0.20017363,6.2857208,1.7133143,0.004596348,2.2695601,-0.65296394,-1.5568303,4.2486925,2.4177656,-1.3324814,-2.8411543,1.2381932,1.1956173,0.75504053,-1.8244601,RFW
1.6668501,-0.381899,-0.3176634,-0.40457347,0.24377437,6.4889755,0.80958205,-0.41986534,2.1779432,-0.7957809,-1.2384803,3.9191613,2.273782,-1.3164003,-3.0377686,0.77083671,0.75885355,0.67047822,-1.7940021,RFW
2.2330887,-1.2835671,-0.76789105,-0.63453764,0.14486478,6.1374488,2.1227818,-0.21534154,2.1577325,-0.76053512,-1.617478,4.5725789,2.7114906,-1.1896975,-2.8582261,1.3230762,1.3153251,0.88227499,-1.9146273,RFW
1.70689,-0.28845975,-0.63914782,-0.38122633,0.18338071,6.4663119,1.2286557,0.21581571,2.209554,-1.0195384,-1.2682844,4.1161876,2.3100815,-1.3269907,-3.0612435,0.81742954,0.72253048,0.67272961,-1.7617228,RFW
1.6727539,-0.52903491,-0.54524434,-0.40479973,0.27555606,6.1849065,1.2916028,0.01724444,2.0966456,-0.82369792,-1.3657639,4.3248949,2.2976611,-1.4290129,-2.9848289,0.8320173,0.84661144,0.73936743,-1.7191697,RFW
2.2948203,-0.64802408,-0.79734564,-0.71127045,-0.031829935,6.4618955,1.4659702,0.60531723,2.1216955,-0.93270522,-1.3054663,4.3485675,2.2847834,-1.3540996,-3.4924393,0.42497453,0.83921802,0.56458724,-1.596014,RFW
1.7948067,-0.56971622,-0.56054914,-0.53959554,0.039238229,6.1731348,0.90721005,0.49268201,1.9873285,-1.1769564,-1.1551975,4.0771866,2.1613691,-1.4816726,-3.2268999,0.54002219,0.77659082,0.76234603,-1.6895366,RFW
1.9868062,-0.35644847,-0.48192045,-0.56884068,-0.059631959,6.6082335,1.5639672,0.10346939,1.9808217,-0.90610451,-1.4137595,4.3578215,2.2116637,-1.3910093,-3.4279397,0.81787777,0.68990576,0.7729255,-1.7189653,RFW
1.6214715,-0.33030817,-0.36831838,-0.37901971,0.005002336,6.5386586,1.0287501,-0.24257451,2.2749546,-0.91303056,-1.2256223,3.9218545,2.2725103,-1.2607621,-3.3068547,0.94382983,0.55810642,0.58707887,-1.813799,RFW
