feature_430,feature_355,feature_467,feature_933,feature_283,feature_531,feature_592,feature_85,feature_624,feature_868,feature_24,feature_607,feature_399,feature_826,feature_1,feature_858,feature_2,feature_158,feature_415,class
2.3734746,-1.1058801,-0.013685402,-0.49867085,0.081477441,6.081346,2.9570405,-0.2221266,2.0238972,-0.21589823,-1.8595811,4.7773409,2.752434,-1.0891322,-2.7908609,0.91529447,0.82694113,0.8623504,-0.98606598,GOOD
1.842157,-0.92443728,-0.11955352,-0.19572182,0.43417904,6.3397918,2.3426387,-0.49147251,1.9590424,-0.35247603,-1.7337362,4.317996,2.3382521,-1.3421532,-2.6877623,1.0415516,0.90157676,0.78581983,-1.4350774,GOOD
2.1932156,-1.2073104,-0.36594012,-0.38267744,0.33613452,6.4685087,2.8919904,0.04915994,1.5906585,-0.43497789,-1.5232891,4.9294653,2.8064752,-0.96208411,-2.7318451,0.60237819,1.0838203,0.82383686,-1.3109908,GOOD
2.2646043,-1.140341,-0.23879157,-0.42857549,0.26775077,6.3915215,2.6697309,-0.19746384,2.1108973,-0.13263193,-1.7278998,4.6702271,2.4684863,-1.0760083,-2.5288582,0.6684429,0.93070173,0.71317041,-1.0735068,GOOD
2.2224679,-1.1862835,-0.064807534,-0.33318707,0.18918951,6.5007572,2.8473601,-0.041336928,2.0299134,-0.26542327,-1.6130135,4.8882399,2.8067641,-1.1060549,-2.8136203,0.44810283,1.063457,0.75512481,-1.2390898,GOOD
2.0709672,-1.2662779,-0.16379699,-0.27945313,0.46602842,5.9866638,2.6638048,-0.072369657,1.5859998,-0.50023991,-1.5138847,4.8284097,2.8827658,-1.1124985,-2.6827133,0.48368382,1.1422127,0.9268052,-1.2721361,GOOD
1.8492615,-1.1946495,0.12178701,-0.18636371,0.19745092,6.2979655,2.9452736,-0.25633177,1.9150987,-0.45677549,-1.5568764,4.5620756,2.8779483,-0.95177394,-2.8968611,0.91252929,0.9084695,0.644687,-1.1308222,GOOD
1.8655254,-1.0721167,-0.007956576,-0.20979156,0.23276278,6.137352,2.3022809,-0.24756993,2.0792718,-0.44295269,-1.5394274,4.3440328,2.4298115,-1.0097965,-2.5705779,0.57007796,0.92761898,0.70951527,-1.1063952,GOOD
2.2595329,-1.1349676,-0.13114227,-0.21699364,0.39056322,6.2959542,2.620542,-0.21495487,1.6034631,-0.64039224,-1.6683851,4.8979011,2.7761717,-1.241614,-2.9778132,0.34328052,1.06499,0.81181908,-1.4331794,GOOD
1.8710173,-0.79178429,-0.26577884,-0.1656974,0.22936043,6.3016834,2.1142061,0.002682741,1.9498433,-0.78818929,-1.6232712,4.1830716,2.3873327,-1.0409905,-2.7956705,1.0213467,0.8400321,0.81464416,-1.4103296,GOOD
2.2081969,-1.0557103,-0.10908848,-0.1933699,0.13429376,6.2581635,3.4829369,-0.15178402,1.991066,-0.40081984,-1.9166348,4.673924,2.6399295,-0.95509934,-2.994807,0.67123288,0.8014465,0.6169982,-0.90977567,GOOD
2.0276849,-1.0033643,0.10745646,-0.33377939,0.19986084,6.4050078,2.5622692,-0.19780244,2.0510461,-0.025787547,-1.6375804,4.4315925,2.3059146,-0.96815306,-2.9966953,0.78965718,0.83229256,0.61874294,-1.1810889,GOOD
2.0829694,-1.2278486,0.28625968,-0.10112878,0.29862589,6.4758434,4.1910758,-0.54840827,1.8866705,-0.27521226,-1.7947021,4.7796097,2.8075309,-0.75299925,-3.0171039,0.87143451,0.91724032,0.6539008,-0.92298031,GOOD
2.1880178,-1.0384272,-0.18597665,-0.41989657,0.35164979,6.2143068,2.9738226,-0.19465381,1.8969706,-0.20620924,-1.8257792,4.7502418,2.6822176,-1.0855561,-2.7148607,0.69087076,1.0180681,0.92024606,-0.99037021,GOOD
2.0700147,-1.1347203,0.009529311,-0.15864384,0.25946739,6.5193787,3.1186514,-0.16523589,1.9524199,-0.19207601,-1.7117478,4.6572695,2.7703071,-0.942913,-2.8357735,0.66188926,0.99840516,0.81499517,-1.2795143,GOOD
2.1130571,-1.1532667,-0.18705578,-0.39066011,0.26802394,6.2804627,2.806541,-0.085768215,1.578806,-0.31089664,-1.4322222,4.8743343,2.6823978,-0.86753029,-2.6850901,0.92394382,1.020353,0.77503383,-1.3277047,GOOD
2.2452147,-1.2683494,-0.24622256,-0.33800915,0.28395316,6.1150494,3.3688846,-0.030806039,1.9839679,-0.25698343,-1.8467093,4.8642693,2.7940085,-1.0586102,-2.6733384,0.56552905,1.1481714,0.72025818,-1.1798791,GOOD
1.9395578,-1.1110612,0.12760761,-0.26888531,0.045216948,6.5400524,3.1551929,-0.55398822,2.0342944,-0.26177999,-1.6943763,4.3732977,2.9552102,-0.80742627,-2.9003689,1.0107018,0.64349777,0.95556027,-1.2788885,GOOD
2.3157666,-1.2207881,-0.1334859,-0.31805223,0.45216191,6.1779327,2.8907175,-0.3395597,1.6496,-0.41088003,-1.8181373,4.7072477,2.5891309,-1.1103389,-2.729172,0.73149931,0.97963661,1.0313715,-1.3003182,GOOD
1.6600255,-0.84808832,-0.34510276,-0.25195229,0.45825008,6.085443,1.9570123,-0.27024657,1.8923168,-0.46814799,-1.521777,4.7168398,2.5010085,-1.239436,-2.5925272,0.79574901,1.0185184,0.78480029,-1.6825401,GOOD
2.1328986,-0.99145365,-0.30419812,-0.19457412,0.28034657,6.4977117,2.6902218,-0.089635141,1.6723326,-0.53586507,-1.6920905,4.7888575,2.6566353,-1.0206727,-2.8710613,0.83070856,0.92522067,0.92999578,-1.2440773,GOOD
2.0563111,-1.0593634,0.27692083,-0.25341681,0.39411294,6.3222661,2.691783,-0.38880047,1.9597629,-0.70922214,-1.6359577,4.8980761,2.8780537,-1.1844736,-3.1272087,0.77369362,0.86972898,0.59244126,-1.1991428,GOOD
2.2308505,-1.2931268,0.061969224,-0.24302186,0.14546141,6.6814213,3.2589331,-0.20812982,1.8857322,-0.27998698,-1.7772168,4.6524439,3.1117539,-0.89867455,-2.9277422,0.79185659,0.92409962,0.79528445,-1.0679808,GOOD
1.9755883,-0.92355472,-0.23708592,-0.28136516,0.34445971,6.731287,2.1696215,-0.18872388,2.1101522,-0.34373787,-1.4447961,4.538414,2.5653918,-1.3288609,-2.8310401,0.54010981,1.159448,0.91812992,-1.5068661,GOOD
1.995535,-1.1390156,-0.18109696,-0.37199801,0.15500818,6.4869776,3.4613762,-0.28477105,2.0899534,-0.55971718,-1.7310811,4.3624868,2.6523726,-0.73300529,-2.940382,0.90906799,0.94733846,0.85419774,-1.1901937,GOOD
2.3697999,-1.4631606,-0.31323397,-0.32897961,0.64127344,6.2687783,3.3390296,0.044515546,1.9769317,-0.53669524,-2.1349871,4.9391451,2.8885355,-1.2668631,-2.9937227,0.38008705,1.3402529,0.98300308,-1.0924071,GOOD
1.7643625,-0.94221115,-0.14186054,-0.35127589,0.50586015,6.3200312,2.6194096,-0.36905822,2.069968,-0.46566433,-1.8159142,4.6327839,2.5332522,-1.0620272,-2.9095378,0.87926048,0.94319469,0.95900339,-1.6676018,GOOD
2.5900657,-1.5170622,-0.24935874,-0.36361793,0.39848974,6.3361816,3.7548056,0.13534184,1.8615493,-0.42051369,-2.2274714,5.2619624,2.9192305,-1.0917113,-2.8167851,0.41144857,0.96972024,0.73327136,-1.0696595,GOOD
1.3757538,-0.81619745,-0.4404538,-0.2427697,0.47685668,6.2624068,1.714839,-0.40361002,2.3043108,-0.66959238,-1.6347086,3.8753958,2.3344519,-1.1851032,-2.9713035,1.1614314,0.90058351,0.68871695,-1.667138,GOOD
1.986082,-0.9345513,-0.30686378,-0.40008658,0.15371618,6.3153262,1.8985035,-0.053956691,2.0640776,-0.59736878,-1.5899981,4.0782895,2.3406236,-0.94100285,-2.7011802,0.78398043,1.0509946,0.78464025,-1.4116068,GOOD
1.9727883,-0.92160916,-0.33772734,-0.29619932,0.034901608,6.4150376,2.2793863,-0.03212421,1.9921802,-0.630216,-1.4902538,4.2448392,2.5223672,-0.93084717,-3.1617928,0.81326866,0.80267304,0.70017368,-1.4093069,GOOD
1.9171747,-0.93373555,-0.31274858,-0.34552586,0.15561518,6.4570298,1.900147,-0.29574046,2.1746931,-0.57290387,-1.3635951,3.9416392,2.5786173,-1.0516995,-2.8659272,0.72450686,0.94615,0.77080315,-1.39631,GOOD
2.314358,-1.1420196,-0.4851931,-0.53611773,0.087238222,6.4388766,2.4929225,-0.06064013,1.8495728,-0.41746563,-1.5187407,4.1497068,2.4879899,-0.87044013,-3.0334542,1.1519791,0.96870917,0.856462,-1.2638971,GOOD
2.2005093,-1.0377012,-0.35642216,-0.34434831,-0.049681265,6.5722375,2.709197,-0.071784668,2.1321461,-0.39197573,-1.4714915,4.2114387,2.4544573,-0.94091827,-3.2149572,0.83804363,0.75944555,0.69882768,-1.1138935,GOOD
2.0806794,-0.9655776,-0.048597883,-0.57216513,0.065190449,6.597971,2.3166556,-0.12460157,2.2145305,-0.53290904,-1.6224475,4.2425823,2.5184691,-0.85853505,-3.0095818,0.650392,0.94021577,0.70548379,-1.4411048,GOOD
2.3827193,-1.1862061,-0.28542,-0.47752297,0.25884199,6.2962294,2.3112502,0.16785297,1.9622022,-0.57304782,-1.79491,4.6304235,2.773566,-1.1717682,-3.1032531,0.88503653,1.1157106,0.97870547,-1.3471583,GOOD
2.0450723,-1.0330547,-0.2660538,-0.34687844,0.31386197,6.4708443,2.440192,-0.20112053,2.0911503,-0.7675792,-1.7260882,4.3696861,2.5640728,-1.1266369,-2.9631956,0.7208606,0.94734091,0.96845597,-1.3251612,GOOD
1.8579232,-0.97271293,-0.46939439,-0.46203944,0.084805146,6.3384361,2.0924525,0.23185575,2.0820587,-0.57443982,-1.6020335,4.3257027,2.3817334,-0.89333308,-3.1968784,0.88918954,0.87550205,0.70260108,-1.4467539,GOOD
2.2329223,-1.3875005,-0.24201782,-0.35022572,0.48365864,5.9819918,3.0579116,0.16757457,1.5954082,-0.37850544,-1.7091861,4.811502,2.9082062,-0.99355763,-2.9930005,0.45653194,1.0466018,0.89639938,-1.2458689,GOOD
2.4356825,-1.294845,-0.53567034,-0.52232707,0.46032605,6.1520948,3.3396063,0.19222178,2.0205569,-0.45261782,-1.9992523,4.5632868,2.7092125,-1.0001785,-2.8052468,0.71266061,1.245434,1.0395502,-1.1398128,GOOD
2.0165877,-1.0298984,-0.55435568,-0.48514038,0.32320058,5.8626566,2.3606701,0.30014661,2.0557573,-0.78323835,-1.8328924,4.3684497,2.3864477,-1.2422862,-2.8944454,0.91959113,1.0470918,1.0763494,-1.1328111,GOOD
2.1850793,-1.3198962,-0.44803101,-0.55652374,0.12225543,6.2856889,3.3264112,-0.30298439,1.9757026,-0.48842716,-1.6547936,4.4381361,2.8417213,-0.79747212,-2.7449279,1.0936528,1.1352712,0.97570604,-1.4137326,GOOD
2.3096545,-1.2801425,-0.61011559,-0.21808322,0.44047454,6.0214219,2.7723613,0.29209277,1.7870231,-0.69450629,-1.8128216,4.8449206,2.7349622,-1.173406,-3.1726954,0.85835677,1.1141976,0.85324568,-1.4053159,GOOD
1.7001854,-0.95329344,-0.30844161,-0.52732545,0.55070186,5.7946882,1.5068698,-0.35277528,1.8763667,-0.5631392,-1.5601926,3.8120952,1.9395545,-1.1325997,-2.5692711,1.5203902,0.93544155,0.83826661,-1.6383231,GOOD
2.1071298,-1.2600229,-0.38038564,-0.44301814,0.48725697,6.1020508,2.73737,0.11241805,1.8491648,-0.70854056,-1.6364856,4.9122314,2.7598886,-1.0278815,-3.0465739,0.73342663,1.1297115,0.92038763,-1.4424576,GOOD
1.5018114,-0.8853476,-0.4214958,-0.39638469,0.68579221,6.0921874,1.6336685,-0.55913514,2.1270084,-0.55764753,-1.5614715,4.0718555,2.0982559,-1.2170892,-2.7846546,0.84088725,1.0672888,0.75370526,-1.8331361,GOOD
1.8384544,-1.013485,-0.58508474,-0.3566708,0.62771732,6.2291932,2.574749,-0.24680577,2.0663188,-0.67915225,-1.7090731,4.1170955,2.4044194,-1.1635615,-3.0112817,1.1721967,1.134508,0.93055475,-1.5218257,GOOD
2.0718873,-1.0498588,-0.35641751,-0.38382182,0.1785112,6.2901688,2.6550236,-0.21755402,1.9769362,-0.53391534,-1.4487991,4.3828068,2.4451547,-0.97603106,-2.865608,0.45017236,1.0483648,0.66382867,-1.4188662,GOOD
2.3733041,-1.5603381,-0.04707488,-0.46156263,0.39884114,6.3959422,3.264255,-0.12690862,1.854838,-0.29338938,-2.0169454,4.9077587,3.066401,-0.92772532,-2.7880576,0.64171946,1.1277798,0.8823393,-1.103423,GOOD
2.0734227,-1.154861,-0.09817104,-0.22248694,0.50244063,6.0831213,2.9439363,-0.21675482,1.9016271,-0.64124411,-1.8194911,4.7435126,2.7708035,-1.2272046,-2.9246686,0.42646191,1.0856415,0.88298047,-1.1950294,GOOD
2.0680654,-1.1320895,-0.48107687,-0.32106632,0.33881584,5.9454656,2.6330428,0.029985484,1.8617343,-1.0332538,-1.5459989,4.3836818,2.5382512,-1.0692966,-2.7408185,0.80555993,1.2206923,0.88290668,-1.4229158,GOOD
2.1413589,-1.6896546,-0.75096589,-0.76641685,0.6414724,5.8771849,2.2531588,-0.3055633,2.02598,-0.67388779,-2.0660326,4.8176837,2.8951786,-1.2324244,-2.9237673,1.4383274,1.6403551,1.2656507,-2.0715547,PPB
2.181633,-1.7138271,-0.56425661,-0.72296035,0.48319322,5.5836067,3.5102348,-0.25939605,1.5503343,-0.93934751,-2.062278,4.6058035,2.9006438,-1.0183705,-2.9162531,1.1128331,1.7480826,0.99683523,-1.7470589,PPB
2.7392612,-1.4778399,-0.64868015,-0.39534381,0.39907438,5.663003,3.0265663,0.31135467,1.5568477,-1.0517101,-1.9980726,4.8008251,2.8111482,-1.5452532,-2.9650569,0.49367011,1.3770509,1.1089594,-1.2172742,PPB
2.219121,-1.7273149,-0.81700206,-0.75286174,0.67630678,5.7815561,3.1909344,-0.27331182,1.7641523,-0.94132799,-1.8797777,4.6344204,2.7476003,-1.0095558,-2.5200896,1.0099524,1.9254405,0.87405419,-1.9905673,PPB
2.3789458,-1.9252361,-0.60347313,-0.65365106,0.67288113,5.4146576,3.5647812,0.046212744,1.4968241,-0.94462949,-1.9548401,4.88132,2.7981501,-0.9912886,-2.9238031,0.63174385,1.7491804,0.75573152,-1.6014764,PPB
2.0718367,-1.4703431,-0.53774798,-0.69297266,0.35219255,5.7369337,3.2045405,0.15629792,1.6816896,-0.60239255,-1.8457657,4.797543,2.5631428,-1.1820841,-2.9981799,0.72610748,1.6370994,0.89552867,-1.4369476,PPB
2.4556711,-1.7105666,-0.56751043,-0.56698793,0.52467293,5.5786405,3.2210321,0.12190565,1.7112581,-0.80298889,-2.0364306,4.9276123,2.7815418,-1.240695,-2.9056029,0.61794955,1.5920002,0.86743867,-1.7927072,PPB
2.4434555,-1.8855748,-0.52973491,-0.74043494,0.6858812,5.5228877,3.5613132,-0.31224373,1.7507794,-0.82464528,-2.1015341,4.7614422,3.0157495,-1.1766512,-2.7752297,1.1448364,1.647563,1.0601314,-1.793937,PPB
2.2592812,-1.7048136,-0.64115822,-0.61480683,0.77757937,5.6749349,2.3068519,-0.15604684,1.9705926,-0.77493405,-1.9295541,4.7142034,2.6525297,-1.4287322,-2.6892688,1.0032291,1.6183529,1.2257264,-2.0700164,PPB
2.3407798,-1.4693214,-0.59946352,-0.74877763,0.67991215,5.69309,2.4794452,-0.14896196,1.8971382,-0.90833092,-1.9178679,4.7180929,2.6839249,-1.3028774,-2.6357229,1.3451884,1.7524205,1.2452544,-1.8988192,PPB
2.3244889,-1.650314,-0.7458744,-0.59508264,0.63041705,5.5341511,2.8251736,-0.10644109,1.9080391,-0.73962998,-2.2708125,4.7654042,2.9042356,-1.3918262,-2.8455861,1.026126,1.672763,1.2626619,-1.7158982,PPB
2.2664344,-1.6079327,-0.75559491,-0.70552605,0.49510422,5.7606483,2.5947075,0.028214168,1.5509641,-0.797647,-1.8768003,4.8845086,2.8372765,-1.1276909,-2.9145162,1.1839927,1.607582,1.0811141,-1.8933805,PPB
2.9793038,-1.8387891,-0.65128356,-0.59417921,0.68963027,5.7420487,3.633641,-0.005848248,1.6056358,-0.91327918,-2.2229943,5.1143332,2.9848917,-1.5450044,-2.7574518,0.44137302,1.6092954,1.1153424,-1.0964212,PPB
2.3579731,-1.9155753,-0.73412961,-0.77170974,0.56924832,5.8175268,3.2021677,-0.2111637,1.7587491,-0.73424059,-2.0379651,4.7828383,3.066463,-1.1743008,-2.7622893,1.4179403,1.8929223,1.0826876,-2.0745232,PPB
2.048609,-1.5679059,-0.63130563,-0.66236752,0.36409298,5.8044238,2.2413425,-0.23437972,1.7692255,-0.68360925,-1.8842821,4.3182926,2.8497014,-1.2723379,-2.6137702,1.8132749,1.5446749,1.1338719,-2.1178935,PPB
2.4078553,-1.5998617,-0.68999469,-0.71592236,0.52858579,5.6301384,3.285141,-0.12287012,1.492618,-0.62419987,-1.9489689,4.9316454,2.7004094,-1.2863476,-2.6030588,0.85015208,1.8259805,1.1192771,-1.6621286,PPB
2.1200056,-1.2146941,-0.46985605,-0.68413085,0.41517046,5.4034324,3.0023713,0.37657988,1.733948,-0.70698267,-1.9132661,4.7775478,2.4737401,-1.2491003,-2.947252,0.83779615,1.4208273,0.93748367,-1.5480046,PPB
2.1399097,-1.303785,-0.56176692,-0.63980991,0.36716455,5.6746392,1.9935379,0.29961312,1.7424372,-0.87412208,-1.8277627,4.4537787,2.8158021,-1.3944836,-2.7606018,0.6689527,1.3766848,1.1374115,-1.6698642,PPB
2.19734,-1.7528358,-0.56485021,-0.84421396,0.70175445,5.7202048,2.6660008,-0.29203776,1.8606931,-0.66769898,-1.8600808,4.573482,2.7134502,-1.0041713,-2.7289362,1.3521167,1.667807,1.0486345,-1.896149,PPB
2.2950385,-1.6075121,-0.53077072,-0.65154827,0.57410204,5.6865282,2.5893881,-0.10333643,1.7476701,-0.93070006,-1.9372009,4.7325215,2.7099786,-1.3029416,-2.9531674,1.1019276,1.5945426,1.0868964,-1.6405363,PPB
2.6027706,-1.574542,-0.51592749,-0.77729255,0.58957332,5.646184,2.4738631,0.40876412,1.6705142,-0.45984384,-1.8321239,4.8828163,2.8014195,-1.444322,-2.6902511,0.62365586,1.8683569,1.2985719,-1.7862391,PPB
2.5570934,-1.7669907,-0.39879701,-0.7104463,0.56973749,5.7396522,3.6672704,-0.049066145,1.395273,-0.84386903,-2.2844403,4.8076215,3.1099162,-1.241209,-2.9480188,0.87177944,1.6897597,1.4186424,-1.6114047,PPB
2.3158567,-1.98435,-0.74568111,-0.74856585,0.53599161,5.7056522,3.3607049,-0.18453753,1.8093009,-0.75888371,-2.0822763,4.5555058,2.9801862,-1.0879166,-2.7572935,1.5519155,1.7968023,1.236377,-1.812519,PPB
1.9959005,-1.4664873,-0.67720205,-0.50250006,0.52924877,5.4557943,1.8857187,0.44321612,1.8171828,-1.0827537,-1.8230573,4.6350417,2.7904401,-1.3240345,-2.7614567,0.85468584,1.4614973,1.086805,-1.741895,PPB
2.2210128,-1.7652488,-0.547813,-0.73197788,0.71318883,5.615561,2.0956044,-0.18960187,1.7709607,-0.67458695,-1.6637398,4.6473312,2.8056297,-1.320833,-2.7359605,0.99647969,1.7670145,1.0677708,-1.9323275,PPB
2.2455947,-1.6739898,-0.47536865,-0.65195972,0.50142884,5.6821465,3.6435924,-0.16563001,1.8169509,-0.83294398,-2.1473939,4.772296,2.8316202,-1.3107804,-2.5000679,0.9239341,1.8711305,1.4008554,-1.6140805,PPB
2.2834311,-1.6537269,-0.62810349,-0.62901646,0.56446767,5.8954067,2.9935796,-0.34584585,1.9482299,-0.76931351,-2.0102365,4.7917256,2.6947093,-1.26413,-2.7467225,1.2389928,1.7367055,1.10175,-1.6992408,PPB
2.2935588,-1.6982955,-0.59397227,-0.67390192,0.53530067,5.9564228,2.8161576,-0.27418724,1.9744225,-0.52452612,-1.943585,4.5751705,2.9837031,-1.1958759,-2.7553067,1.338321,1.6599697,1.2305248,-1.9826112,PPB
1.8622762,-1.6478555,-0.65113765,-0.71668363,0.57656997,5.6279297,1.6664276,-0.33270669,2.1982589,-0.77109665,-1.9089617,4.2615876,2.2632658,-1.3408035,-2.6898289,1.618656,1.6067505,0.94788164,-1.7317737,PPB
2.28847,-1.6626451,-0.49693599,-0.63208407,0.56722283,5.6801019,2.0143971,-0.13337293,1.927215,-0.69827104,-1.9767647,4.6596503,2.697288,-1.4282591,-2.8093879,1.3031037,1.5413496,1.255046,-1.7863512,PPB
2.4595127,-1.6617917,-0.69577652,-0.63319021,0.54247767,5.8754106,2.6501477,0.064008974,1.8968277,-0.61498559,-2.0584691,4.6929307,2.8324852,-1.2567215,-2.660821,1.3777187,1.841483,1.2646108,-1.907771,PPB
1.8578973,-1.4217665,-0.77689004,-0.60932422,0.59430766,5.9261241,1.4286664,-0.25253859,2.1104445,-0.58969778,-1.6417253,4.3768888,2.5625358,-1.3153226,-2.4736509,1.3179933,1.6258066,0.98148966,-2.0081573,PPB
2.5123835,-1.8097707,-0.70875782,-0.61833787,0.66615915,6.0459399,2.8035636,-0.10636639,2.0926576,-0.84727025,-2.0420947,4.9411507,3.0691993,-1.5087936,-2.7557747,0.99138778,1.989948,1.4307435,-1.8245153,PPB
2.3032897,-1.7835636,-0.94497591,-0.75290322,0.62730932,5.8899975,1.9487929,-0.009710614,1.8970938,-0.82930815,-1.9812055,4.6061625,2.8981676,-1.4122103,-2.9495344,1.4386164,1.7835666,1.2706752,-2.1395729,PPB
2.2047641,-1.6914747,-0.6172815,-0.61963797,0.46728876,5.5610962,2.9957075,0.007252272,1.5314968,-0.87457365,-2.1092913,4.8002152,2.7525306,-1.1631496,-2.8928335,0.94395608,1.6293577,1.0117791,-1.8803736,PPB
2.5217865,-1.794787,-0.65589494,-0.67017072,0.46340263,5.5970755,2.9826002,0.044546288,1.5448135,-0.78294015,-2.0183887,4.7059703,2.7229698,-1.3272662,-2.7035496,1.1136423,1.5445575,1.208187,-1.792051,PPB
1.9279436,-1.7034148,-0.57013893,-0.48651925,0.6293509,5.628736,1.9284302,-0.18416986,2.0879202,-0.71822381,-1.7938726,4.3388228,2.4745166,-1.3832082,-2.7288527,1.1737357,1.6600196,0.94985366,-1.9288555,PPB
2.0881679,-1.6460966,-0.92144817,-0.86525834,0.67968768,5.5815034,1.8025045,0.075371824,1.8791646,-0.58037859,-1.9113678,4.4947362,2.714668,-1.4442937,-2.7495492,1.2584739,1.6559023,1.1631804,-1.9472797,PPB
2.7006795,-1.8222595,-0.82354993,-0.60036439,0.69281918,5.5580058,3.6341453,0.33195505,1.6641785,-0.87415403,-2.3488805,4.8391738,3.0226889,-1.3524417,-2.7899754,0.81007439,1.8143753,1.3038676,-1.7221673,PPB
2.3986964,-1.7098683,-0.46163562,-0.66077644,0.58859754,5.8911438,3.1024671,-0.35169369,1.9458363,-0.96437824,-2.1243458,4.9676299,2.7249217,-1.5747988,-2.980756,1.0578552,1.5816637,1.0986757,-1.6872038,PPB
2.1350608,-1.6148375,-0.42130062,-0.68307805,0.70801473,5.8496466,1.7980735,-0.31740686,2.4741323,-0.63735235,-1.9908463,4.2193823,2.6437659,-1.5195267,-2.7390807,1.6132517,1.4733157,1.2638783,-1.7933542,PPB
2.4926233,-1.4731987,-0.50437653,-0.75637776,0.511159,6.0743952,2.5395045,-0.22804558,1.897076,-0.85458219,-1.9914384,4.7369761,2.8174646,-1.4656756,-2.7948902,0.91996044,1.5373031,1.1522658,-1.735916,PPB
1.8486633,-1.6024165,-0.49150345,-0.59635603,0.63375193,5.6959057,1.7453411,-0.45118508,2.4111834,-0.52939641,-1.9326313,4.4355869,2.7169552,-1.3698791,-2.657903,1.5622847,1.4963174,1.0786129,-1.8204681,PPB
2.2485409,-1.5458575,-0.63981146,-0.68904716,0.52227932,5.8046517,1.9662505,-0.18723813,2.0480886,-0.75708973,-1.7265798,4.5005765,2.8746939,-1.4780126,-2.6316385,0.9738217,1.6106948,1.1720068,-1.8543077,PPB
2.8231537,-1.8665977,-0.58647245,-0.78980452,0.78150356,5.6816716,3.0593967,-0.32294491,2.0894597,-0.86091286,-2.2492418,4.8857622,3.0733845,-1.5959382,-2.6764228,0.83090883,1.7854472,1.4090643,-1.9284914,PPB
2.2478387,-1.7907261,-0.57708073,-0.58543044,0.80450082,5.5236826,2.6613994,0.054068696,1.3072952,-0.90864384,-1.7126663,4.9245868,2.7507477,-1.179329,-2.9803391,0.75717014,1.602916,0.96189535,-1.8562883,PPB
1.8995742,-1.5189052,-0.58216476,-0.53125006,0.58193082,6.1344361,2.1051321,-0.33053127,2.3757243,-0.47561842,-2.0028386,4.1926579,2.8234057,-1.3155233,-2.5065815,1.2662939,1.6349462,1.2070616,-1.7499661,PPB
2.4524288,-1.6842284,-0.51314169,-0.6547758,0.52720439,5.8585606,2.6091533,0.046080228,1.9349266,-0.65393174,-1.8502016,4.7392526,3.0160763,-1.3281945,-2.6636498,1.175037,1.6638978,1.1364375,-1.926061,PPB
2.4140823,-1.7061583,-0.4478918,-0.38560659,0.82660836,5.5627613,2.5551443,-0.32257131,2.0638537,-0.75643504,-2.1287224,4.8076129,2.8404956,-1.6397222,-2.7094233,0.63983744,1.5285459,1.3075955,-1.6744688,PPB
1.9954573,-1.4890714,-0.39866212,-0.63098437,0.53152961,5.8728004,1.8691039,-0.29127219,2.2296939,-0.63006169,-1.7492484,4.3517857,2.5312436,-1.3105799,-2.6740232,1.5713664,1.2610666,0.93221271,-1.8802456,PPB
2.0679455,-1.4615841,-0.52162427,-0.6321137,0.45380661,5.7566595,2.3941629,0.45929277,1.6116359,-0.36797389,-1.8834423,4.8098612,2.7434297,-1.3143131,-2.9806743,0.74899435,1.4779919,1.1190993,-1.6309117,PPB
2.2927136,-1.7648638,-0.72388691,-0.63959938,0.55529326,5.7736592,2.0713613,-0.13222778,2.1827376,-0.65568173,-2.0642812,4.6361122,2.5577769,-1.4887395,-2.9234848,1.5029458,1.5292833,1.0653505,-2.0568488,PPB
2.1271715,-1.6423198,-0.48020983,-0.56966144,0.65624148,5.3536949,2.3433149,-0.062970214,1.8625398,-0.77032417,-1.9384493,4.8748178,2.7961025,-1.4852031,-2.9333529,1.1517828,1.3242072,1.064423,-1.8255574,PPB
2.3266723,-1.4911253,-0.67808735,-0.63026696,0.52355844,5.8584285,2.6262245,0.12060492,1.4559859,-1.06148,-1.8542985,4.7850938,2.6006441,-1.1651489,-3.0690842,0.87160361,1.5339249,1.0973989,-1.7272466,PPB
2.2367871,-1.4364113,-0.37336683,-0.6886062,0.69726563,5.7388759,1.7791295,-0.21093354,2.1970632,-0.74227697,-1.8541836,4.4227619,2.5713606,-1.4470092,-2.7911911,1.1318768,1.4520869,1.3149903,-1.83918,PPB
1.9992779,-1.7191982,-0.61544532,-0.6597985,0.57423413,5.9717593,1.4872737,-0.30862352,2.3241372,-0.74788076,-1.4524846,4.4951563,2.6365194,-1.2922895,-2.627316,1.6918653,1.5416682,0.89023036,-2.1091032,PPB
2.2519379,-1.6895075,-1.0210232,-0.72495824,0.40980765,5.8511863,2.4343581,0.051589828,1.922714,-0.89291924,-1.8145823,4.6189108,2.9278178,-1.3378974,-2.6758928,1.3061123,1.8828329,1.1826179,-1.9679095,PPB
2.3544915,-2.007127,-0.5077439,-0.56800777,0.64927083,5.9604621,2.999743,-0.52543867,2.3242722,-0.63083929,-2.3697393,4.6749887,3.0637791,-1.4240789,-2.8288856,1.5162543,1.7556739,1.3142049,-1.849799,PPB
2.3481357,-1.8303697,-0.82142717,-0.55152321,0.61396378,6.0126376,3.2286043,-0.59086657,1.9682711,-0.92168856,-2.2451506,4.7157865,2.7783813,-1.1298705,-2.8226113,1.3331009,1.8208839,1.1488297,-1.8174188,PPB
