feature_973,feature_680,feature_824,feature_531,feature_734,feature_44,feature_899,feature_321,feature_602,feature_921,feature_3,feature_572,feature_331,feature_437,feature_4,feature_740,feature_166,feature_923,feature_675,feature_570,feature_11,feature_829,feature_828,feature_207,feature_319,feature_27,feature_178,feature_595,class
0.05619967,-0.38918009,1.3826444,3.5259073,1.5074722,0.20213272,1.56661,-0.37948716,2.8050508,-0.54898477,-3.1090875,-1.9029614,-0.53137982,-1.3587551,-2.6530361,0.49130049,-1.1672786,0.4936651,0.053006798,-1.9197512,-0.36591601,1.2659436,1.6370283,0.21325848,0.34381258,-1.3639655,-1.3450104,1.0470598,FML
0.02347818,-0.5414421,1.1027069,3.7383845,1.5885901,0.351188,1.5338016,-0.13097024,2.8977172,-0.55934513,-3.2313726,-1.6946681,-0.60842693,-1.3563633,-2.6957676,0.22405526,-1.1151563,0.5419898,-0.014031917,-1.7542167,-0.40988389,1.1018641,1.8937989,0.11607298,0.40587384,-1.248692,-1.3433341,1.2247372,FML
-0.23463953,-0.47348583,1.0177411,4.1229515,1.316273,0.18274678,1.5483357,-0.28085151,3.0303378,-0.38831377,-3.4370835,-1.7061808,-0.45862615,-1.0652032,-2.8751748,0.36993164,-1.0846334,0.16116253,0.16780666,-1.6102989,-0.12899539,0.90886855,1.9369313,0.006528288,0.14532264,-1.6433997,-1.662104,1.2036959,FML
-0.034496255,-0.38175291,1.199863,3.5741332,1.4431946,0.28170931,1.5058126,-0.22391257,2.8902478,-0.493411,-3.1238644,-1.9686878,-0.54911494,-1.3787639,-2.6962984,0.26425943,-1.1463608,0.70681846,0.18413448,-1.9490871,-0.49509367,1.309441,1.881085,0.013365418,0.34956032,-1.1973479,-1.4979839,1.1997398,FML
-0.30053255,-0.44960988,1.1880033,3.6159399,1.5994811,0.61228502,1.2430546,-0.22759181,2.969676,-0.5034436,-3.2103734,-1.954565,-0.39274558,-1.33287,-2.6990063,0.37885454,-0.81581175,0.37617052,0.16971588,-1.8883452,-0.15423642,0.84122956,1.9792799,0.2863653,0.34518385,-0.9165684,-1.2024043,1.3226253,FML
-0.13514677,-0.074006848,1.4679265,3.5569143,1.1494007,0.10072722,1.5810753,-0.19020674,2.8878536,-0.41424292,-2.9161096,-2.0227885,-0.59544706,-1.3051722,-2.5930693,0.35742158,-1.0072721,0.52764785,0.039116442,-1.9681869,-0.52370095,1.2038817,1.9355906,0.25744417,0.38711387,-1.2507873,-1.204713,1.4075284,FML
0.076139063,-0.46817154,1.1191683,3.6013432,1.4068735,0.34227532,1.4922816,-0.12546751,2.8080728,-0.48907664,-3.1494021,-1.8187275,-0.53360707,-1.3169608,-2.6834826,0.3118203,-1.115993,0.47114921,-6.06E-05,-1.8439354,-0.31163743,0.96470404,1.868205,0.089721799,0.37326181,-1.2438307,-1.3209198,1.2443908,FML
0.056029037,-0.44457579,1.1840308,3.8241525,1.4928633,0.1255175,1.6823257,-0.15984917,2.8573861,-0.2515251,-3.1063523,-1.7599492,-0.92821628,-1.2648828,-2.6673179,0.36354533,-1.1919469,0.49596345,-0.15407515,-1.7591329,-0.46691665,1.0047934,2.2019827,0.11083412,0.32103634,-1.5148276,-1.3746136,1.4312811,FML
0.012933046,-0.36176738,1.2780268,3.6130145,1.6962354,0.28485197,1.5856634,-0.2630935,3.0986159,-0.53938961,-3.1939671,-1.8051734,-0.70112526,-1.3051815,-2.7817745,0.38713166,-1.1419684,0.4008396,0.0686111,-1.6527207,-0.41934112,0.98882675,1.9091655,-0.015435934,0.35387599,-1.3497689,-1.4097265,1.2097492,FML
-0.11641416,-0.5481329,0.92350382,3.9373982,1.433651,0.31551462,1.3190345,-0.090085067,3.1776688,-0.48516512,-3.2770443,-1.8999921,-0.51118004,-1.1008782,-2.7333102,0.37239861,-0.96962416,0.3313317,-0.12006062,-1.5386847,-0.29796559,0.65305018,1.9841472,0.060145587,0.40615511,-1.3713872,-1.3301032,1.2917004,FML
-0.078889966,-0.52973735,1.4118946,3.742867,1.4093485,0.46797383,1.4713012,-0.31359327,3.0391209,-0.64237475,-3.1497808,-1.8206187,-0.49401394,-1.3133981,-2.6493561,0.43899316,-1.1142673,0.25954568,0.09415739,-1.8141651,-0.37719357,1.4316832,1.7657641,0.27349135,0.38355029,-1.1631111,-1.4421527,1.266925,FML
-0.072921589,-0.39560753,1.1398549,4.039052,1.2251389,0.11541957,1.6838789,-0.1999259,2.9378855,-0.30242586,-3.2717202,-1.7111088,-0.75474346,-1.1754775,-2.8663459,0.26381338,-1.1949992,0.48097962,0.10445532,-1.6182153,-0.35817599,1.0015303,2.0691683,0.016235709,0.26213628,-1.4843124,-1.5561492,1.4373593,FML
-0.0257487,-0.27348644,0.91356403,3.944802,1.3106718,0.29835075,1.3606256,-0.004956335,3.0760927,-0.47752565,-3.2279596,-1.9245152,-0.63716829,-1.2293746,-2.6636066,0.21495211,-1.0897181,0.28640768,-0.054126382,-1.5854757,-0.1999393,0.96920812,1.9862665,-0.042702913,0.49380332,-1.3727208,-1.4846818,1.2213992,FML
-0.18807019,-0.32768148,1.2533886,3.8501902,1.5020723,0.42971951,1.4584599,-0.21365452,3.2071807,-0.45675752,-3.2753201,-1.8902174,-0.59388793,-1.2710757,-2.6297398,0.58357501,-0.96198928,0.52142292,0.1199268,-1.9295783,-0.15315616,0.74060059,2.0548375,0.079887748,0.31373262,-1.3031287,-1.3588045,1.3491724,FML
0.02010902,-0.37091747,1.2159948,3.7136486,1.5593613,0.1154155,1.9088027,-0.36228448,2.7619298,-0.3654339,-3.2841296,-1.5946957,-0.68611526,-1.2634156,-2.9285736,0.34323257,-1.2506585,0.67200089,0.15332165,-1.8816619,-0.52786517,1.3062388,1.9218065,0.072048277,0.09516634,-1.6148988,-1.5072038,1.3023132,FML
-0.095453143,-0.55579233,1.037351,3.8743327,1.3649931,0.48871171,1.3854766,-0.23487577,3.019686,-0.57988024,-3.2000415,-1.8847526,-0.32098272,-1.2656434,-2.5912354,0.33755147,-1.0524244,0.4701187,0.031691864,-1.8606961,-0.18107648,0.76979923,1.9736317,0.21081081,0.29938084,-1.0808216,-1.3249265,1.2445749,FML
-0.00745282,-0.33985519,1.2648191,3.6559258,1.3743331,0.17848565,1.6787018,-0.28520095,2.4279091,-0.37746084,-2.9918075,-1.5779136,-0.26746011,-1.3664114,-2.5948069,0.16154325,-1.2617129,0.68599683,0.25474367,-1.9585962,-0.70677865,1.3865266,1.6428192,0.18922248,0.31393731,-1.0472714,-1.2529621,1.1547333,FML
-0.098632574,-0.27305281,1.2321789,3.5877604,1.3143504,0.35405058,1.3903322,-0.23804784,2.9200885,-0.36767823,-3.0998015,-1.9233261,-0.59158075,-1.3020988,-2.6969271,0.36832559,-1.0223747,0.42619121,0.11340262,-1.8785279,-0.19479269,0.98455644,1.9816157,0.25604686,0.27104563,-1.1692897,-1.245736,1.3171989,FML
-0.081726164,-0.47621596,1.1572118,3.8392015,1.6134574,0.06056188,1.6800641,-0.25432348,2.9532456,-0.24907421,-3.1930792,-1.6760319,-0.77775627,-1.2549913,-2.9501741,0.52150464,-1.188387,0.51825678,0.18770811,-1.7285509,-0.49284527,1.0424347,2.1204879,-0.060131073,0.29327101,-1.7172662,-1.4261545,1.2509408,FML
-0.10406984,-0.25460601,1.297889,3.7818928,1.6485481,-0.031601034,1.7322086,-0.33388385,3.2953625,-0.26096484,-3.3014042,-1.7563988,-0.80734158,-1.3046613,-2.9806929,0.52426314,-1.1991887,0.40589687,0.095947735,-1.5930606,-0.38170332,0.90673852,1.966462,-0.033993483,0.21368472,-1.7969184,-1.4796792,1.2689265,FML
-0.21503609,-0.14819475,1.1877239,3.8744843,1.3315712,0.16551183,1.4735702,-0.28683814,3.2649548,-0.37189382,-3.4259155,-1.8699144,-0.56393719,-1.2272465,-2.9734964,0.51327193,-0.91260386,0.11452621,0.10881656,-1.6237768,-0.24422535,1.0386767,1.9415025,0.00029023,0.32290441,-1.5081935,-1.6078231,1.129303,FML
0.048662789,-0.31411642,1.0831132,3.6385305,1.4972134,0.25659049,1.3447404,-0.13568668,3.0623767,-0.29967764,-3.1881425,-1.9976022,-0.77638859,-1.2817664,-2.6581151,0.25242591,-1.0715572,0.51339912,0.014000565,-1.6493342,-0.3783181,1.0496,2.2582028,-0.083346426,0.55078185,-1.379509,-1.4004922,1.333194,FML
-0.18077381,-0.28512043,1.0204614,3.9265125,1.2769215,0.33237028,1.3660785,-0.080998808,2.9604895,-0.10834854,-3.1996436,-1.8889641,-0.58278549,-1.1731179,-2.6452217,0.32415417,-0.90385616,0.34027848,0.026738033,-1.7986037,-0.2262439,0.74398828,2.4163475,0.076950848,0.33914483,-1.2774136,-1.357281,1.5993829,FML
-0.25469223,-0.55195779,0.98992151,3.9294236,1.4280924,0.5243836,1.3597867,-0.10911477,3.0681975,-0.65210468,-3.3276448,-1.9754568,-0.4705345,-1.236877,-2.5505264,0.47885144,-0.92668116,0.062965482,0.1354382,-1.8645036,-0.098055162,0.95390129,2.1291733,0.24685875,0.46153921,-0.96589446,-1.3472248,1.392345,FML
-0.010684073,-0.34101346,1.0236518,4.0188837,1.307284,0.29344124,1.3622477,-0.12954426,2.8908527,-0.36911696,-3.1604819,-1.8856472,-0.76674193,-1.3113143,-2.7100537,0.16153437,-1.1650727,0.36431724,0.071638055,-1.6401367,-0.35278934,1.0543996,2.1108997,-0.096765876,0.51939023,-1.3844461,-1.5847937,1.3650962,FML
-0.17349739,-0.4549129,1.1847692,3.9096835,1.3480963,0.44526404,1.6292763,-0.13304262,2.8080382,-0.65522313,-3.2028697,-1.8624687,-0.59828246,-1.3399699,-2.6653073,0.35253429,-1.0835226,0.008743286,0.23336145,-1.6665788,-0.14781228,1.3663663,1.9645449,0.16656736,0.532076,-1.1939652,-1.5065897,1.1346172,FML
-0.064447165,-0.58173907,1.2633963,3.7663205,1.4373741,0.27419853,1.550395,-0.41987106,3.0218341,-0.57770133,-3.2353063,-1.8295424,-0.42439422,-1.237901,-2.7740772,0.75663483,-1.0617399,0.31624407,0.26474506,-1.7651668,-0.18118747,1.0254874,1.8635739,0.011290759,0.16256599,-1.4927212,-1.6152244,1.0235386,FML
-0.27184933,-0.1442488,1.249711,3.9936731,1.7312906,0.011237755,1.7914495,-0.041452333,3.0045943,-0.23121591,-3.4996872,-1.57579,-0.58101887,-1.1286955,-2.9624441,0.45976919,-1.1633863,0.46097645,-0.005933449,-1.6754042,-0.45090953,0.7712974,2.0950961,-0.034657449,0.10203336,-1.6621771,-1.4894564,1.3541301,FML
-0.22976202,-0.29863933,1.622458,3.5017447,1.4936393,0.17657532,1.8397909,-0.4914051,2.5473063,-0.49169779,-2.9656551,-1.7121861,-0.15793481,-1.5264897,-2.6754467,0.059669554,-1.1864654,0.73682773,0.28139874,-2.061177,-0.52092403,1.3728406,1.387234,0.52505624,0.21705319,-1.0378411,-0.9964568,1.0366889,FML
-0.078059115,-0.089471258,1.6934855,3.0218537,1.5481563,0.24727012,1.9205275,-0.43974909,2.4074256,-0.40853608,-2.7642629,-1.8267606,-0.56348944,-1.7008188,-2.5415847,0.33338216,-0.93342775,0.59333038,0.044656321,-2.2317612,-0.63676476,1.713299,1.6980528,0.51430035,0.31985003,-0.81594336,-0.95574933,1.2086943,FML
-0.08268258,-0.47230878,0.99367625,3.8889127,1.2945135,0.1651202,1.3808068,-0.18062064,3.1526654,-0.35596597,-3.3193707,-1.8812039,-0.5100069,-1.0567229,-2.8666296,0.53558487,-1.0119621,0.2978124,0.072089463,-1.4605023,-0.23726276,0.63232636,2.0155275,-0.11835247,0.32488978,-1.5310858,-1.514762,1.3243127,FML
-0.1488051,-0.33334017,1.1510277,3.8522587,1.446892,0.16715659,1.7814578,-0.14399074,2.7981668,-0.48894051,-3.1492131,-1.7344295,-0.54510528,-1.3273025,-2.6210632,0.31607366,-1.1167386,0.58359849,0.13013923,-1.8022344,-0.5391745,1.1667159,2.0924363,-0.088463247,0.40279824,-1.1201159,-1.4123266,1.2535713,FML
-0.006967425,-0.4038277,1.0309927,3.7265005,1.2536252,0.21681668,1.4587849,-0.041250512,2.8193986,-0.5269931,-3.0503097,-1.9267136,-0.39797708,-1.2743623,-2.5653868,0.1943984,-1.1552745,0.44664294,0.14303765,-1.7378044,-0.30219603,1.1899884,1.8466858,-0.062207758,0.58830893,-1.1098406,-1.4842927,1.0954647,FML
-0.044349685,-0.60711288,1.1716342,3.7390687,1.3104089,0.61143899,1.3768423,-0.32022777,2.8837276,-0.66887105,-3.2526062,-1.8309972,-0.28754526,-1.3184252,-2.775106,0.29167876,-1.1513176,0.50829476,0.22173518,-1.7867793,-0.26603985,0.98703885,1.5657166,0.28834996,0.39104432,-1.005195,-1.3344011,1.230657,FML
0.02668751,-0.34523201,1.0773894,3.5808585,1.3460066,0.44979078,1.1956209,-0.23339334,3.1227577,-0.50083864,-3.1691988,-2.0176802,-0.61645824,-1.2646525,-2.6509628,0.25178218,-0.95477384,0.37054673,0.14051451,-1.7356412,-0.20421192,1.0489352,1.9771432,0.14748093,0.56705314,-1.0881699,-1.3522972,1.3438209,FML
-0.12253635,-0.45049161,1.2105224,3.857084,1.3886569,0.25167596,1.5338094,-0.30767965,2.8953166,-0.4893437,-3.2139189,-1.8811245,-0.48246792,-1.1823049,-2.719424,0.62627774,-1.1007318,0.26570478,0.32923955,-1.7796925,-0.23241636,1.1187271,1.8097366,0.047376901,0.2413346,-1.4619985,-1.6136031,1.1910133,FML
-0.19712734,-0.44881555,1.1556213,3.8716424,1.5283111,0.49364668,1.4046305,-0.11150625,3.1484399,-0.60057366,-3.2779834,-1.818083,-0.49346596,-1.1723881,-2.6512842,0.59007818,-0.97810602,0.23771319,0.14927325,-1.6854335,-0.25396112,0.87954104,1.9030913,0.12204632,0.41716081,-1.2683296,-1.3224819,1.3447078,FML
0.054711133,-0.48853153,0.96932155,3.5048459,1.3979089,0.45714474,1.225687,-0.091637075,2.7424793,-0.62341404,-2.9653924,-1.9260402,-0.64815986,-1.4147632,-2.4973519,0.27295104,-0.96729183,0.44144207,-0.002539307,-1.8002815,-0.31975663,1.033067,2.005815,0.21038005,0.44347507,-0.88295281,-1.2553624,1.2808968,FML
-0.21982791,-0.31678832,1.472873,3.5659182,1.5968381,0.42161059,1.6482047,-0.22411051,3.0700569,-0.68092662,-3.234369,-1.8921189,-0.3914147,-1.3899832,-2.6577945,0.4680275,-0.86974621,0.27042961,-0.075306892,-2.1563988,-0.42998362,1.2227186,1.8949941,0.41715297,0.46390921,-0.96076059,-1.0884227,1.2801579,FML
-0.092784919,-0.13270184,1.3107078,3.590996,1.237987,0.32913131,1.4706639,-0.33589345,2.7975059,-0.36765885,-2.9762332,-1.8808166,-0.54028922,-1.3763328,-2.6267304,0.17129833,-1.0678802,0.68412018,-0.004161179,-2.0445526,-0.47540686,1.0412567,1.7725418,0.29355398,0.30111611,-1.0396823,-1.1979958,1.3740844,FML
0.047660396,-0.77203488,0.92591792,3.9688475,1.4221549,0.31940818,1.3646667,-0.21216983,2.9928954,-0.34942538,-3.293112,-1.7077004,-0.57076156,-1.1242888,-2.7840428,0.43272334,-0.94230276,0.1518141,0.069635451,-1.5056311,-0.22331482,0.79109579,2.1164448,0.048478097,0.14856842,-1.3996022,-1.5198834,1.1366379,FML
0.18543687,-0.35308486,1.1839006,3.4819152,1.4044504,0.17681403,1.6015159,-0.26894268,2.6925695,-0.48168105,-2.9760334,-1.800162,-0.79880565,-1.3735425,-2.7285409,0.27978894,-1.0844887,0.40601715,-0.012036204,-1.7340661,-0.53857589,1.3189007,1.8785897,0.11746737,0.35873979,-1.318917,-1.4208342,1.1138519,FML
0.10230091,-0.56429279,1.1235707,3.5568616,1.5180579,0.66810453,1.3819431,-0.22243777,2.8401647,-0.66252089,-3.1186121,-1.9930493,-0.34740013,-1.5101297,-2.6393645,0.18857747,-0.98601699,0.25107294,0.23659565,-1.9510875,-0.3693777,1.2134804,1.7088783,0.42624733,0.57983631,-0.7873168,-1.1083809,1.2424217,FML
-0.10824594,-0.23604417,1.1608288,3.8267939,1.3746769,0.31330574,1.2776928,-0.073780842,3.2748287,-0.30476543,-3.3618295,-1.9246604,-0.59691668,-1.1936226,-2.8507049,0.65191668,-0.8309111,0.12587784,-0.15459612,-1.6840781,-0.11371712,0.54825079,2.1060925,0.20843834,0.30981213,-1.4023204,-1.3185699,1.2737354,FML
-0.0777549,-0.50681281,1.0848584,3.7533648,1.4139783,0.062456161,1.6281124,-0.31992468,2.686115,-0.43253052,-3.276103,-1.5499283,-0.53304213,-1.2718923,-2.9131541,0.55220366,-1.2783868,0.47344917,-0.001592889,-1.721259,-0.35926133,0.95305848,1.7580116,-0.026343018,0.071876407,-1.6903719,-1.5758131,1.0458114,FML
-0.051828176,-0.19333737,1.1556404,3.642278,1.394732,0.18069793,1.4522516,-0.22232449,3.0856473,-0.48680642,-3.0218778,-1.9531345,-0.55159837,-1.2603536,-2.6144984,0.28572214,-1.0840219,0.47971624,0.12691136,-1.8107498,-0.2765303,0.91260397,1.919459,0.1136795,0.42114562,-1.2850144,-1.3326358,1.3196485,FML
-0.15866286,-0.3764191,1.5429187,3.8004024,1.505778,0.086702302,1.8151661,-0.37053052,2.979753,-0.42522734,-3.2135844,-1.602862,-0.58807904,-1.4035082,-2.9506247,0.43575072,-1.1730291,0.32674554,0.078746535,-1.8297951,-0.60918814,1.3807075,1.9306613,0.17713895,0.33028507,-1.5568709,-1.2165428,1.281837,FML
-0.007210746,-0.61422861,1.2052848,3.6605589,1.2408576,0.37260586,1.3819801,-0.57064426,3.0780017,-0.59396994,-3.0929673,-1.992131,-0.41628098,-1.3461087,-2.5698829,0.53473461,-0.96329165,0.47356394,0.046250135,-1.9235766,-0.36276004,1.1194043,1.8654696,0.21853942,0.28608495,-1.3304064,-1.4045541,1.2184519,FML
-0.21077937,-0.2914007,1.1499784,3.7589307,1.3762869,0.49496317,1.1870967,-0.028100856,3.1368675,-0.39254093,-3.1387789,-2.0958734,-0.60821456,-1.318475,-2.5880647,0.18791977,-0.83809322,0.26980531,0.09693753,-1.9467983,-0.23204771,0.99314892,2.1947112,0.19832429,0.64514387,-1.0700688,-1.1792166,1.5480528,FML
-0.19932228,-0.17994896,1.223161,3.7298179,1.5060678,0.36016107,1.6611307,-0.19001126,2.8787415,-0.44472206,-3.179251,-1.8938636,-0.66554838,-1.401504,-2.5890262,0.2923674,-1.1676573,0.593207,0.11183196,-2.0332632,-0.3481575,1.201423,2.184186,0.085676163,0.36590713,-1.2006997,-1.4363549,1.4615691,FML
0.12127875,-0.52359396,0.87255436,3.8076613,1.3671523,0.28803945,1.3890973,0.028293267,2.9655795,-0.57685381,-3.1219294,-1.9144558,-0.62990934,-1.1876786,-2.5266345,0.31099191,-1.0593396,0.3093867,-0.073105425,-1.6743314,-0.25036374,0.92035794,1.8592497,0.070140719,0.51290971,-1.3276834,-1.3736262,1.2124039,FML
-0.15492791,-0.43938655,1.3142378,3.8870776,1.4272794,0.28596091,1.6852511,-0.31605658,2.8600981,-0.46017098,-3.1617579,-1.6954634,-0.49380305,-1.402463,-2.7682133,0.28955716,-1.2835575,0.38037166,0.32720456,-1.8999984,-0.49767134,1.4018672,1.7306049,0.14942369,0.35574508,-1.2664473,-1.5950483,1.3242407,FML
0.041299909,-0.5645389,1.1017628,3.763731,1.3913342,0.29070634,1.5241427,-0.26387522,2.9600432,-0.4360711,-3.0783749,-1.8930644,-0.60132378,-1.3061526,-2.6710975,0.26152191,-1.0947063,0.56743842,0.068731755,-1.9297919,-0.52830082,1.2062784,1.9233402,0.12631175,0.40474284,-1.2900056,-1.429088,1.3820403,FML
