feature_973,feature_680,feature_824,feature_531,feature_734,feature_44,feature_899,feature_321,feature_602,feature_921,feature_3,feature_572,feature_331,feature_437,feature_4,feature_740,feature_166,feature_923,feature_675,feature_570,feature_11,feature_829,feature_828,feature_207,feature_319,feature_27,feature_178,feature_595,class
-0.5180155,0.19635624,1.5129755,4.6259499,1.1498951,-0.029574536,2.3597338,0.2342678,2.2615602,-0.22553638,-3.1380539,-1.6264094,-0.16015074,-1.4450812,-2.4986515,0.18068227,-1.5936064,0.040251613,0.13721327,-1.5463562,-0.97290409,1.5303336,2.004586,-0.15293893,0.4804818,-1.0991524,-1.3371418,0.82051474,GOOD
-0.93186736,0.35252506,1.368005,4.9855857,1.1872665,-0.37897915,2.777369,0.54688251,1.8843466,-0.082538873,-3.2961767,-1.2946303,-0.24880189,-1.1890666,-2.5494201,0.33453572,-1.2652868,-0.55008292,0.44616866,-1.444577,-1.0014879,1.4919647,2.2507017,-0.41182891,0.16606475,-1.3612617,-1.796002,0.83123153,GOOD
-0.69426024,0.22177848,1.6247153,5.0963688,1.0550804,-0.28002343,2.7670369,0.43417996,2.1153367,0.06362465,-3.1933722,-1.7370566,0.12552491,-1.3997889,-2.3754299,0.50753301,-1.2575246,-0.30637172,0.68601793,-1.6126579,-1.1686013,1.541647,1.7372016,0.2781854,0.56088376,-0.84263659,-1.3648401,1.0314455,GOOD
-1.0821404,0.6921137,1.5079663,5.2227807,1.3306402,-0.63018793,2.911639,0.12100057,2.4632754,0.40438962,-3.4938197,-1.6840266,-0.61886364,-1.1617172,-2.930413,0.57736588,-1.1718563,-0.78758645,0.79737079,-1.6180496,-0.96713519,1.5510875,2.5522122,-0.31576106,0.035426624,-1.8014456,-1.9111563,1.3796351,GOOD
-1.0081053,0.65491909,1.8294888,5.0449986,1.4743679,-0.48849756,3.4132984,0.3941012,2.3966291,0.27264029,-3.3102369,-1.2635185,-0.43857077,-1.2188427,-2.6826985,0.34526625,-1.4449635,-0.63796115,0.36201656,-1.5169394,-1.1730412,1.6956116,2.4268713,-0.35317504,0.095813483,-1.8470876,-1.7011882,1.266104,GOOD
-0.89370608,0.57320374,1.8382511,5.0665312,1.4036752,-0.29823095,2.6698103,0.12796414,1.8704592,0.14872593,-3.0817938,-1.3392402,-0.040516026,-1.6037936,-2.2709866,0.057637811,-1.5245605,0.068197578,0.76076502,-1.8201014,-1.1064147,1.719979,1.8596395,0.17395255,0.16808005,-0.90513134,-1.2211214,0.96945977,GOOD
-0.7063024,0.30189952,1.6230419,5.0764861,1.2656935,-0.53457898,2.8299587,0.17060062,2.3700175,0.30027801,-3.4361651,-1.1642069,-0.65063339,-1.0764775,-2.9419544,0.63370162,-1.4545966,-0.71649611,0.18590489,-1.4396234,-0.81235671,1.429631,2.4296544,-0.46749011,-0.12216096,-2.0931237,-2.0744879,1.1450042,GOOD
-0.83179188,0.77522606,1.9689245,4.8952465,1.6413442,-0.66639841,2.7903135,-0.16519538,1.515206,0.37777102,-2.8578393,-0.99646288,-0.40742099,-1.9074817,-2.0808067,0.30022532,-1.3200716,-0.097195178,0.86159015,-2.0689142,-1.3010643,2.3236284,1.4834175,0.18157399,0.21990253,-0.71386886,-0.99119705,0.93403465,GOOD
-0.94522583,0.21899468,1.3969347,5.3647285,1.3444079,-0.56021243,2.6960559,0.026653707,2.3865418,0.32015634,-3.3843751,-1.0840253,-0.44395965,-1.1028645,-2.855758,0.40616924,-1.420184,-0.4858571,0.68417424,-1.4769496,-1.1732739,1.4374828,2.3231173,-0.46030891,-0.088135041,-2.0415535,-1.9234005,1.2384474,GOOD
-0.65859997,0.10265402,1.1926615,5.1723733,1.2434314,-0.41660869,2.4645681,0.24098781,2.496413,0.0712457,-3.4212856,-1.2640712,-0.45872805,-1.1556435,-2.6510162,0.33756325,-1.313259,-0.22617254,0.29787558,-1.4945785,-1.1684209,1.4320549,2.2583797,-0.3127678,0.023341335,-1.716393,-1.7638365,1.3721925,GOOD
-0.69539332,0.37049294,1.4789288,5.2624617,1.3868569,-0.69971818,2.5922737,0.064835049,2.0404778,0.2957415,-3.2763126,-1.1537198,-0.33185616,-1.4207339,-2.6075535,0.26972485,-1.4058312,-0.042777956,0.75270957,-1.5659745,-1.3055241,1.6589048,1.9413968,-0.12111792,0.11211063,-1.315809,-1.4870483,1.1656938,GOOD
-1.3112833,0.70990312,1.4726326,5.3020663,1.310811,-0.67901868,2.9194305,0.48260343,2.2429137,0.34243417,-3.3329909,-1.4643162,-0.54789925,-1.1795757,-2.6767218,0.50831008,-1.358978,-0.66582131,0.94638693,-1.5658884,-1.2065417,1.9210113,2.6933224,-0.76210952,0.22939615,-1.9332699,-2.2139804,1.2168237,GOOD
-1.300532,0.5174064,1.194736,5.4736547,1.4725211,-0.73271263,2.8165057,0.40169322,2.1680963,0.44337285,-3.5752344,-1.1630164,-0.41599482,-1.0191011,-2.8080385,0.49608386,-1.2247037,-0.70674551,0.99570018,-1.6957533,-1.2080853,1.6358643,2.7211475,-0.71474278,-0.036804501,-1.9567362,-2.0842147,1.3448371,GOOD
-0.9910233,0.59289241,1.337126,5.2668729,1.4890695,-0.70364046,2.7771029,0.38112959,2.1360643,0.44355959,-3.4111309,-1.0007738,-0.69638675,-1.0501058,-2.8829436,0.38709709,-1.481859,-0.33879152,0.84868759,-1.4967037,-1.0781318,1.5471121,2.6034737,-0.61757714,-0.15188752,-2.0554097,-2.0242889,1.3164264,GOOD
-1.0149769,0.76442856,1.4893465,5.1206846,1.4234868,-0.9836756,2.985353,0.35362107,2.0770187,0.50453526,-3.2866123,-1.3542894,-0.62477171,-1.1783195,-2.8036442,0.35883319,-1.4290051,-0.64931297,0.66884226,-1.4900019,-1.2602204,1.7586638,2.6129405,-0.63391793,-0.057432905,-1.9908457,-1.8781129,1.1531936,GOOD
-0.83425224,0.34082904,1.4336586,5.0095391,1.2989249,-0.41534442,2.6268702,0.083941601,2.2623944,0.32412976,-3.4541936,-1.463809,-0.4596715,-1.4660068,-2.6704707,0.46711123,-1.2376615,-0.28375855,0.48747757,-1.8384342,-1.1695857,1.6535999,2.5121169,0.006180733,0.13104637,-1.4132284,-1.5078384,1.3186389,GOOD
-1.165,0.83907694,1.4810164,5.4301639,1.5306787,-0.83314747,3.2546964,0.54072571,2.2155793,0.62487638,-3.3798931,-1.1351787,-0.74967581,-1.2559311,-2.9152944,0.29833061,-1.4366757,-0.70667136,0.77936172,-1.6569208,-1.2386953,1.9004211,2.671778,-0.74777484,0.10720308,-2.0218837,-2.0588403,1.4654557,GOOD
-0.99164784,0.59317994,1.497911,4.9641113,1.4288765,-0.68820375,3.1865072,0.41185668,2.3330266,0.25073302,-3.2420452,-1.3178262,-0.58921719,-1.0553551,-2.7305374,0.33367592,-1.3799833,-0.62801754,0.477727,-1.4545348,-1.1348286,1.7001247,2.5520246,-0.57509285,0.16697077,-1.9584949,-1.8536776,1.1449573,GOOD
-1.3025277,0.97547299,1.7362757,5.3361731,1.4144614,-1.2205098,3.7933524,0.44394737,2.18578,0.58261496,-3.3693104,-1.3902625,-0.72417754,-1.2508581,-3.0754123,0.44536629,-1.4501336,-0.97562122,0.76466191,-1.5393301,-1.3738163,2.2792218,2.8962555,-0.90354335,0.23477156,-2.2826352,-2.2286887,1.0758172,GOOD
-1.1144031,0.78496093,1.560183,5.4373913,1.4177366,-0.7822718,3.205584,0.27652368,2.1343193,0.42809421,-3.509902,-1.3916929,-0.72224277,-1.2917032,-3.000437,0.50700909,-1.4608951,-0.69778728,0.86906075,-1.6018926,-1.0383866,1.7860329,2.6042798,-0.52973676,-0.037702933,-2.0448968,-1.9021026,1.3908416,GOOD
-1.3087927,0.91746682,1.6604514,5.2588954,1.4215094,-1.0761659,3.485836,0.53873336,1.8622028,0.43154079,-3.3154387,-1.3258394,-0.65084046,-1.2093041,-2.9321847,0.48969188,-1.3648169,-0.84613788,1.086058,-1.3309216,-1.3861395,2.0515854,2.6132562,-0.55263609,-0.000955924,-1.8791296,-1.9617232,1.2277051,GOOD
-1.1535689,0.46530449,1.6675251,5.6348543,1.3663647,-0.67749423,3.3341541,0.17118716,2.0600355,0.44328934,-3.63078,-1.1571702,-0.57984668,-1.3463101,-2.9943292,0.68760812,-1.372322,-0.62877178,0.94125146,-1.8622427,-1.0521296,1.8845509,2.7016258,-0.32191497,0.033564821,-1.8642964,-1.9517728,1.4964632,GOOD
-0.62047672,0.56561339,1.7475858,4.4102206,1.3037925,-0.45651126,2.4580164,-0.14630015,1.8039507,0.39458346,-3.0323939,-1.2770364,-0.1927481,-1.6984632,-2.334053,0.43865934,-1.1382042,0.043873742,0.50557852,-2.1618421,-1.0904927,1.9939893,1.7647772,0.29594061,0.38827604,-0.62939799,-1.0984192,1.0434433,GOOD
-0.97543013,0.65961611,1.5756559,5.0397239,1.3327717,-0.71630871,2.9058318,0.18150377,2.2838273,0.41266274,-3.2676804,-1.4148734,-0.61329275,-1.400696,-2.6637094,0.34876776,-1.4086938,-0.26476398,0.56869555,-1.6906692,-1.3483684,1.8058131,2.4194825,-0.34827968,0.18206789,-1.801784,-1.6848513,1.5170927,GOOD
-0.51684308,0.55690056,1.8482685,4.3702497,1.1380811,-0.48770165,2.5029428,-0.18563445,1.7004845,0.26779035,-2.9241016,-1.5391437,-0.26030335,-1.7949424,-2.1915958,0.20934081,-1.1552935,0.082981974,0.5778811,-1.8963199,-1.1940707,1.7705706,1.3926734,0.60768521,0.46550441,-0.30876982,-0.94473058,1.0393753,GOOD
-0.49419111,0.72234792,1.6938677,4.5273986,1.3181378,-0.50817329,2.4526675,-0.26627383,2.225178,0.42842978,-3.0468948,-1.4719776,-0.37726352,-1.5691979,-2.2995102,0.31968224,-1.0562187,0.06414628,0.43599746,-2.0138872,-1.1655927,1.8935343,1.8079225,0.2475929,0.34753597,-0.81376469,-1.1663928,1.1553746,GOOD
-0.95709324,0.56340826,1.4102488,5.4131608,1.4410257,-0.65870601,2.8070736,0.20269462,2.3527722,0.2463589,-3.4034445,-1.2920986,-0.62054664,-1.0654428,-2.9198532,0.55804223,-1.3578415,-0.47793922,0.96124548,-1.5177492,-1.1599454,1.4668093,2.5181839,-0.36344454,-0.075495414,-1.8895123,-1.8200048,1.4527305,GOOD
-0.95569324,0.89960426,1.6129394,4.9888206,1.4083731,-0.98820364,3.3093371,0.62058651,1.7895246,0.28188416,-3.171586,-1.2062166,-0.70489174,-1.179714,-2.7960083,0.28510338,-1.6624725,-0.58272839,0.48236156,-1.4115992,-1.1166534,1.761796,2.2419786,-0.78723156,0.031012759,-2.0235541,-1.9509257,0.777502,GOOD
-0.88554263,0.43394279,1.531359,5.2904396,1.2716744,-0.38822192,3.0325201,0.47051376,1.777778,0.12127855,-3.2384682,-1.2912101,-0.37959111,-1.3878455,-2.4738145,0.51124132,-1.5220984,-0.36299977,0.66167015,-1.5188456,-1.0930343,1.9766207,2.3445551,-0.35441035,0.45187515,-1.4110328,-1.6803517,1.0352967,GOOD
-0.67982161,0.69550115,1.7866213,5.1844997,1.2585844,-0.82377511,3.1662145,-0.092171974,2.0119588,0.56868231,-3.03842,-1.2458404,-0.48397148,-1.5066853,-2.5539179,0.33234045,-1.4152268,-0.3514035,0.76958126,-1.6591883,-1.3097094,2.0242429,2.1942642,-0.179389,0.004805997,-1.5025136,-1.590489,0.9689697,GOOD
-0.9737221,0.56598264,1.33078,5.7014976,1.2995607,-0.78882772,2.990854,0.39612523,1.8718481,0.46508747,-3.2091808,-1.0640458,-0.56844223,-1.3375621,-2.7245281,0.34625843,-1.6221786,-0.45411089,0.92060405,-1.5769155,-1.3055199,1.8678277,2.3183973,-0.27923995,0.13109969,-1.8110331,-1.8476218,1.3095928,GOOD
-0.9034605,0.29719767,1.1285379,5.4249411,1.3472741,-0.77793258,2.7257841,0.30454481,2.0310707,0.51916271,-3.4047863,-1.1455805,-0.43249381,-0.95755965,-2.7579308,0.34627926,-1.3454167,-0.50535011,0.8077786,-1.5037228,-1.1650264,1.5347524,2.5857882,-0.54712659,-0.07836958,-1.9456011,-1.9719163,1.4117794,GOOD
-1.2718799,0.98169523,1.9510865,5.1017776,1.3330491,-0.8541925,3.3229172,0.23802117,1.9377106,0.5482645,-3.2314157,-1.2118531,-0.36961016,-1.5183487,-2.615768,0.27865207,-1.3360254,-0.43331978,0.99338806,-1.8052715,-1.4788352,2.2240951,2.3240921,-0.22003011,0.12567145,-1.5952435,-1.5981234,1.1787838,GOOD
-1.7059315,0.88189679,1.4868119,5.5535135,1.513714,-1.077813,3.3704739,0.81845593,1.7070061,0.41377228,-3.5660055,-1.3739841,-0.53059715,-1.2778144,-2.9743123,0.64746696,-1.2854506,-0.92749035,1.0031269,-1.5923277,-1.2536725,2.2134557,2.7713315,-0.73479974,0.14011347,-1.9825912,-2.218766,0.88568968,GOOD
-1.213063,0.55215412,1.3464553,5.5054631,1.5398327,-0.92639053,3.1327755,0.41303611,1.9474033,0.61637247,-3.5841486,-1.1517658,-0.48202583,-1.1375349,-2.811645,0.59725446,-1.308205,-0.93588412,0.90358335,-1.4829031,-1.3623291,2.0098226,2.6959841,-0.79446805,-0.058606286,-1.9518837,-2.0614774,1.1752037,GOOD
-1.4706793,0.57623172,1.2949252,5.4714532,1.4305795,-0.90510547,3.0379031,0.38815883,2.1022208,0.48505908,-3.5551691,-1.4384025,-0.53099924,-1.1328425,-2.9551182,0.73267174,-1.3368733,-0.88722134,0.88852203,-1.6632478,-1.2111909,1.9304067,2.9266207,-0.71866202,-0.044264913,-2.1766305,-2.3413129,1.0633441,GOOD
-1.1326311,0.81811374,1.6426015,5.5205407,1.4461439,-0.93461281,3.324079,0.41988343,1.9323564,0.47977006,-3.3287969,-1.2137896,-0.40714779,-1.37007,-2.8147304,0.33488977,-1.5881995,-0.58930516,0.79504573,-1.4851811,-1.4383031,2.0796525,2.282475,-0.66057539,0.042107955,-1.8869178,-1.9973913,1.0517529,GOOD
-0.93205738,0.5162279,1.2900889,5.6165748,1.2107183,-0.93157589,3.1118929,0.38102889,1.7049606,0.41791689,-3.2877555,-1.169283,-0.46604848,-1.3698516,-2.7432001,0.31131664,-1.5883834,-0.51709104,0.8407017,-1.4408989,-1.4012817,2.0270576,2.4339404,-0.55244058,0.10709362,-1.7769481,-2.039758,0.99956465,GOOD
-1.0198212,0.53838968,1.4254014,5.2408419,1.3545408,-0.95065743,3.2878735,0.29110408,1.8983274,0.43495584,-3.3236268,-1.2082475,-0.53670627,-1.3929045,-2.7553613,0.46347699,-1.3981309,-0.63123155,0.82863396,-1.4711088,-1.3361235,2.0076058,2.4419346,-0.46443927,0.10210299,-1.811659,-1.9024667,1.0476186,GOOD
-1.0422764,0.81009096,1.6504059,5.1429152,1.3556651,-0.58019,3.1949801,0.41192865,2.0810132,0.15788779,-3.3342202,-1.2095209,-0.33821112,-1.1490114,-2.6223779,0.10421956,-1.4630922,-0.43986788,0.64656413,-1.6345901,-1.1796058,1.6712402,2.3818934,-0.48123038,-0.00642176,-1.7239428,-1.6984293,1.1539686,GOOD
-0.34924287,0.35753185,2.0759187,4.4555893,1.0881015,0.084581777,2.4111955,-0.10506092,1.9293152,0.1342597,-3.0729666,-1.6450843,-0.096512251,-1.9397471,-2.3343253,0.62185186,-1.2134578,-0.019455284,0.23321623,-1.9115231,-0.87276304,1.6441593,1.5821849,0.4305037,0.3343429,-0.42103693,-1.0661998,0.64867419,GOOD
-1.2817781,0.74304372,1.3608358,5.0210605,1.4758499,-0.66432732,2.785707,0.43650484,2.1930873,0.25962371,-3.5069408,-1.2873318,-0.49366277,-1.0991373,-2.9407258,0.63290668,-1.2096422,-0.56665349,0.90947956,-1.6473209,-0.93171108,1.5200016,2.5183301,-0.44285464,-0.061135497,-1.8889277,-1.9580439,1.2965925,GOOD
-0.70117033,0.69236505,1.8264368,5.2151394,1.5159339,-0.76711947,2.8487518,-0.23162916,1.7004267,0.5945909,-3.0780656,-1.0245746,-0.37380272,-1.8788977,-2.3227012,0.20769197,-1.3820126,-0.044552356,0.83376956,-1.8688025,-1.4526489,1.9685061,1.9082032,0.13794795,0.014572963,-1.1471272,-1.1647302,0.9969883,GOOD
-1.345495,0.83576888,1.2121909,5.308722,1.4105177,-1.2373255,3.1401436,0.48843729,1.8390992,0.4748193,-3.3300576,-1.1715968,-0.6354751,-1.0283537,-3.0965273,0.35533631,-1.412048,-0.58434999,0.94331264,-1.5090203,-1.3230243,1.7506747,2.5825064,-0.7408607,-0.16081765,-2.3148551,-2.1635795,0.97411007,GOOD
-0.870471,0.36125508,1.3389461,5.4752865,1.2994666,-0.52397066,2.869401,0.50548846,1.9655056,0.37488633,-3.4805288,-1.2977649,-0.4712162,-1.3632433,-2.6610196,0.35303336,-1.4144577,-0.46714637,0.68997717,-1.4920479,-1.2816122,1.7470342,2.4766123,-0.23058817,-0.040377066,-1.5056963,-1.8191553,1.2335826,GOOD
-1.1603787,0.84700161,1.7336597,5.5316062,1.5334822,-0.86553597,3.5346959,0.42969728,1.8786534,0.59603232,-3.2522185,-1.2730051,-0.57054234,-1.520227,-2.6029687,0.17331627,-1.431986,-0.44638982,0.81201768,-1.6619002,-1.5605367,2.333427,2.3868461,-0.30134997,0.017575026,-1.5108728,-1.8008119,0.96784121,GOOD
-1.3038602,0.73644376,1.451612,5.4541521,1.2858539,-0.78308856,3.182004,0.54068279,2.1561227,0.38465846,-3.3752053,-1.4569025,-0.49497101,-1.2866266,-2.6432376,0.51116174,-1.2930892,-0.56920445,0.83894926,-1.6240697,-1.4113623,1.8709435,2.5959713,-0.53778112,0.25541031,-1.7340716,-1.9014786,1.4367998,GOOD
-0.87452781,0.31385195,1.039116,5.4862685,1.1956515,-0.50519258,2.6612096,0.44934601,2.1949844,0.38343823,-3.347311,-1.4300568,-0.51402342,-1.2590342,-2.5151746,0.28084323,-1.2651244,-0.18623251,0.64087266,-1.4479432,-1.3176684,1.4842484,2.5286758,-0.25191632,0.31986403,-1.4110358,-1.7043446,1.5331349,GOOD
-0.98106396,0.38543624,1.2859271,5.2796521,1.3522639,-0.59616256,2.9309115,0.41738474,2.0299487,0.17505807,-3.4234331,-1.3688281,-0.59184265,-1.4484785,-2.6148186,0.42029288,-1.3153275,-0.46006402,0.70494956,-1.5738897,-1.2051429,1.9442599,2.4272404,-0.3449235,0.2683326,-1.4550616,-1.8517135,1.2664212,GOOD
-1.0566065,0.41792625,1.396908,5.3027353,1.4877189,-0.44519889,2.8040752,0.37307948,2.2952511,0.28966054,-3.581202,-1.396153,-0.63711554,-1.1982336,-2.9188375,0.6214425,-1.3924432,-0.52121532,0.82570237,-1.5855701,-1.038546,1.5879266,2.4573257,-0.43373191,0.17740048,-1.7193573,-1.8875734,1.5320886,GOOD
-0.64526641,1.3043966,2.5838487,4.7504072,1.4687623,-1.7722962,5.447185,-0.40027583,2.1033647,0.76264852,-2.6540923,-1.0719779,-1.0602551,-1.7582486,-2.4356339,0.62095809,-1.0496142,-0.94655168,0.059921667,-1.6306318,-1.8562697,3.1193941,2.8308208,-0.41701478,0.064501792,-2.3371792,-1.2391549,0.69431967,PPB
-1.1418763,1.7547967,2.7729137,5.0295634,1.4916438,-1.9004822,5.1868405,-0.074800521,2.0376825,0.41906136,-2.7128694,-1.0039696,-0.73999739,-1.5966718,-2.3511331,0.15120801,-1.1548115,-1.2773552,0.59185553,-1.6794637,-1.9266977,2.8815215,2.2532783,-0.51458967,-0.15514779,-2.3422348,-1.4654791,0.35768712,PPB
-1.0513269,1.1386452,1.8091273,4.6154928,1.6650267,-1.3984776,3.6637836,0.081496008,2.4266837,0.69240922,-3.1572988,-1.1972764,-0.87569392,-1.0459564,-2.9053965,0.42513776,-1.0648932,-0.98552001,0.41966146,-1.6025963,-1.2841957,1.7484576,2.8137565,-0.8643595,-0.42840242,-2.5355363,-1.7276543,1.2101581,PPB
-1.1765134,1.7356613,2.729804,4.6148133,1.6009195,-1.402918,4.4752154,-0.30752406,2.4637563,0.521065,-3.0823042,-1.2402427,-0.61348277,-1.75085,-2.5772402,0.31436121,-1.0861505,-0.94587266,0.58472204,-1.8590102,-1.5586823,2.4583354,1.9928409,-0.37964547,-0.25013316,-2.1877074,-1.4241576,0.66869164,PPB
-1.2097982,2.0084059,2.4637036,4.4243603,1.5618035,-1.3428931,3.9783595,0.036734432,2.604923,0.25820622,-2.9566221,-1.7555557,-0.72964472,-1.2235305,-2.7859244,0.28640696,-1.4019129,-0.97738409,0.50229603,-1.6403151,-1.4231498,1.8451536,2.2035594,-0.69487464,-0.16644177,-2.5762913,-1.161402,0.93459171,PPB
-1.2143078,1.4704502,2.0446343,4.6538839,1.5159215,-1.564103,4.0404649,0.092991777,2.5997372,0.37708175,-3.1376135,-1.5413517,-0.87798214,-0.99564308,-2.8780663,0.23115075,-1.1683701,-1.0531422,0.3632046,-1.4064517,-1.4900314,1.6785587,2.5641499,-0.9603616,-0.17748669,-2.5416105,-1.5766169,1.1781242,PPB
-1.0990455,1.7050228,2.3815365,4.5360827,1.6286087,-1.6520351,4.5476584,-0.01230938,2.5090592,0.32245654,-2.9906259,-1.4556646,-0.7948274,-1.1434839,-2.6876161,0.19511712,-1.1160246,-1.068122,0.50122821,-1.5287496,-1.5720038,2.1926177,2.2842083,-0.79051554,-0.15465008,-2.279331,-1.6467811,0.68523806,PPB
-1.1674755,1.9264965,2.9525726,4.2325573,1.6960642,-1.4934943,4.7999067,-0.24940717,2.6404581,0.20193526,-2.9883397,-1.4207857,-0.72941244,-1.5373704,-2.5348792,0.44505483,-0.92223001,-1.4135079,0.65207577,-1.8152421,-1.5564761,2.4303002,2.1788869,-0.30427933,-0.25947201,-2.0717041,-1.0356523,0.78153402,PPB
-0.81973493,1.0308211,2.4435029,4.9093914,1.6258246,-1.3489925,4.6254206,-0.18113086,2.0643084,0.46944255,-2.960135,-0.81075078,-0.70533854,-1.7463267,-2.4131424,0.41852981,-0.93099421,-0.94854546,0.56889963,-1.7390604,-1.7029449,2.5875301,2.2388713,0.171691,0.005353086,-1.7527757,-0.96451622,0.93648791,PPB
-0.91041946,1.2517056,2.6731734,4.8863597,1.5355153,-1.777289,5.2054758,-0.40797901,2.2018588,0.48864913,-2.9073625,-1.0427493,-0.79599661,-1.7681515,-2.49085,0.50227588,-1.0362893,-1.0697122,0.14359246,-1.819886,-1.8049084,2.5742266,2.5912056,-0.35397571,-0.12833489,-2.4145477,-1.2602872,0.4885782,PPB
-1.0755171,1.4815605,2.6641226,4.5825362,1.6685985,-1.5056746,4.8376536,-0.2795237,2.3448784,0.23558384,-2.9767854,-1.1606135,-0.67874557,-1.8250313,-2.4267964,0.5040102,-1.1658167,-0.9722147,0.57900584,-1.9716816,-1.5611624,3.0553753,2.5890877,-0.5055759,-0.008079499,-2.2387731,-1.3287317,0.50178981,PPB
-0.75928557,1.6191819,2.7221451,4.53298,1.5588046,-2.0113184,4.9988475,-0.26445597,2.4022679,0.60973608,-2.6760831,-1.3717839,-1.1125245,-1.4598463,-2.5464585,0.39418739,-1.2552826,-1.1173965,0.057918236,-1.7018459,-1.737398,2.4378145,2.5812333,-0.42421353,0.080001384,-2.5131583,-1.238865,0.96168298,PPB
-1.1214147,1.4458094,2.2429965,4.4122572,1.6501442,-1.3545759,4.0961328,-0.33033445,2.5495024,0.37737787,-2.9403753,-1.2935287,-0.70858979,-1.3948636,-2.6557288,0.63638163,-1.1983774,-0.93327403,0.44447559,-1.6550046,-1.3928601,2.3714297,2.4774933,-0.73122036,-0.17609425,-2.3152466,-1.4826796,0.65183902,PPB
-1.1815492,1.979537,3.1805418,4.728375,1.426024,-1.7891057,5.1459641,-0.39690933,1.7554495,0.73398173,-2.6834891,-1.0216441,-0.75376236,-1.8229246,-2.4784794,0.48259991,-1.1796987,-1.4079825,0.63861322,-1.7610711,-1.6904091,3.2006226,2.5173213,-0.54207408,-0.22713733,-2.353996,-1.4311743,0.44509792,PPB
-0.67532897,1.1781399,2.2840991,4.6657786,1.4815366,-1.3272591,4.5502973,-0.1968582,2.0628645,0.76652724,-2.7639766,-1.3048742,-0.89524919,-1.7740288,-2.3626332,0.608585,-0.86096048,-0.91753888,0.19357227,-1.7300249,-1.5876328,2.6585116,2.3947859,0.13608116,0.36081594,-1.6879251,-1.0578796,0.92939174,PPB
-1.0617309,1.6416438,2.5977051,4.2755218,1.4230087,-1.4862853,4.9712181,-0.12905991,2.0101113,0.42932338,-2.8180089,-1.151171,-0.72192252,-1.5622826,-2.3153448,0.41043389,-1.0920564,-1.1476823,0.23380178,-1.5988152,-1.5567791,2.7962067,2.4735866,-0.6970613,-0.16225629,-2.1205842,-1.5007389,0.37658066,PPB
-1.0343359,1.4929502,2.2272186,4.4575381,1.7537564,-1.5225919,3.9939079,-0.021176055,2.7087224,0.24749118,-3.1221104,-1.4294121,-0.99323559,-1.2004926,-2.9734147,0.13721523,-1.298322,-0.92395818,0.35047126,-1.6167804,-1.4380846,1.9059147,2.4084156,-0.91285789,-0.12474979,-2.6388242,-1.5103068,1.1244308,PPB
-0.72504973,0.98492807,1.791409,4.9136443,1.4504117,-0.97674555,3.249958,0.082086422,2.5135195,0.50667661,-3.0054591,-1.1623352,-0.88071334,-1.3739731,-2.6206563,0.31533527,-1.5132552,-0.5631603,0.43685618,-1.7472039,-1.1405115,1.6518582,2.5900679,-0.69911867,-0.10755323,-2.2772057,-1.6174359,1.0877501,PPB
-1.0832429,1.4211457,2.5695772,4.9526291,1.4316416,-1.4786917,4.6437831,-0.07290139,2.3075876,0.59305078,-3.0817943,-1.1923364,-0.89376098,-1.5780184,-2.5616827,0.62336051,-1.0946608,-1.1570411,0.72577882,-1.6491519,-1.6342379,2.8016164,2.3121002,-0.33893138,0.20613204,-2.0909059,-1.6056728,0.86608833,PPB
-1.0556678,1.5466881,2.5561697,4.4280858,1.5776582,-1.4925132,4.8664722,-0.054803073,2.1029899,0.62190121,-2.8205545,-1.0881194,-0.6899215,-1.730165,-2.2514923,0.19053552,-0.96792167,-0.96460009,0.38821387,-1.9672132,-1.59224,2.895005,2.4769013,-0.37903661,0.28220934,-1.9097346,-1.3280897,0.72946906,PPB
-1.1527444,1.8940666,2.3865776,4.5328541,1.5501045,-1.4932053,4.4343672,0.16114998,2.5821145,0.58812582,-2.8695886,-1.3378737,-0.95388806,-1.2367814,-2.7130208,0.2785939,-1.2512566,-0.93773282,0.32682067,-1.7216569,-1.5161197,2.136132,2.7955747,-0.8684473,-0.026351005,-2.5546412,-1.2952981,1.0077232,PPB
-1.1302844,2.1556244,2.6982546,4.3941684,1.496387,-1.7668192,4.8125992,-0.093545072,2.5186229,0.68819731,-2.6389878,-1.2848722,-0.93666083,-1.3773363,-2.4933169,0.31124318,-1.0846146,-1.0121108,0.004450917,-1.4127189,-1.6412989,2.6702673,2.6908128,-0.97326338,-0.26456437,-2.7439506,-1.5894247,0.59912848,PPB
-0.86036539,1.8394794,2.7650764,4.5693603,1.5773994,-1.7698548,5.0411425,-0.30610201,2.392983,0.52255219,-2.8529289,-1.145923,-0.8753587,-1.7344754,-2.520154,0.51547068,-1.1092045,-1.2171791,0.23557584,-1.6601911,-1.7590327,2.7726929,2.5066307,-0.36038253,-0.017665863,-2.319483,-0.88802952,0.68312901,PPB
-0.67505944,0.99096948,2.246016,4.867425,1.673767,-1.4499134,4.2020454,-0.1630972,1.9325064,0.76610559,-2.5841951,-1.0953014,-1.0047451,-1.8324223,-2.18099,0.37748259,-1.2569922,-0.63193095,0.34136346,-2.0709186,-1.6078745,2.3525336,2.5731015,0.21136484,0.26070517,-1.8770633,-0.90413219,1.1703728,PPB
