feature_929,feature_648,feature_533,feature_374,feature_146,feature_162,feature_292,feature_2,feature_125,feature_105,feature_36,feature_239,feature_684,feature_771,feature_3,feature_361,feature_505,feature_905,feature_385,feature_395,feature_822,feature_119,feature_52,feature_100,feature_71,feature_382,feature_164,feature_579,feature_195,feature_59,feature_857,class
-3.0346425,-0.30491465,-0.43433702,-0.49837625,-2.5020151,-1.6336,-0.93707287,-0.12524968,-3.0253508,-1.5352291,-3.9105372,-2.0018864,1.4727128,-1.7563307,-1.5193422,-1.6218594,0.079743356,4.6399527,-2.2124171,-3.6066303,-0.92633164,-2.9084463,-2.7122498,-1.5311666,-1.6843587,-2.6785922,-1.1801151,2.4643905,-0.44872004,-1.4863749,-0.068303823,GOOD
-3.0048563,-0.12058344,-0.60733736,-0.47227597,-2.4937897,-1.549432,-0.9229033,0.13393973,-2.9426246,-1.748809,-3.8272607,-2.2083757,1.4977603,-1.9391793,-1.5462821,-1.7751451,0.11714432,5.0502973,-2.4439111,-3.6022589,-0.91676748,-3.0685403,-2.8898392,-1.5879693,-1.4976007,-2.8186476,-1.0931246,2.6049392,-0.43731093,-1.5468299,-0.33759618,GOOD
-3.0743783,0.086921841,-0.507779,-0.4388943,-2.626735,-1.5595727,-1.1828477,0.41589338,-2.7839873,-2.0519927,-3.8286517,-2.1513505,1.3049164,-2.033205,-1.4477792,-1.5882045,0.32710007,5.1778183,-2.5530572,-3.784646,-0.54435879,-2.8548539,-3.2441058,-1.7195777,-1.6072968,-2.7373822,-1.123782,3.1116631,-0.5027107,-1.7919633,-0.2323274,GOOD
-2.9674566,0.32463053,-0.41059953,-0.44103539,-2.5743909,-1.5137,-0.89184976,0.33256483,-2.6415501,-1.8742896,-3.8267412,-2.2781792,1.494005,-1.8145498,-1.4352297,-1.8435744,0.12476039,5.2858009,-2.5749197,-3.4772882,-0.78264809,-2.9164522,-3.1129243,-1.6260725,-1.3998154,-2.6615191,-1.0777266,3.2003465,-0.77202499,-1.4904859,-0.55376363,GOOD
-2.8683274,0.047911972,-0.48780501,-0.43975094,-2.6376371,-1.3987827,-0.88990235,0.025666248,-2.9751198,-1.9443398,-3.8301852,-2.0898278,1.3103871,-1.9773316,-1.4720922,-1.7201819,0.37213033,5.0356965,-2.5214391,-3.7652791,-0.83745396,-2.9894805,-2.8245888,-1.6422412,-1.5973289,-2.9315264,-0.99844444,2.5760756,-0.68997508,-1.5957181,-0.040501833,GOOD
-2.9508049,0.09175542,-0.75480115,-0.51862144,-2.4107428,-1.4586284,-1.1958076,0.013187717,-2.6310446,-1.7120031,-3.7285273,-2.3425267,1.3043678,-1.7112461,-1.5059906,-1.8541729,0.29348838,4.6667061,-2.4475665,-3.4636424,-0.6631,-2.9187732,-2.8632119,-1.6948161,-1.5812112,-2.8344839,-1.2184889,2.5949495,-0.50327212,-1.2397261,-0.24297017,GOOD
-2.9958193,0.085252553,-0.73049569,-0.31288883,-2.5121188,-1.4671066,-0.85987866,0.17739217,-2.8800149,-1.7872787,-3.926039,-2.1344259,1.3590343,-1.9967149,-1.5781209,-1.6723869,0.31421691,4.7090445,-2.5120783,-3.5249081,-0.72546595,-3.1607165,-2.7757506,-1.7126009,-1.48259,-2.8110867,-1.0448329,2.9563861,-0.33260393,-1.4890785,-0.12943184,GOOD
-2.792522,-0.033780277,-0.43879092,-0.42330143,-2.6496444,-1.465615,-0.96758056,0.61307263,-2.6991489,-1.8504322,-3.9203124,-2.1822646,1.4551694,-1.5290778,-1.6554644,-1.92652,0.38241947,5.0884819,-2.701262,-3.5694382,-0.70174146,-2.9940281,-3.1057901,-1.8855364,-1.3181976,-2.9597852,-1.0849848,3.4606938,-0.57594866,-1.3460174,-0.58072478,GOOD
-3.042037,0.19497731,-0.54214013,-0.13570121,-2.5066922,-1.1522441,-0.47705895,0.047308337,-3.0997562,-1.8834099,-4.0064373,-2.0448928,1.4104776,-1.5800879,-1.8355091,-1.8395699,0.31799063,4.9147787,-2.5780187,-3.5637591,-0.92888153,-3.2550204,-2.8730705,-1.8316748,-1.4981847,-2.8242128,-0.67583191,3.5866475,-0.46673918,-1.6596968,-0.5707401,GOOD
-3.0481708,-0.044386715,-0.38010108,-0.32552272,-2.470263,-1.3163071,-0.63484597,0.30924749,-2.9155288,-1.9025968,-3.8293304,-2.0844746,1.5319891,-1.6322315,-1.8017031,-1.8013562,0.14489552,5.2803721,-2.5898256,-3.5791082,-0.86400682,-3.1878014,-3.0205889,-1.8711425,-1.2572665,-2.9910853,-0.84346843,3.327832,-0.33750468,-1.3919446,-0.6554929,GOOD
-2.8793199,0.055401623,-0.54052293,-0.30081338,-2.4722724,-1.4049838,-0.6563791,0.41762298,-2.8550141,-1.601485,-4.0126743,-2.1535439,1.470288,-1.5269865,-1.7637397,-1.8287184,0.31128198,4.9055462,-2.6683021,-3.5359969,-0.90677905,-3.0961125,-2.9868886,-1.8811347,-1.211218,-3.0197132,-0.90569699,3.7969089,-0.47644824,-1.3431332,-0.48594999,GOOD
-3.0167463,-0.47867793,-0.38691443,-0.69841808,-2.5260611,-1.2132092,-1.1225892,0.006138752,-3.1749554,-1.9597825,-3.8909855,-2.0028613,1.1810918,-1.8346323,-1.6791782,-1.6520929,0.20840761,5.1568294,-2.3050179,-3.7030761,-0.73875368,-3.076596,-2.9979844,-1.6725527,-1.8499888,-2.9038184,-1.1070433,2.2386532,-0.38518918,-1.7641172,-0.28540778,GOOD
-3.1536961,-0.13159373,-0.52557504,-0.40321118,-2.3777447,-1.5815277,-0.60743052,0.13215826,-3.0112498,-1.5067488,-3.8042667,-2.0810564,1.4599024,-1.488276,-1.8324143,-1.6025473,0.14435005,4.8274031,-2.4148526,-3.5935237,-0.97673905,-3.2908139,-2.6287656,-1.4280021,-1.2394228,-2.7474592,-0.98870158,3.2350602,-0.35065347,-1.3886154,-0.5461812,GOOD
-2.8959618,-0.61901581,-0.12693137,-0.85531235,-2.4165068,-1.1380105,-1.1533026,0.057515454,-3.0821199,-1.4141896,-3.7703862,-2.1235445,1.3303607,-1.7148777,-1.5882396,-1.6199625,0.28516191,5.3523531,-2.2133439,-3.5136237,-1.1248578,-2.8981111,-2.752569,-1.7857487,-1.4530536,-2.8248239,-1.133891,2.0385275,-0.26149923,-1.3896513,-0.40064377,GOOD
-3.0142431,0.19877478,-0.20404267,-0.53446865,-2.5457928,-1.3874042,-1.018945,0.25633803,-2.6251912,-1.8738589,-3.7589741,-2.2495823,1.2976321,-1.8079388,-1.5246124,-1.8104328,0.26011419,5.2746143,-2.5696356,-3.6151233,-0.86621702,-2.8044963,-3.2614658,-1.7781866,-1.5234207,-2.9200373,-1.0933455,3.0097828,-0.84052324,-1.5998609,-0.43120033,GOOD
-2.9360754,0.16997775,-0.63966298,-0.26612523,-2.4177318,-1.440434,-0.72419441,0.10292838,-2.9911287,-1.603152,-4.08811,-2.146817,1.5068214,-1.888893,-1.6739243,-1.9709628,0.10452989,5.0887499,-2.5099199,-3.4743962,-0.7486074,-3.0000548,-2.9548955,-1.7526133,-1.3972771,-2.9768777,-0.82782793,3.2281265,-0.36633128,-1.6159232,-0.33688587,GOOD
-2.9516909,-0.14613509,-0.33816433,-0.43185037,-2.5436566,-1.2744839,-1.0773319,0.32401654,-2.7774415,-1.6511275,-3.776171,-2.0560486,1.1297908,-1.7807568,-1.5731417,-1.619323,0.40194836,5.1276002,-2.3939772,-3.7340114,-0.89299965,-2.744782,-2.9559531,-1.8097265,-1.6778239,-2.7873514,-0.93644333,2.6232045,-0.57070255,-1.6334517,-0.20934165,GOOD
-2.6876054,-0.028764665,-0.17594826,-0.67975432,-2.3298988,-1.0019467,-0.46370023,0.15464224,-2.9403038,-1.5221578,-3.6041446,-1.9139392,1.3628925,-1.3838774,-1.6667382,-1.5502391,0.19969058,5.1671686,-2.3442535,-3.5956438,-0.98479962,-2.9906387,-2.5691335,-1.7762401,-1.1522702,-2.9294662,-0.55030608,3.4020281,-0.82138622,-1.2505162,-0.81870449,GOOD
-3.0271816,-0.34957352,0.12862164,-0.87486839,-2.420413,-1.4263887,-0.72253388,0.20701312,-3.086571,-1.8825265,-3.7795591,-2.0366626,1.6260239,-1.6915175,-1.6218632,-1.5393128,0.1531041,5.2653465,-2.5068319,-3.7295988,-0.91006553,-3.232945,-2.9011312,-1.6092889,-1.3110975,-3.0302055,-1.2007276,3.0797162,-0.70394754,-1.3181157,-0.52361745,GOOD
-2.9610817,-0.61055243,0.10786289,-0.85306752,-2.3529887,-1.0514393,-0.83386838,0.17031975,-3.0226471,-1.3476093,-3.7652936,-1.8818629,1.4125066,-1.4028057,-1.6737696,-1.5490925,0.17733851,5.352273,-2.3010736,-3.5835249,-1.3252927,-3.0183356,-2.7293973,-1.5822558,-1.3200383,-2.8836713,-1.0737529,2.487402,-0.513246,-1.1509571,-0.65881503,GOOD
-3.0969183,-0.15360987,-0.072458088,-0.70216691,-2.4307423,-1.2086217,-0.5557133,-0.014689584,-3.1287091,-1.5084374,-3.7969737,-2.0005677,1.496105,-1.3824997,-1.7212054,-1.4707572,0.037169516,5.2434649,-2.5042255,-3.5903308,-1.0751679,-3.0829995,-2.7254448,-1.6458294,-1.3450595,-2.8675694,-0.96118569,3.3262739,-0.44104916,-1.4607322,-0.57432717,GOOD
-3.0355036,-0.86620212,-0.20612532,-0.76466107,-2.4288843,-1.3059838,-0.94578719,-0.20967399,-3.3264637,-1.3868994,-3.8962638,-2.0846441,1.3172041,-1.6599805,-1.6371547,-1.3655765,0.005292831,5.0902634,-2.1827826,-3.6459689,-1.0578467,-3.0268493,-2.7243857,-1.4993435,-1.9363712,-2.6523321,-1.2847834,1.7737008,-0.28884214,-1.4958315,-0.23702556,GOOD
-2.9075825,-0.58602798,-0.17608845,-0.77817833,-2.2659326,-1.3370192,-0.9365772,-0.24235483,-3.2008107,-1.5864145,-3.8889806,-2.0269194,1.4847641,-1.6035196,-1.602367,-1.6109155,0.1629318,4.9391885,-2.3013482,-3.7539697,-1.1661987,-3.107702,-2.8019266,-1.5523573,-1.916746,-2.8752773,-1.4212662,2.2745056,-0.50656444,-1.6034422,-0.4214744,GOOD
-3.06985,-0.5668627,-0.35282356,-0.78432536,-2.344146,-1.3158846,-1.1621857,0.14405297,-2.8130374,-1.2099715,-3.7043405,-2.1863022,1.3262879,-1.6633619,-1.5508226,-1.7190632,-0.048423439,5.3304114,-2.2923007,-3.3668151,-0.74607128,-2.8415778,-2.7915709,-1.8706524,-1.4431094,-2.7557943,-1.0524666,2.4564068,-0.15692393,-1.4069166,-0.2146737,GOOD
-3.0841639,-0.31245983,-0.034232855,-0.82802141,-2.4276519,-1.4134605,-1.0948023,0.010239969,-3.077956,-1.8321526,-3.7563922,-2.1363809,1.5104144,-1.7558877,-1.59645,-1.4821765,0.24692786,5.0404305,-2.393621,-3.8364358,-1.0115415,-3.0861673,-2.970305,-1.575011,-1.6892998,-2.6600206,-1.3191884,2.7373934,-0.5609445,-1.5154707,-0.31361979,GOOD
-2.5636644,0.20487937,-0.14820206,-0.62466162,-2.7089436,-1.1830113,-0.93725634,0.44435814,-2.6965668,-1.6414187,-3.8431544,-2.2569835,1.2448175,-1.4720514,-1.5814996,-1.6892334,0.56059867,5.0497541,-2.5420012,-3.4462764,-0.98624468,-2.8452234,-2.9357636,-2.066426,-1.1825244,-3.0379341,-0.91758716,3.383853,-0.75427485,-1.2902355,-0.68003386,GOOD
-2.7267957,-0.27589661,0.029965878,-0.91100937,-2.5600066,-1.2270262,-1.1267536,0.33167583,-2.588861,-1.4281327,-3.5742471,-2.0760071,1.3033015,-1.5477998,-1.5808516,-1.6893013,0.1301744,5.4388714,-2.3851662,-3.5237596,-0.94859111,-2.63871,-2.9784648,-1.8199208,-1.3222069,-2.9043627,-0.9704603,2.6166978,-0.43285835,-1.2653055,-0.42634416,GOOD
-2.7968225,-0.13268541,-0.49044514,-0.5072127,-2.603565,-1.2986195,-1.2393987,0.14940383,-2.8520763,-1.8383752,-3.7882574,-2.071553,1.2015758,-1.9645934,-1.3501502,-1.7041609,0.48493156,5.1386428,-2.5540495,-3.7394385,-0.88761997,-2.8608069,-3.1028821,-1.6716065,-1.7065531,-2.8171141,-1.1121604,2.5052068,-0.56060648,-1.4721553,-0.33531767,GOOD
-2.8923929,-0.33389544,-0.042973816,-0.78426796,-2.4837954,-1.616039,-1.122071,0.18442674,-2.9289536,-1.6802057,-3.8809044,-2.1467311,1.3897827,-1.7073884,-1.5444847,-1.4461453,0.23159847,5.1314597,-2.4071338,-3.7304046,-1.0753909,-2.8662694,-2.7449565,-1.5622249,-1.7511052,-2.7320137,-1.1993351,2.4340391,-0.57503903,-1.543813,-0.42945343,GOOD
-2.9914749,-0.072089627,-0.29773486,-0.69125408,-2.4292011,-1.3388426,-1.0946848,0.11872787,-2.9966476,-1.4858792,-3.8234634,-2.2237992,1.2179608,-1.5876006,-1.6049495,-1.4974709,0.57216626,4.8934011,-2.3907452,-3.6271951,-0.9660002,-3.1553769,-2.6342371,-1.4693493,-1.3101398,-2.7871156,-1.1698272,2.6957498,-0.37581968,-1.4151459,-0.60741341,GOOD
-3.0017889,-0.27982149,-0.31641209,-0.4636789,-2.507834,-1.6212404,-1.1223896,-0.30252638,-3.1879823,-1.6512805,-3.9573002,-2.2283301,1.5505562,-1.9415576,-1.6207423,-1.4791805,0.15074986,4.8046236,-2.2058215,-3.5940101,-0.82775187,-3.0385885,-2.6955895,-1.5503956,-1.8431629,-2.5220644,-1.4171076,1.9809399,-0.14068834,-1.8855186,-0.12317574,GOOD
-2.8759127,0.17490059,0.1275937,-0.8182646,-2.5310559,-1.3408902,-1.015612,0.32254684,-2.7695355,-1.6513191,-3.5783312,-2.1566014,1.4133656,-1.9582971,-1.6875461,-1.4641782,0.47112507,5.2956171,-2.5508366,-3.9031236,-0.83344227,-2.8447759,-3.1012161,-1.6590848,-1.2877803,-2.8409231,-1.0209663,2.8572726,-0.70647556,-1.3919733,-0.46973795,GOOD
-2.7967503,0.27294484,-0.18445468,-0.55499381,-2.3845649,-1.099364,-0.57653725,0.10753406,-2.8710299,-1.6905576,-3.7400007,-2.0559473,1.4290829,-1.4607033,-1.6939628,-1.8222759,0.24054837,5.1155252,-2.3785863,-3.4702358,-0.82187307,-2.98735,-2.7039886,-1.8495045,-1.0554538,-2.9387653,-0.48203933,3.825695,-0.74609339,-1.3939505,-0.88807172,GOOD
-3.0066373,0.34931955,0.077860624,-0.7208159,-2.4802704,-1.3220553,-0.90475214,0.48057553,-2.7106333,-1.6721877,-3.6676404,-2.1437473,1.3407276,-1.5611317,-1.6876668,-1.5356536,0.55003434,5.2757111,-2.7444921,-3.8814902,-0.86037624,-2.9666562,-3.212754,-1.8335326,-1.3006419,-2.9344544,-1.0210879,3.8832579,-0.78635097,-1.4822359,-0.83218014,GOOD
-2.9983811,-0.053007126,0.01239568,-0.68320179,-2.35373,-1.0295031,-0.56140304,-0.037022579,-3.0810535,-1.6700245,-3.7129545,-1.9959474,1.3673673,-1.325985,-1.8883657,-1.7207619,0.23237011,5.0567288,-2.4231725,-3.6221242,-1.0399579,-3.1875703,-2.7445638,-1.8380264,-1.1608623,-2.8866131,-0.76118165,3.8151858,-0.61308897,-1.48242,-0.93376064,GOOD
-2.9973915,0.006151378,-0.16927111,-0.64128053,-2.1760583,-1.1344948,-0.55644917,0.016373735,-2.9765725,-1.4179945,-3.7803183,-2.0692403,1.337077,-1.2414137,-1.7102885,-1.7980062,0.2092039,5.2990417,-2.3914609,-3.3806977,-1.1291234,-3.1296892,-2.6425161,-1.7222711,-1.0316842,-2.9960172,-0.74741054,3.5261798,-0.49242753,-1.3491018,-1.0284328,GOOD
-2.8582816,-0.14739041,-0.21069229,-0.51584631,-2.4359415,-1.1956735,-0.95128763,0.26510578,-2.8525565,-1.361316,-3.730741,-2.076998,1.4107702,-1.6636392,-1.6428978,-1.6291617,0.3642253,5.0849438,-2.4658086,-3.6759493,-1.0900114,-2.9051638,-3.0445228,-1.926517,-1.3796211,-2.7610934,-1.0036634,3.1355715,-0.47500449,-1.4803119,-0.54990745,GOOD
-2.962482,-0.3832643,-0.68536794,-0.53995168,-2.4711232,-1.2663932,-1.1729217,-0.071262501,-2.8933094,-1.6566203,-3.7900252,-2.2129333,1.2663035,-1.852523,-1.5877275,-1.7576617,0.064566195,5.0936794,-2.3177938,-3.3978417,-0.73316634,-2.8784556,-2.9594088,-1.9315416,-1.7768186,-2.7887464,-1.1327645,2.2821019,-0.44315928,-1.5744691,-0.22285128,GOOD
-2.957274,0.05065611,-0.62433374,-0.37826622,-2.6927216,-1.4311876,-1.0889982,0.056166183,-3.0034316,-1.9625112,-4.0912867,-2.0461431,1.3711725,-1.9347539,-1.4762124,-1.7009233,0.39814499,4.6654544,-2.4672592,-3.7226603,-0.89895844,-3.0826032,-2.7050848,-1.6366582,-1.817511,-2.7628188,-1.010398,2.7209387,-0.58249855,-1.7821486,-0.16535038,GOOD
-3.1012704,0.23670682,-0.066346109,-0.57165259,-2.4446933,-1.3752005,-0.65542376,0.38822755,-2.821068,-1.3503958,-3.7238796,-2.0427995,1.3533392,-1.2892464,-1.8541285,-1.469134,0.47291791,5.1161485,-2.3865197,-3.6960502,-1.2117201,-3.0628133,-2.6802773,-1.6138573,-0.97230083,-2.7998853,-0.81228602,3.8133852,-0.46110326,-1.3541472,-0.8346315,GOOD
-3.1556773,-0.4289121,-0.19096208,-0.6280272,-2.4648151,-1.3307161,-0.90861487,-0.43698776,-3.3423245,-1.4948212,-3.9690225,-2.0677328,1.5372803,-1.8467766,-1.5777694,-1.5145719,0.12144035,5.1087475,-2.2867985,-3.5539572,-1.1376441,-3.1657457,-2.6382093,-1.4616497,-1.7936281,-2.7065399,-1.2376997,2.1544583,-0.19345115,-1.6453104,-0.16664422,GOOD
-3.0149355,-0.50303066,-0.008893013,-0.65828896,-2.3806639,-1.4186499,-0.85941672,-0.062191207,-3.1412609,-1.4422611,-3.9063642,-1.9724867,1.590018,-1.7405964,-1.82996,-1.4138117,0.17211038,5.0044498,-2.3544016,-3.8122673,-1.2113705,-3.0663283,-2.7610486,-1.509666,-1.5610768,-2.755348,-1.240447,2.4064102,-0.41319907,-1.5000253,-0.30194116,GOOD
-2.9782286,0.060261518,-0.11928475,-0.59984136,-2.5758207,-1.3434124,-0.88845336,0.21738718,-2.8111949,-1.4215462,-3.7085855,-2.112848,1.3788199,-1.3841573,-1.6620693,-1.6679286,0.42809898,5.2672648,-2.4480262,-3.5750387,-1.1845772,-2.9695275,-2.7792654,-1.6285479,-1.026993,-2.8354654,-0.93791473,3.3877027,-0.3949731,-1.4156454,-0.66058135,GOOD
-2.8514585,-0.41566211,-0.13122129,-0.71961033,-2.3555822,-1.3770316,-1.3913924,-0.093416266,-2.7562823,-1.7261344,-3.8859217,-2.0880339,1.348076,-1.5638046,-1.4936448,-1.7442931,0.26993537,4.8339949,-2.3558693,-3.6687622,-1.0851908,-2.8052046,-3.0233994,-1.6914859,-2.0150747,-2.743119,-1.4512924,2.3231401,-0.4772867,-1.5949607,-0.33480275,GOOD
-2.9676321,-0.30021232,-0.06054467,-0.79051358,-2.4672806,-1.3686733,-0.97819185,-0.19802786,-3.2540247,-1.5622758,-3.9115975,-2.0866148,1.3819021,-1.7220045,-1.7362251,-1.6191275,0.28226334,5.0601859,-2.3971026,-3.7495773,-1.1145253,-3.1140969,-2.7937953,-1.591787,-1.6688631,-2.9224508,-1.1920676,2.4410689,-0.35570449,-1.7000027,-0.27660042,GOOD
-3.1025054,-0.64324546,0.005961239,-0.78670263,-2.4588599,-1.610672,-1.0673915,-0.10433569,-3.1839519,-1.3697177,-3.9861684,-2.1783702,1.5612813,-1.6808499,-1.7709799,-1.4282666,0.036620259,5.2124515,-2.1953974,-3.5932686,-1.0353481,-2.9592803,-2.5668333,-1.4299186,-1.7021427,-2.7177539,-1.4801781,1.8349297,0.001626924,-1.5129721,-0.22118247,GOOD
-3.1212204,-0.3327004,-0.12836409,-0.66588789,-2.3832226,-1.3303475,-0.78309345,-0.014114846,-3.0571585,-1.3722459,-3.8168042,-2.0339751,1.3305433,-1.4587239,-1.7661947,-1.5599381,0.081513882,5.2446523,-2.35848,-3.5136085,-0.96006405,-3.040262,-2.6595674,-1.6549758,-1.3736112,-2.8871088,-1.0371391,2.930944,-0.23098825,-1.4044216,-0.52563471,GOOD
-3.0739894,-0.52462828,0.0264346,-0.77113634,-2.4191208,-1.6569223,-0.77237272,-0.15301178,-3.3508317,-1.5626675,-3.9915197,-2.0103776,1.651899,-1.4957765,-1.8563749,-1.4019326,0.29473174,4.784255,-2.4824548,-3.8302076,-1.2587296,-3.3291023,-2.5775585,-1.3630434,-1.5733724,-2.9236965,-1.3588306,2.6599808,-0.29769015,-1.4460843,-0.43239242,GOOD
-3.0453238,-0.21359424,-0.057233214,-0.66729021,-2.4759793,-1.552793,-0.92697036,0.19303916,-3.0962441,-1.5211934,-3.832376,-2.1822178,1.5488462,-1.4712484,-1.7717139,-1.4880841,0.24169746,5.2713113,-2.5106788,-3.688962,-1.0461907,-3.1182604,-2.8598006,-1.4985764,-1.2597271,-2.8270991,-1.2865624,3.0187306,-0.16544048,-1.4057922,-0.67308342,GOOD
-2.745023,0.10863197,-0.59297252,-0.50688499,-2.5706656,-1.2856867,-1.0791734,0.29538536,-2.5212135,-1.6368998,-3.684443,-2.2741024,1.2280948,-1.8598,-1.4774464,-1.8261317,0.24318683,5.0301118,-2.45155,-3.5307972,-0.70152283,-2.6883016,-2.9558449,-1.9921867,-1.6125699,-2.8871157,-1.0499549,2.8036273,-0.82738394,-1.5559998,-0.2804538,GOOD
-2.8932767,0.31552801,-0.5586077,-0.35296804,-2.5377426,-1.4417691,-0.43023992,0.27218887,-2.9461913,-1.789596,-3.9024253,-2.1580839,1.3841516,-1.2616049,-1.8347207,-1.713336,0.42385593,4.715858,-2.4711223,-3.4800756,-0.95162952,-3.2743037,-2.465209,-1.6279151,-1.1077888,-2.9466412,-0.58728641,3.8065054,-0.52939487,-1.323988,-0.80117267,GOOD
-2.6504989,-0.58199418,-0.20993161,-0.82381713,-2.5657668,-1.1318932,-1.2565007,0.05668525,-2.8246713,-1.6575686,-3.7333961,-2.1264131,1.3024238,-1.6836087,-1.4458172,-1.6490624,0.28578418,5.0730171,-2.3384328,-3.490941,-0.98534667,-2.7262323,-2.8358927,-1.9865875,-1.7082131,-2.736603,-1.1525663,1.9888401,-0.61609608,-1.4235835,-0.51244962,GOOD
-3.2864304,-0.26787966,-0.069264233,-0.80505311,-2.318213,-1.3363924,-0.60746384,-0.071866207,-3.1731081,-1.4346412,-3.7527452,-2.094116,1.4911556,-1.3998005,-1.9461993,-1.5423824,0.1245636,5.2902527,-2.3453507,-3.5460076,-1.146337,-3.3030658,-2.5604675,-1.592828,-1.1704994,-3.0196097,-0.95146358,3.2162578,-0.30325818,-1.4053488,-0.65855628,GOOD
-2.8203862,-0.48402226,-0.061070323,-0.8562063,-2.4837055,-1.3382475,-1.1257838,-0.057645012,-2.8486388,-1.4897059,-3.8238578,-2.2321267,1.3804787,-1.605782,-1.5477644,-1.6230675,0.080059648,5.0928836,-2.2266598,-3.6648519,-1.0526757,-2.8210323,-2.8008099,-1.6676069,-1.7855481,-2.7129183,-1.3090789,2.1871548,-0.69918394,-1.4498203,-0.29558617,GOOD
-3.0966184,-0.41612697,-0.030520499,-0.60763061,-2.4246199,-1.46737,-0.77770364,-0.14208944,-3.2589633,-1.442575,-3.9180739,-2.0990071,1.4286232,-1.6247391,-1.8314246,-1.4585066,0.17719564,4.9546599,-2.3878298,-3.7491593,-1.2659889,-3.2156239,-2.7177615,-1.5328145,-1.4864914,-2.8170726,-1.2613674,2.6639128,-0.10259329,-1.5377588,-0.41981542,GOOD
-2.8966229,-0.13615493,0.024141312,-0.81590843,-2.4679937,-1.6172476,-1.0204983,0.10487307,-2.8583794,-1.5015706,-3.7467015,-2.3531206,1.5178502,-1.4944746,-1.7757924,-1.4333278,0.2696895,5.1592226,-2.3490343,-3.6931794,-1.0297188,-2.9323969,-2.5865951,-1.3468171,-1.279826,-2.7637575,-1.3073291,2.67803,-0.52073705,-1.387264,-0.79441148,GOOD
-3.1217268,-0.49545425,-0.048841894,-0.68691152,-2.4533119,-1.5263083,-0.93706727,-0.28244916,-3.3360705,-1.6342072,-3.9585998,-2.0487146,1.5931945,-1.8980336,-1.7298576,-1.4372194,0.058715999,4.9251876,-2.2330189,-3.8579183,-1.0655999,-3.0591297,-2.6699336,-1.4839134,-1.8219385,-2.6396577,-1.1882064,2.1950307,-0.39558542,-1.8079786,-0.23445666,GOOD
-3.0127347,-0.26966852,-0.15371186,-0.77957278,-2.3743432,-1.4270432,-0.98452318,0.13623716,-3.08377,-1.5409855,-3.6651819,-2.2862883,1.3652017,-1.7626981,-1.6583922,-1.4250419,0.17941567,5.1116686,-2.31006,-3.7117832,-0.72505516,-3.083112,-2.6949463,-1.5222497,-1.3970562,-2.6986287,-1.3147928,2.4895341,-0.5329712,-1.4243801,-0.48471588,GOOD
-2.9695163,-0.49474654,-0.051123142,-0.80181253,-2.4911537,-1.5395315,-0.9412545,0.1191994,-3.1417592,-1.5216905,-3.773536,-2.2986591,1.4947631,-1.721821,-1.7922342,-1.5787188,0.20119914,5.1863523,-2.4026926,-3.6750257,-1.0044996,-3.198457,-2.7753558,-1.6450577,-1.3440071,-2.8998673,-1.2712293,2.5775449,-0.30573088,-1.5949724,-0.38067442,GOOD
-3.0079901,-0.36072212,-0.13383722,-0.77452374,-2.4290318,-1.3528595,-0.89294815,0.052710336,-3.1098273,-1.4888128,-3.771842,-2.0755191,1.4197903,-1.7091495,-1.5930377,-1.4638742,0.19419444,4.918354,-2.3822618,-3.6595101,-0.90652323,-3.0355723,-2.7447426,-1.7807684,-1.5519208,-2.6528611,-1.1452798,2.5479493,-0.48350149,-1.5196943,-0.30177933,GOOD
-2.8288805,0.63591969,0.006787717,-0.79174244,-2.5693266,-1.4739246,-1.1057581,0.89318234,-2.2929885,-1.691003,-3.4186246,-2.2102146,1.4327168,-1.1495752,-1.5293773,-1.7709386,0.76290572,5.180182,-2.6591487,-3.4500151,-1.164991,-2.8397572,-2.9482703,-1.6784282,-0.62359828,-3.0133595,-0.83855426,4.1592541,-0.89938682,-0.99903607,-1.2916509,PPB
-2.5804803,0.95256889,-0.48698294,-0.5602324,-2.3862569,-1.2629325,-1.2079389,0.62405324,-2.3029873,-1.7072041,-3.7356725,-2.3742385,1.1313727,-1.3196685,-1.3452846,-2.1075034,0.85892522,5.0743589,-2.567915,-3.1752808,-1.0373398,-2.8281231,-3.1677756,-1.9370726,-1.043578,-3.2555134,-0.89466631,4.0604725,-0.92920256,-1.3854983,-1.0504661,PPB
-2.9236391,0.24756244,0.11552858,-0.85999358,-2.4170644,-1.6097631,-1.0488269,0.73465002,-2.1832755,-1.5727681,-3.1044242,-2.1184096,1.4994001,-1.2912432,-1.429063,-1.3720056,0.5567376,5.0710168,-2.5630693,-3.682512,-0.90104783,-2.8417308,-2.7021532,-1.7463623,-0.99347705,-2.8449304,-1.0149628,3.4445887,-1.0475831,-1.2052841,-0.98188633,PPB
-2.8535576,0.74577188,-0.40346396,-0.41128498,-2.497323,-1.2129133,-1.0242071,0.25792766,-2.6077876,-1.8297263,-3.7812469,-2.275948,1.2567813,-1.4376674,-1.5849441,-1.8062456,0.80903232,5.0696659,-2.3665013,-3.5929961,-1.1325939,-2.8749466,-3.0735216,-1.7928879,-1.357764,-2.8887386,-0.8276217,3.5116863,-0.96939468,-1.677563,-0.84685874,PPB
