feature_929,feature_648,feature_533,feature_374,feature_146,feature_162,feature_292,feature_2,feature_125,feature_105,feature_36,feature_239,feature_684,feature_771,feature_3,feature_361,feature_505,feature_905,feature_385,feature_395,feature_822,feature_119,feature_52,feature_100,feature_71,feature_382,feature_164,feature_579,feature_195,feature_59,feature_857,class
-2.8200951,0.29189482,0.10715407,-0.81089389,-2.4405487,-1.489511,-1.2946491,0.19315802,-2.7188962,-1.7082616,-3.6894722,-2.0360689,1.3516097,-1.5424871,-1.7333145,-1.5521383,0.65588146,4.9818292,-2.5763435,-3.7986026,-0.98170674,-2.9912729,-2.8077273,-1.6271191,-1.5816463,-2.8081696,-1.2708198,3.1643491,-0.68486124,-1.4197915,-0.53090012,PPB
-2.8668964,0.31029549,-0.071483135,-0.77861583,-2.5418754,-1.3228142,-1.2372463,0.39100468,-2.5465055,-1.8358538,-3.4498086,-2.3852141,1.1725228,-1.479707,-1.6897573,-1.4556404,0.82201123,5.0337734,-2.6427641,-3.8113654,-0.90773463,-3.0189843,-3.0387363,-1.7851415,-1.4027861,-2.8123789,-1.2585775,3.2284076,-1.0018164,-1.3906069,-0.93969083,PPB
-2.8842657,0.41985211,-0.010996282,-0.74453354,-2.5866685,-1.3489628,-1.1959946,0.67834914,-2.4512937,-1.9231564,-3.6296873,-2.01548,1.3342204,-1.1446027,-1.631636,-1.5630553,0.84836429,5.2113509,-2.9051096,-3.7560949,-0.99327958,-3.01266,-2.9845703,-1.6581448,-1.3866856,-2.9352221,-1.1324137,3.8821704,-0.84768158,-1.2407682,-0.95104873,PPB
-2.7070851,0.62176561,-0.027342558,-0.87243527,-2.6286979,-1.274966,-1.1456076,0.75696945,-2.3041561,-1.6625302,-3.4018402,-2.2253189,1.1928887,-1.2789078,-1.5766284,-1.6385903,0.82238722,5.25069,-2.747345,-3.6918433,-0.99741244,-2.7649686,-3.093946,-1.7450581,-1.0451155,-3.0282681,-0.99476397,3.995039,-1.0076066,-1.1337514,-0.89817649,PPB
-2.9522119,0.80980623,0.013912678,-0.76192498,-2.6123388,-1.3078415,-1.0386605,0.5951438,-2.2977867,-1.9313728,-3.4275386,-2.3623219,1.4315693,-1.345294,-1.6164416,-1.6588559,0.8390041,5.0847311,-2.7275949,-3.7134776,-1.1938339,-3.0193884,-3.0590191,-1.7655742,-1.0392628,-3.0392289,-1.0466483,3.7845178,-0.98567402,-1.2537966,-0.89772642,PPB
-2.771965,0.29030624,0.19648376,-0.88299733,-2.453413,-1.6462328,-0.99269187,0.73113215,-2.208967,-1.5948852,-3.3781872,-2.2995195,1.3990965,-1.3199826,-1.6812195,-1.4551617,0.56116486,5.1025572,-2.616034,-3.9546659,-1.0236416,-2.7455084,-2.9979639,-1.601521,-1.1749126,-2.920851,-1.420306,3.242624,-1.2040324,-1.1271712,-0.82283723,PPB
-3.0064185,0.12265024,-0.01619935,-0.62732542,-2.5691943,-1.6734631,-1.012238,0.64717603,-2.445617,-1.486292,-3.5467541,-2.2533457,1.3990998,-1.2611346,-1.798544,-1.5307204,0.59495986,5.0874028,-2.5769625,-3.6542578,-1.2023858,-2.9281793,-2.8968596,-1.6336288,-1.0805471,-2.8537774,-1.2544465,3.4864259,-0.5799498,-1.0570179,-0.76263404,PPB
-3.0679712,0.52698326,-0.11471647,-0.62253016,-2.507699,-1.5335736,-0.99636531,0.59142387,-2.8295429,-1.9091256,-3.5049703,-2.4186642,1.4435575,-1.6674823,-1.8575113,-1.3128464,0.74056113,5.3209605,-2.702652,-3.8951616,-0.84181976,-3.1871607,-3.0564899,-1.6783693,-1.080803,-2.9448462,-1.2924819,3.603466,-0.77301455,-1.2357059,-0.91300488,PPB
-2.8220189,0.6478287,-0.009579837,-0.87457645,-2.5709517,-1.6032093,-1.0971168,0.74299866,-2.5699265,-1.7002367,-3.542706,-2.3193035,1.3912036,-1.3350493,-1.6252251,-1.6061696,0.8218534,5.077395,-2.4951921,-3.5292537,-1.0844091,-3.0715635,-2.8289635,-1.6368877,-0.79877752,-3.0505917,-1.0870099,3.8508615,-0.89533615,-1.2144756,-1.1289968,PPB
-2.6345623,-0.17582448,0.018477142,-0.73792964,-2.2680755,-1.7818131,-1.0859039,0.29908082,-2.53613,-1.5029439,-3.7111447,-2.1761034,1.5295682,-1.2760196,-1.8199124,-1.4852039,0.53730798,4.51508,-2.3681026,-3.8628926,-0.8925823,-2.9602029,-2.8216205,-1.6286235,-1.5434184,-2.868593,-1.5916264,2.9948049,-0.93167901,-1.3664322,-0.89826953,PPW
-2.8235669,-0.60168409,-0.12134343,-0.94348687,-2.2413998,-1.9600394,-1.3438474,0.022561084,-3.1083319,-1.5965785,-3.7926636,-2.3043621,1.7102822,-1.9400468,-1.684031,-1.3574815,0.29365125,4.4667039,-1.9852393,-3.72615,-0.91181183,-3.1048238,-2.5672421,-1.14031,-1.6900643,-2.635102,-1.715306,1.8665779,-0.55881649,-1.4934793,-0.30349052,PPW
-2.9816508,-0.50805193,-0.093097866,-0.78906643,-2.2145805,-1.5420303,-1.0238613,0.052226078,-2.9512706,-1.6101025,-3.7279112,-2.15272,1.5084012,-1.6173977,-1.8510126,-1.4367396,0.30159548,4.654614,-2.2730355,-3.9263005,-0.97573352,-3.1787276,-2.8556445,-1.5247079,-1.748857,-2.755162,-1.5298469,2.598943,-0.67256606,-1.4455073,-0.51533502,PPW
-2.9694681,-0.83412445,-0.180318,-0.87438011,-2.5901923,-1.6037676,-1.0659751,-0.14622694,-3.3055007,-1.9257767,-4.0121608,-2.0755081,1.5420589,-1.5394731,-1.8650156,-1.4811761,0.11902547,4.5157657,-2.3848841,-3.699023,-1.0816056,-3.3504565,-2.7617633,-1.5672976,-1.9301959,-2.7574823,-1.4479083,2.4233716,-0.40987724,-1.5874426,-0.44159395,PPW
-3.2081573,-0.94575143,-0.023471117,-0.7294234,-2.6552331,-1.3460963,-0.95376539,-0.35209635,-3.4381239,-1.6363863,-3.9360378,-1.92379,1.386415,-1.7583684,-1.6304986,-1.3556472,-0.05686453,5.5111818,-2.2009888,-3.7339964,-1.3440644,-3.1307766,-2.9256136,-1.6195488,-1.9783726,-2.4906743,-1.0748,2.0403199,-0.087954983,-1.7230861,-0.36866903,PPW
-2.9176991,-0.69157326,-0.31383502,-0.6065039,-2.2492805,-2.0118306,-1.1855808,-0.59392226,-3.3515654,-1.8311526,-4.115232,-2.2914217,1.812953,-1.9730327,-1.8763505,-1.5235764,0.079779297,4.3829288,-2.0642385,-3.887501,-0.90551353,-3.3650794,-2.4619071,-1.0285822,-2.3582587,-2.4602945,-1.8770268,1.5911145,-0.51045078,-1.9291689,-0.38003558,PPW
-3.1547868,-0.84287965,0.067710698,-0.8107385,-2.4046376,-1.2954724,-1.1058521,-0.16184376,-3.3933363,-1.7875096,-3.8719065,-1.9215531,1.531111,-1.9388964,-1.836558,-1.3519199,0.24348256,5.6458917,-2.3941092,-3.955601,-1.2700791,-3.0558853,-3.0886874,-1.6641732,-1.8356072,-2.7276211,-1.2293241,1.9302595,-0.18454151,-1.7023382,-0.19309527,PPW
-2.725837,-0.37547708,0.076828301,-0.74336237,-2.4067128,-1.6277511,-1.1005626,0.18373232,-2.9714062,-1.8467814,-3.7239192,-2.0549269,1.7049239,-1.6915644,-1.7718366,-1.4082296,0.39622357,4.651576,-2.5726271,-3.8868635,-1.113438,-3.0892334,-2.9591799,-1.5354905,-1.55407,-2.810051,-1.3928001,2.8398638,-0.61609805,-1.4560008,-0.61477113,PPW
-2.7451191,-0.46179032,0.069290698,-0.77668202,-2.2586305,-1.6597507,-1.2570359,0.066772141,-2.9177847,-1.6146437,-3.819685,-2.1229568,1.7154229,-1.7166011,-1.6857408,-1.6105891,0.37467748,4.6886439,-2.0806198,-3.7569139,-1.1304183,-2.8699682,-2.9337003,-1.5790194,-1.677328,-2.7468798,-1.5083025,2.2675674,-0.7152245,-1.6150053,-0.52434665,PPW
-3.0099261,-0.57885039,-0.10778165,-0.6973505,-2.2933474,-1.4797843,-0.92057693,-0.14363448,-3.4855769,-1.5919001,-3.9428127,-1.9478271,1.6192789,-1.9745976,-1.7701576,-1.3803279,0.26646984,5.01793,-2.2690701,-3.963743,-1.0281337,-3.1868412,-2.8863707,-1.4175498,-1.7272464,-2.7711649,-1.4329931,2.2200408,-0.37209636,-1.6403866,-0.25371259,PPW
-2.8867528,-0.38534671,0.084830701,-0.6444152,-2.3689365,-1.7907128,-1.0292585,-0.029112954,-3.1939008,-1.8895501,-3.8775702,-2.0327127,1.8284409,-1.6702176,-1.8638749,-1.6329213,0.21308658,4.8481865,-2.2480311,-3.7071538,-0.91046989,-3.1365106,-2.6807649,-1.5277691,-1.3476106,-2.7569244,-1.1332476,2.7629268,-0.45271319,-1.6448824,-0.61791009,PPW
-3.3187034,-0.58651859,-0.10266441,-0.62636018,-2.313822,-1.4019482,-0.89889348,-0.093113177,-3.4076366,-1.909979,-3.8575947,-1.7753901,1.7114568,-1.8740485,-1.7555573,-1.3806952,0.15913367,4.8458805,-2.2370195,-3.9680979,-1.0650995,-3.2220769,-2.8729727,-1.408972,-1.6214877,-2.5400279,-1.0703692,2.5630462,-0.34672683,-1.7077768,-0.15106231,PPW
-2.9882684,0.46338204,-0.043783188,-0.73533714,-2.4760685,-1.7282047,-1.2484109,0.20362802,-2.6468213,-2.1628509,-3.6310697,-2.3228362,1.8484111,-1.3124739,-1.7752808,-1.9763067,0.44398218,4.7101297,-2.4197893,-3.3137791,-0.89431155,-3.1538949,-2.8488688,-1.7660043,-1.1187927,-2.8592365,-1.126124,3.5961573,-0.57328546,-1.4235778,-0.93874097,PPW
-2.7177818,-0.85656893,-0.1874063,-0.75951558,-2.2012587,-1.7931216,-1.0527803,-0.018188018,-3.2072253,-1.8357347,-4.0567598,-1.9434597,1.8014303,-1.6738899,-1.7585621,-1.4748368,0.14959759,4.257381,-2.242744,-3.9971189,-0.95518112,-3.2460892,-2.9069324,-1.3231802,-1.9450154,-2.6835856,-1.7389307,2.5121417,-0.66160679,-1.5844028,-0.37918764,PPW
-3.0373859,-0.50153375,0.070703447,-1.0009953,-2.2277551,-1.6105261,-1.0099045,0.11903114,-3.209595,-1.5712166,-3.7049911,-1.9566324,1.6185069,-1.8728622,-1.7795576,-1.2827134,0.34886077,4.7450023,-2.1948533,-4.004703,-1.0003563,-3.250957,-2.6455669,-1.2767601,-1.3992875,-2.8948979,-1.3556092,2.6690812,-0.65635622,-1.4314971,-0.25292271,PPW
-3.032757,-0.33991221,-0.12926805,-0.75970036,-2.2304502,-1.5353036,-0.94509006,0.14510433,-3.1344836,-1.5456024,-3.8087568,-2.0400846,1.4323535,-1.7202955,-1.9428434,-1.2985573,0.41844454,4.700748,-2.3002615,-3.9493935,-1.0545055,-3.2175233,-2.7944345,-1.2261862,-1.4165376,-2.7895389,-1.3636651,2.7900178,-0.52492887,-1.3778982,-0.3836568,PPW
-3.0632966,-0.19625103,-0.097575545,-0.68970102,-2.4284644,-1.7057941,-1.0507836,0.15237679,-2.9562604,-1.8581799,-3.7146025,-2.1320601,1.6636072,-1.551488,-1.864871,-1.7342827,0.24877575,4.7692723,-2.3371024,-3.5970299,-0.9540509,-3.1649215,-2.7678542,-1.5774329,-1.2493902,-2.7879252,-1.2700883,2.9571035,-0.39201158,-1.5399466,-0.67993093,PPW
-2.9920738,0.13706157,-0.025547266,-0.78965759,-2.2636771,-1.7399495,-1.0519429,0.35806677,-2.6939621,-1.6474563,-3.6592956,-2.3041446,1.5610372,-1.5273533,-1.8829623,-1.5086666,0.57609874,4.822876,-2.3432727,-3.7778301,-0.91154444,-3.1222916,-2.7967248,-1.4434346,-1.1852657,-2.883575,-1.4314337,3.4116313,-0.78729725,-1.3146024,-0.79280329,PPW
-3.089452,-0.42654261,-0.39441663,-0.59557837,-2.1991205,-1.6132483,-1.156774,-0.57629919,-3.4868433,-1.873732,-4.0802279,-2.1109538,1.768522,-1.8572881,-1.947619,-1.4705201,0.34787056,4.2336483,-2.0429184,-3.6004057,-1.20529,-3.6013732,-2.0433991,-1.1225674,-2.1464,-2.3887167,-1.4613934,1.524101,-0.17786352,-1.7754283,-0.29830098,PPW
-3.0449409,-0.23623051,-0.14141726,-0.66284633,-2.363117,-1.6409616,-1.0384815,0.23404787,-2.9246557,-1.6932853,-3.6807127,-2.0871069,1.5619544,-1.8342317,-1.8834095,-1.3239201,0.41737169,4.9499006,-2.3996589,-3.9433067,-0.96595991,-3.2089086,-2.7807682,-1.464936,-1.3957975,-2.8107474,-1.3289723,2.7651935,-0.55434811,-1.3827162,-0.38012534,PPW
-2.8653219,-0.27483588,0.010004997,-0.72768897,-2.2692828,-1.6900835,-1.2270125,0.17558093,-2.595768,-1.489836,-3.7007766,-2.3231022,1.579612,-1.6246547,-1.8003179,-1.5787044,0.32126319,4.6990333,-2.2908196,-3.7085574,-0.95527291,-2.9463077,-2.8302526,-1.5691253,-1.4723983,-2.745892,-1.6022558,2.7205818,-0.60903722,-1.4251103,-0.59039903,PPW
-2.9988809,-0.13184258,-0.2982114,-0.53480023,-2.4431884,-1.6936166,-1.0196841,-0.040541876,-3.0566416,-1.9185464,-3.9579744,-2.1924114,1.753926,-1.7239066,-1.9215335,-1.6672496,0.41703072,4.5188804,-2.3367128,-3.6928816,-1.0385334,-3.2940257,-2.7322996,-1.4970615,-1.4698118,-2.7235467,-1.3859267,2.8630409,-0.34257609,-1.6206355,-0.5220468,PPW
-2.9018543,-0.73240924,-0.015077472,-0.86537671,-2.2479718,-1.6242008,-0.95483589,-0.008203943,-3.3166525,-1.7352816,-3.8278091,-1.9487309,1.7058803,-1.6283561,-1.9862043,-1.3053677,0.18003193,4.5268922,-2.3432722,-3.8865924,-1.1576015,-3.3238242,-2.6406808,-1.3335421,-1.5636309,-2.7173984,-1.3056688,2.5934105,-0.4325887,-1.4088778,-0.50683361,PPW
-2.9354331,0.36839065,0.27085871,-0.78832436,-2.4807186,-1.9680796,-1.1950891,0.63326073,-2.4410505,-1.9043535,-3.5170777,-2.3364751,1.6183414,-1.4391918,-1.9023759,-1.4691066,0.75700426,4.8352928,-2.532881,-4.0148101,-0.96620488,-3.0083961,-2.8104343,-1.470737,-1.2665704,-2.828789,-1.4800785,3.4768274,-0.80799568,-1.4561121,-0.71432257,PPW
-2.8836584,-0.35172382,-0.18975604,-0.74135631,-2.33163,-1.6254377,-1.1322515,-0.13056244,-3.2559516,-1.6693604,-3.9241772,-2.1275835,1.6291425,-1.6943288,-1.8439882,-1.7135009,0.22815222,4.7434702,-2.3511744,-3.6844356,-1.1331395,-3.2201009,-2.9536958,-1.3737544,-1.6834458,-2.8488109,-1.5535614,2.517585,-0.45338446,-1.6928635,-0.53146678,PPW
-2.6936414,-0.48438537,-0.072959006,-0.9189766,-2.2221882,-1.8258476,-1.3893012,0.17923291,-2.6244004,-1.4074492,-3.6663048,-2.3425186,1.5708165,-1.6911659,-1.6406841,-1.5226325,0.34444961,4.737442,-2.1640973,-3.7839553,-0.93886983,-2.8715248,-2.761466,-1.4601878,-1.6134317,-2.7147386,-1.7283609,2.2793605,-0.85226846,-1.2970223,-0.51754558,PPW
-2.7451475,-0.24677494,-0.015186906,-0.74013489,-2.2128234,-1.7646897,-1.3551537,0.29856336,-2.7050385,-1.4508606,-3.660346,-2.1630502,1.495522,-1.4704113,-1.9504179,-1.5922987,0.50205898,4.7499166,-2.3953667,-3.7993102,-1.0728223,-2.8378789,-3.0225773,-1.6069047,-1.3718463,-2.8886776,-1.4382272,3.1271868,-0.53048217,-1.5359788,-0.6242581,PPW
-3.1996863,-0.057131857,-0.10186648,-0.72967052,-2.4701216,-1.3063123,-0.83813584,0.25300035,-3.0850694,-1.7331263,-3.6854515,-2.0879562,1.4916196,-1.5980695,-1.9034703,-1.5628108,0.38442397,5.0175252,-2.4066739,-3.7602575,-1.0533013,-3.1603255,-2.8998549,-1.6645585,-0.8912074,-2.8292685,-0.87296772,3.5316107,-0.35027844,-1.2820735,-0.61100495,PPW
-3.0439751,-0.2001761,-0.021152556,-0.70072699,-2.4155285,-1.5431466,-0.74437273,0.004387896,-3.2730525,-1.8284029,-3.9334149,-2.0404432,1.6196915,-1.5354522,-2.0817952,-1.5350188,0.33910266,4.6756978,-2.3339825,-3.7517989,-1.1312566,-3.2925849,-2.7003598,-1.5600319,-1.3413761,-2.8275161,-1.0504858,3.3177297,-0.42621821,-1.5662975,-0.77797979,PPW
-2.7263334,-0.44224665,-0.18899655,-0.80649114,-2.3158164,-1.8035221,-1.0911286,0.28222457,-2.9371197,-1.5959231,-3.8442273,-2.2912774,1.6116526,-1.7459955,-1.922706,-1.5312923,0.39103621,4.7225585,-2.3499308,-3.8393605,-0.96249473,-3.0723484,-2.968693,-1.5028028,-1.578365,-2.9324036,-1.7512225,2.4176097,-0.58347183,-1.3964713,-0.60729891,PPW
-2.7543657,-0.55881375,-0.035125673,-0.9634912,-2.362025,-1.6009538,-1.1670769,0.15399949,-2.8290346,-1.6741449,-3.7524149,-1.9985154,1.7674119,-1.8718777,-1.5221131,-1.4294691,0.22635531,5.0743208,-2.2082357,-3.9608226,-0.80114305,-2.8109965,-2.8708336,-1.6707989,-1.8121747,-2.718662,-1.3879273,2.3260934,-1.0713555,-1.3486106,-0.30371398,PPW
-3.0032623,-0.65262222,-0.01030004,-0.93693131,-2.2786107,-1.6392972,-0.95087886,0.2615878,-2.6029418,-1.2092193,-3.6405416,-2.1311319,1.4927599,-1.4385992,-1.8431189,-1.4770714,0.2110725,4.7980227,-2.0921497,-3.8732064,-1.1373446,-2.8841124,-2.4739962,-1.5120595,-1.4019514,-2.7392178,-1.3801756,2.4645343,-0.83683014,-1.0566649,-0.45767671,PPW
-2.9315226,-0.39777195,0.10239497,-0.80152124,-2.2371821,-1.8604126,-1.00746,-0.10325115,-3.1632879,-1.8552555,-3.8804314,-2.2251315,1.6881884,-1.7380326,-1.9527891,-1.2836523,0.26764268,4.48698,-2.3556457,-3.9099517,-1.0849349,-3.3002198,-2.6514323,-1.3535393,-1.7220985,-2.8210087,-1.5097609,2.4115577,-0.6202724,-1.5520692,-0.50513852,PPW
-2.8916802,-0.42936593,-0.066877544,-0.80734795,-2.3616178,-1.7045715,-1.1390698,0.20001952,-2.9392998,-1.7838868,-3.7537072,-2.2918286,1.5657395,-1.5784366,-1.847954,-1.5712109,0.33112827,4.7134323,-2.2499676,-3.82494,-0.91152525,-3.1875324,-2.7390161,-1.406224,-1.5205408,-2.8413134,-1.5976644,2.6843905,-0.74079669,-1.5174458,-0.81543958,PPW
-2.7878046,0.034045368,-0.092106283,-0.74619377,-2.2447398,-1.6401815,-1.1272458,0.13794814,-2.6368735,-1.6055571,-3.730885,-2.2257843,1.8472142,-1.3437624,-1.841964,-1.996354,0.15223315,4.626359,-2.1106904,-3.268316,-0.90225816,-2.9295428,-2.6614196,-1.4966543,-1.0903306,-2.8218956,-1.2127813,3.4483421,-0.70846063,-1.4223506,-0.9623276,PPW
-3.114372,-0.39265916,-0.066643119,-0.88061285,-2.3062036,-1.5289834,-1.0083659,0.19504623,-3.1310306,-1.4834092,-3.6545904,-2.0815122,1.480557,-1.6197625,-1.9588881,-1.5310397,0.30771285,5.0642104,-2.3167415,-3.7255752,-1.0583304,-3.2264891,-2.7557755,-1.4251907,-1.1380583,-2.9101675,-1.1689014,2.9793754,-0.30915821,-1.3095093,-0.63349867,PPW
-2.8932917,-0.073708445,0.082897007,-0.90029109,-2.4697804,-1.561934,-0.95624769,0.27553815,-3.0420949,-1.9814106,-3.4510486,-2.043637,1.532464,-1.6630065,-1.9418015,-1.5406168,0.45660454,4.9109807,-2.3044538,-3.8961973,-0.92081714,-3.1217985,-2.6655426,-1.5084146,-1.0319549,-2.7886534,-0.85162926,3.334383,-0.62219757,-1.3358097,-0.77540898,PPW
-3.023,-0.37641692,-0.06852299,-0.68839258,-2.3624547,-1.8531816,-1.1234519,-0.12161856,-3.2185833,-1.9502383,-3.9027123,-2.1839266,1.6587032,-1.910512,-1.8533651,-1.4883682,0.20379883,4.6887836,-2.3183422,-3.9217303,-0.71647,-3.1028714,-2.8927476,-1.2548189,-1.9176297,-2.6566956,-1.6525047,2.2905936,-0.47059321,-1.6899428,-0.31381154,PPW
-2.9709232,-0.081790745,-0.1198588,-0.67830342,-2.414737,-1.6533995,-0.86945546,0.40081948,-2.9143414,-1.4885939,-3.7159586,-2.2768152,1.5496285,-1.560642,-1.9077759,-1.6210995,0.3059971,4.9491658,-2.3901343,-3.7358329,-1.1383998,-3.0690691,-2.7659733,-1.4334285,-0.903413,-2.8362746,-1.0797329,3.1783657,-0.41198069,-1.4218805,-0.78561962,PPW
-2.91254,-0.27039793,0.058300316,-0.77296358,-2.5002646,-1.645098,-1.1899173,0.15970479,-2.9480565,-2.0106342,-3.7237842,-1.9830406,1.6563771,-1.520668,-1.969776,-1.6720171,0.29100958,4.9526782,-2.4534287,-3.7313552,-0.97286808,-3.1369541,-2.8544674,-1.5806606,-1.3905884,-2.7402303,-1.0245266,3.2951403,-0.60828769,-1.5384629,-0.83489013,PPW
-3.1377411,-0.10734791,-0.19346386,-0.79867393,-2.35199,-1.4996972,-0.96629703,0.14661525,-2.9705529,-1.5573992,-3.6588676,-2.1059482,1.4868257,-1.8656996,-1.7639652,-1.3421153,0.41907886,5.0648274,-2.4600294,-3.9701436,-0.91356921,-3.1989017,-2.8542068,-1.5369927,-1.5215191,-2.7693496,-1.4524283,2.8050499,-0.50044256,-1.5054007,-0.43288517,PPW
-2.9885654,-0.6991815,-0.32602072,-0.76822174,-2.1413631,-1.6306934,-1.2878247,-0.40685636,-3.4588873,-1.8010185,-3.8748577,-1.9085026,1.753916,-2.135345,-1.7329624,-1.3896565,0.20929241,4.3550453,-2.0009184,-3.782223,-1.2225368,-3.2791033,-2.4824564,-1.0527116,-2.1118984,-2.4408751,-1.3565004,1.6504461,-0.45702559,-1.6506062,-0.11668611,PPW
-3.0845454,-0.13131888,-0.23978418,-0.76037008,-2.3144166,-1.6261916,-1.1178483,0.073768266,-3.0004265,-1.7872955,-3.6378455,-2.2639532,1.4778109,-1.7745217,-1.762401,-1.4117578,0.53399503,4.8571115,-2.3501439,-3.7962692,-1.0031558,-3.2515676,-2.6876807,-1.4408343,-1.661564,-2.7864685,-1.4142162,2.5119455,-0.63328874,-1.4970694,-0.47733855,PPW
-2.7539694,-0.48032379,0.024742484,-0.8755331,-2.3138652,-1.8273306,-1.1274017,0.026756,-3.0054307,-1.7318822,-3.7305045,-2.2459419,1.565357,-1.548462,-1.8453461,-1.4828094,0.37101242,4.463903,-2.2898803,-3.8524895,-0.88473105,-3.2079303,-2.5626216,-1.2205381,-1.7487797,-2.725507,-1.6635733,2.4423175,-0.86927229,-1.4796698,-0.83461547,PPW
-3.0302742,-0.3270185,-0.15459585,-0.72318769,-2.4147091,-1.605453,-1.0111699,0.052383464,-3.029422,-1.8272744,-3.7019212,-2.154443,1.6169546,-1.7385722,-1.754729,-1.475316,0.37132791,4.8867164,-2.3263106,-3.8357725,-0.9987675,-3.1929672,-2.7202463,-1.4706779,-1.4459624,-2.8120224,-1.4147686,2.6106527,-0.65521896,-1.5267236,-0.5151794,PPW
-2.8272083,0.30336699,-0.21783614,-0.56634372,-2.2110527,-1.9476471,-1.2152549,0.0404406,-2.9548452,-1.8870804,-3.9620247,-2.2667832,1.6151378,-1.492913,-1.9344724,-1.7155017,0.62735242,4.2830276,-2.3598843,-3.6344612,-0.87704861,-3.2603831,-2.7968628,-1.4959035,-1.5847708,-2.8323278,-1.5170195,3.1221676,-0.47545415,-1.6042674,-0.68280113,PPW
-2.8558719,0.05959329,0.087571144,-0.73436725,-2.6823587,-1.6532676,-1.0511044,0.58966416,-2.6767428,-1.8975625,-3.7290123,-2.0553508,1.6660521,-1.2741224,-1.7997305,-1.6689407,0.53222716,4.6928477,-2.6236105,-3.7691634,-1.1545171,-3.0193455,-2.9891369,-1.5507156,-1.1428057,-2.8700256,-1.0473676,3.9628301,-0.76431602,-1.3612111,-0.83817106,PPW
-2.9206269,-0.12319514,-0.47534025,-0.70157158,-2.2880273,-1.8132946,-1.2400439,-0.28811651,-3.0571578,-1.8703529,-3.8616886,-2.3623364,1.7540343,-1.9280722,-1.9412513,-1.5473903,0.29191858,4.0934501,-2.2635903,-3.702976,-0.76480466,-3.4630766,-2.4270105,-1.3109661,-1.97763,-2.6402252,-1.7613355,2.2288218,-0.37313437,-1.5718975,-0.34125918,PPW
-2.7662342,-0.20423804,-0.028151393,-0.71510768,-2.2435281,-1.4671323,-1.036104,0.16554476,-2.7572906,-1.6328852,-3.7023067,-1.9928916,1.5616419,-1.5686213,-1.7571187,-1.3614174,0.50346309,4.6052804,-2.3241489,-3.9614666,-0.97556722,-2.9636219,-2.7629128,-1.6452103,-1.6261274,-2.7161391,-1.3950148,2.7989962,-0.77528119,-1.3215468,-0.55317843,PPW
-3.0373583,-0.4398931,0.050014973,-0.7887454,-2.2256598,-1.8306117,-0.99847031,-0.18330914,-3.2304323,-1.925446,-3.9883981,-2.1535823,1.6925908,-1.5257339,-2.0957272,-1.423328,0.3225764,4.3658075,-2.3382955,-3.985786,-1.0332782,-3.451509,-2.7937031,-1.2975957,-2.0025816,-2.7729592,-1.6978096,2.5143797,-0.48929942,-1.5202603,-0.4802444,PPW
-3.1372905,-0.34956163,-0.060290873,-0.55574083,-2.4659233,-1.4266419,-0.87152123,0.10506541,-2.9157412,-1.7184683,-3.7094862,-2.0456228,1.5960056,-1.3219281,-2.093734,-1.7995832,0.11601505,4.83213,-2.4297032,-3.6224043,-1.2219692,-3.0962527,-2.857393,-1.7357945,-0.99669105,-2.6727059,-0.81688756,3.8414969,-0.30373204,-1.4348443,-0.84261268,PPW
-3.1377766,-0.23718154,-0.070798397,-0.90630531,-2.0992017,-1.5865607,-1.2227796,-0.45750314,-3.2341118,-1.9256508,-3.8809569,-2.191777,1.7953708,-1.7693517,-1.6160908,-1.6601468,0.2505393,4.8521037,-2.0677319,-3.6162832,-0.80560708,-3.3221331,-2.5998614,-1.1708961,-1.9810491,-2.7074747,-1.7438188,2.0901434,-0.55588543,-1.8048558,-0.58118337,PPW
-2.9133959,0.17531419,-0.018533349,-0.6541065,-2.4524722,-1.7124276,-1.0301147,0.28312099,-2.718889,-1.6983221,-3.6965334,-2.2688389,1.5410905,-1.4374678,-1.886609,-1.5131269,0.59911871,4.8588414,-2.4455242,-3.8829103,-1.0183867,-3.01403,-2.703949,-1.4839337,-1.3087174,-2.8297696,-1.3532344,2.9159293,-0.62082827,-1.47594,-0.64686048,PPW
-2.6399872,0.16505611,-0.10580409,-0.54482228,-2.3264055,-1.3154764,-0.64309299,0.30853066,-2.7859585,-1.7944618,-3.7356789,-1.891681,1.5011418,-1.5221782,-1.7208863,-1.677757,0.35813642,4.8516798,-2.1916404,-3.8059456,-0.93128908,-2.8794608,-2.7025993,-1.740791,-0.98024398,-2.736233,-0.51259494,3.687799,-0.83993119,-1.4852796,-0.92768759,PPW
-2.9824445,-0.046685666,-0.16594064,-0.72508538,-2.4241843,-1.5988443,-0.90950561,0.1460187,-2.9780071,-1.8503083,-3.7327142,-2.0981522,1.7278278,-1.4321476,-1.7397622,-1.5770392,0.26538804,4.7186084,-2.4452734,-3.6361427,-1.0384827,-3.3047972,-2.7191589,-1.5132334,-1.2785064,-2.7718513,-1.1096795,3.4945352,-0.61641318,-1.3753254,-0.87640607,PPW
